sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.004_4x_1	0.0252324	0.0185083	0.0169656	0.0119152	0.0262562	0.0196362	0.0178676	0.012928	0.0200319	0.0133646	0.0	0.00661211	0.0299452	0.0232616	0.021723	0.0167775	0.0318163	0.0252735	0.0237277	0.0187558	0.0336979	0.0271635	0.0254653	0.0204881	0.0434907	0.0365106	0.0351426	0.0303173	0.0243298	0.0176675	0.0159419	0.0109222	
nematode_0.004_8x_1	0.0184623	0.0127353	0.0118192	0.0060712	0.0194803	0.0137769	0.0127931	0.00710376	0.0135539	0.00772109	0.00661211	0.0	0.0233103	0.0175999	0.0166925	0.0110938	0.0253131	0.019696	0.0187618	0.0131127	0.0272022	0.0215504	0.0205217	0.0150159	0.0371326	0.031121	0.0304449	0.0250062	0.0175232	0.0118411	0.0108359	0.00505149	
nematode_0.006_1x_1	0.0303762	0.0263438	0.0268724	0.0202567	0.0313967	0.0274709	0.0278532	0.0212864	0.0331067	0.0296498	0.0299452	0.0233103	0.0	0.019713	0.020003	0.0135623	0.0369927	0.0335044	0.0336072	0.0272272	0.038796	0.0349642	0.0353573	0.0290326	0.0481836	0.0443713	0.0448911	0.0386399	0.0294096	0.0256118	0.0259863	0.0193048	
nematode_0.006_2x_1	0.0265934	0.0211108	0.0203459	0.0147353	0.0275759	0.0221598	0.0213558	0.0157217	0.0295124	0.0240605	0.0232616	0.0175999	0.019713	0.0	0.0131857	0.00764953	0.033232	0.0278151	0.0270504	0.0214442	0.0352477	0.0296924	0.0289663	0.0234142	0.0444298	0.038855	0.0383154	0.0330268	0.0258275	0.0203055	0.0194393	0.0137213	
nematode_0.006_4x_1	0.0271202	0.0204277	0.0187336	0.0138079	0.0280533	0.0214761	0.0197718	0.0147744	0.0298289	0.0233637	0.021723	0.0166925	0.020003	0.0131857	0.0	0.00650157	0.0333887	0.0271193	0.0254093	0.0205033	0.0354337	0.0288441	0.0273022	0.0223918	0.0450447	0.038179	0.0366164	0.031991	0.0262624	0.0195146	0.0178175	0.0127939	
nematode_0.006_8x_1	0.0205138	0.0146636	0.0137791	0.0080801	0.0214594	0.0157651	0.0147648	0.0091067	0.023392	0.0177919	0.0167775	0.0110938	0.0135623	0.00764953	0.00650157	0.0	0.0271709	0.0216096	0.0206056	0.0150275	0.0291407	0.0233576	0.022488	0.0169456	0.0388395	0.032887	0.0321079	0.0268252	0.0196198	0.0137643	0.0128129	0.00704449	
nematode_0.008_1x_1	0.0322428	0.0283848	0.0288261	0.0223315	0.0333899	0.0296644	0.0298844	0.0234103	0.0351533	0.0316373	0.0318163	0.0253131	0.0369927	0.033232	0.0333887	0.0271709	0.0	0.0198403	0.0201963	0.0137419	0.0406161	0.0368309	0.0371109	0.0309321	0.0499668	0.0462626	0.0468232	0.0405226	0.0312534	0.0277402	0.0279152	0.0213593	
nematode_0.008_2x_1	0.0286919	0.0230341	0.0223547	0.0166813	0.0297017	0.0241899	0.023308	0.017733	0.0313642	0.0261024	0.0252735	0.019696	0.0335044	0.0278151	0.0271193	0.0216096	0.0198403	0.0	0.0132416	0.00763544	0.0369554	0.0316112	0.030794	0.0253055	0.0465796	0.0408616	0.0403019	0.0350301	0.0277496	0.0223569	0.0214041	0.015697	
nematode_0.008_4x_1	0.0291073	0.0223301	0.0207705	0.0158426	0.0301427	0.0234318	0.0217518	0.0168592	0.031635	0.0253603	0.0237277	0.0187618	0.0336072	0.0270504	0.0254093	0.0206056	0.0201963	0.0132416	0.0	0.00652007	0.0372921	0.0307863	0.0292564	0.0243339	0.0470172	0.0401144	0.0387232	0.0339748	0.0281816	0.0216012	0.0197844	0.0148456	
nematode_0.008_8x_1	0.0224158	0.0165745	0.0157413	0.0100739	0.0235464	0.0177749	0.016732	0.0111466	0.0252542	0.0197895	0.0187558	0.0131127	0.0272272	0.0214442	0.0205033	0.0150275	0.0137419	0.00763544	0.00652007	0.0	0.0309409	0.0252929	0.0243571	0.0188483	0.0407469	0.0348408	0.0341	0.0287823	0.021565	0.0158375	0.0147954	0.00908182	
nematode_0.01_1x_1	0.0344191	0.0303987	0.0307449	0.024313	0.0353908	0.0313956	0.031709	0.0253047	0.0367782	0.0333973	0.0336979	0.0272022	0.038796	0.0352477	0.0354337	0.0291407	0.0406161	0.0369554	0.0372921	0.0309409	0.0	0.0198485	0.0201853	0.013707	0.0519203	0.0479851	0.0486843	0.0424393	0.0332515	0.0293615	0.0298331	0.0232692	
nematode_0.01_2x_1	0.030746	0.0249176	0.0243122	0.018705	0.031766	0.0259011	0.0250727	0.0196236	0.0332283	0.0279411	0.0271635	0.0215504	0.0349642	0.0296924	0.0288441	0.0233576	0.0368309	0.0316112	0.0307863	0.0252929	0.0198485	0.0	0.0131498	0.00762766	0.0482675	0.0426948	0.0421116	0.0367526	0.0295124	0.024089	0.0232661	0.0176866	
nematode_0.01_4x_1	0.0310656	0.0241398	0.0226406	0.0177426	0.032065	0.0252072	0.0235002	0.0186531	0.0334748	0.027088	0.0254653	0.0205217	0.0353573	0.0289663	0.0273022	0.022488	0.0371109	0.030794	0.0292564	0.0243571	0.0201853	0.0131498	0.0	0.00643222	0.0489046	0.0419963	0.0404743	0.0358022	0.0300316	0.0233385	0.0216844	0.0167598	
nematode_0.01_8x_1	0.0245485	0.0185408	0.0176269	0.0121111	0.0255853	0.0195534	0.0184894	0.0130821	0.0271672	0.0215615	0.0204881	0.0150159	0.0290326	0.0234142	0.0223918	0.0169456	0.0309321	0.0253055	0.0243339	0.0188483	0.013707	0.00762766	0.00643222	0.0	0.0427112	0.0366207	0.0359322	0.0305819	0.0235032	0.0176562	0.0166329	0.011112	
nematode_0.02_1x_1	0.0440942	0.0402508	0.040752	0.0343357	0.0447562	0.0412775	0.0416447	0.035364	0.0468061	0.043199	0.0434907	0.0371326	0.0481836	0.0444298	0.0450447	0.0388395	0.0499668	0.0465796	0.0470172	0.0407469	0.0519203	0.0482675	0.0489046	0.0427112	0.0	0.0199588	0.0202028	0.013899	0.0429585	0.0395572	0.0397808	0.0333653	
nematode_0.02_2x_1	0.0400914	0.0346115	0.033784	0.0284328	0.0411079	0.035666	0.0346894	0.0294404	0.0427769	0.0373592	0.0365106	0.031121	0.0443713	0.038855	0.038179	0.032887	0.0462626	0.0408616	0.0401144	0.0348408	0.0479851	0.0426948	0.0419963	0.0366207	0.0199588	0.0	0.0127981	0.00750662	0.039474	0.0337927	0.0328582	0.0275027	
nematode_0.02_4x_1	0.0407049	0.0339798	0.0323751	0.0277496	0.0416255	0.0350156	0.0332686	0.0287306	0.0430581	0.036801	0.0351426	0.0304449	0.0448911	0.0383154	0.0366164	0.0321079	0.0468232	0.0403019	0.0387232	0.0341	0.0486843	0.0421116	0.0404743	0.0359322	0.0202028	0.0127981	0.0	0.00623737	0.0397662	0.0331857	0.0314136	0.026769	
nematode_0.02_8x_1	0.0343126	0.0285349	0.0275411	0.0221893	0.0351612	0.029534	0.0284367	0.0232152	0.0369095	0.0313934	0.0303173	0.0250062	0.0386399	0.0330268	0.031991	0.0268252	0.0405226	0.0350301	0.0339748	0.0287823	0.0424393	0.0367526	0.0358022	0.0305819	0.013899	0.00750662	0.00623737	0.0	0.0334748	0.0276683	0.0265728	0.0212124	
nematode_0.0_1x_1	0.0247318	0.0207879	0.0213517	0.0145438	0.0257568	0.0218987	0.0223395	0.0155661	0.0274148	0.0238699	0.0243298	0.0175232	0.0294096	0.0258275	0.0262624	0.0196198	0.0312534	0.0277496	0.0281816	0.021565	0.0332515	0.0295124	0.0300316	0.0235032	0.0429585	0.039474	0.0397662	0.0334748	0.0	0.0196582	0.0202313	0.0134599	
nematode_0.0_2x_1	0.020816	0.0153644	0.0146433	0.00878519	0.0217962	0.0164331	0.0156582	0.00983787	0.0236663	0.0184794	0.0176675	0.0118411	0.0256118	0.0203055	0.0195146	0.0137643	0.0277402	0.0223569	0.0216012	0.0158375	0.0293615	0.024089	0.0233385	0.0176562	0.0395572	0.0337927	0.0331857	0.0276683	0.0196582	0.0	0.0135168	0.00774311	
nematode_0.0_4x_1	0.0213648	0.0145663	0.0129493	0.00785861	0.0223243	0.0156422	0.0139185	0.0088676	0.0240827	0.0175994	0.0159419	0.0108359	0.0259863	0.0194393	0.0178175	0.0128129	0.0279152	0.0214041	0.0197844	0.0147954	0.0298331	0.0232661	0.0216844	0.0166329	0.0397808	0.0328582	0.0314136	0.0265728	0.0202313	0.0135168	0.0	0.00680683	
nematode_0.0_8x_1	0.0144523	0.00865843	0.00780908	0.00194985	0.0155391	0.00975609	0.0088086	0.00299798	0.0174161	0.0119064	0.0109222	0.00505149	0.0193048	0.0137213	0.0127939	0.00704449	0.0213593	0.015697	0.0148456	0.00908182	0.0232692	0.0176866	0.0167598	0.011112	0.0333653	0.0275027	0.026769	0.0212124	0.0134599	0.00774311	0.00680683	0.0	
