sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.004_8x_1	0.0184906	0.0127315	0.0117403	0.00606212	0.0196123	0.0137895	0.0128557	0.00712685	0.0136784	0.00768196	0.00656851	0.0	0.023541	0.0177245	0.0167834	0.011115	0.0253747	0.0196431	0.0186853	0.0130516	0.0273199	0.0216306	0.0207238	0.0151159	0.0375027	0.0316623	0.0307634	0.0252946	0.0176827	0.0117107	0.0108068	0.00502234	
nematode_0.006_1x_1	0.0304073	0.0267229	0.0269398	0.0204395	0.031601	0.0276843	0.0280725	0.0215483	0.0332527	0.0296436	0.029899	0.023541	0.0	0.0199205	0.0202268	0.0137625	0.0374806	0.0333224	0.0336307	0.0272855	0.0392043	0.0352664	0.0356416	0.0291964	0.0485232	0.044905	0.0452356	0.0389766	0.0293605	0.0255973	0.0259941	0.0194623	
nematode_0.006_2x_1	0.0265701	0.0212103	0.0203341	0.0146892	0.0276267	0.0222109	0.0214145	0.0157186	0.0296312	0.0241319	0.0232509	0.0177245	0.0199205	0.0	0.0132516	0.00768286	0.0334477	0.0279506	0.027088	0.0215685	0.0354163	0.0297173	0.029076	0.0235186	0.0451229	0.0397001	0.038869	0.033497	0.0257284	0.0202762	0.0194101	0.0137459	
nematode_0.006_4x_1	0.0271248	0.0205421	0.0187588	0.0138304	0.02806	0.0214414	0.0198238	0.0148417	0.0299557	0.0233591	0.0216452	0.0167834	0.0202268	0.0132516	0.0	0.00656962	0.0336345	0.0270798	0.0254695	0.020558	0.0357177	0.0289683	0.0274223	0.0224748	0.0452921	0.0387	0.0370748	0.0323095	0.0262078	0.0194729	0.0177602	0.0128782	
nematode_0.006_8x_1	0.0204907	0.0147087	0.0136936	0.00804922	0.0214629	0.0156879	0.0147653	0.00911335	0.0234656	0.0177239	0.0166238	0.011115	0.0137625	0.00768286	0.00656962	0.0	0.0273189	0.0215378	0.0205527	0.0150484	0.0293094	0.0234694	0.0225136	0.0170166	0.0392501	0.0335156	0.0325827	0.027169	0.0195684	0.0136873	0.0127365	0.00705598	
nematode_0.008_1x_1	0.0323634	0.0285516	0.0287038	0.0223105	0.0332271	0.0294548	0.0299053	0.0233935	0.0354539	0.0314181	0.0317192	0.0253747	0.0374806	0.0334477	0.0336345	0.0273189	0.0	0.0198721	0.0201976	0.0137392	0.0409327	0.0370316	0.0374074	0.031131	0.0503726	0.0466734	0.0472149	0.0409123	0.031643	0.0275468	0.0279525	0.0214193	
nematode_0.008_2x_1	0.0286483	0.0231524	0.0221562	0.0166749	0.029532	0.0240755	0.0232395	0.0176889	0.0314732	0.025895	0.0250869	0.0196431	0.0333224	0.0279506	0.0270798	0.0215378	0.0198721	0.0	0.0131969	0.00764384	0.0372035	0.0315071	0.0307973	0.0253569	0.0466926	0.0413601	0.040451	0.0351002	0.0275543	0.022081	0.0213214	0.0156965	
nematode_0.008_4x_1	0.0290508	0.0223794	0.0205626	0.0157525	0.0298833	0.0233019	0.0216971	0.0167454	0.0319069	0.0252912	0.0234356	0.0186853	0.0336307	0.027088	0.0254695	0.0205527	0.0201976	0.0131969	0.0	0.00647071	0.0375173	0.0308224	0.0292371	0.024411	0.0471713	0.0404759	0.0388519	0.0341914	0.0281227	0.0213118	0.0196771	0.0148016	
nematode_0.008_8x_1	0.0224318	0.0166653	0.0155451	0.0100427	0.0233774	0.0176337	0.0166637	0.0110889	0.0253198	0.0195847	0.0185207	0.0130516	0.0272855	0.0215685	0.020558	0.0150484	0.0137392	0.00764384	0.00647071	0.0	0.0312122	0.0252937	0.0244255	0.0189176	0.0408464	0.0351891	0.0342641	0.0288641	0.0214359	0.0156086	0.0146807	0.00905036	
nematode_0.01_1x_1	0.0341279	0.0305538	0.0308827	0.0244732	0.0350143	0.0315896	0.0320037	0.0254653	0.0369741	0.0335094	0.0336717	0.0273199	0.0392043	0.0354163	0.0357177	0.0293094	0.0409327	0.0372035	0.0375173	0.0312122	0.0	0.0201084	0.0201691	0.0137953	0.0520828	0.0483745	0.0488279	0.0426529	0.0336109	0.0295681	0.0300918	0.0234395	
nematode_0.01_2x_1	0.0304707	0.0249805	0.0241812	0.0186882	0.0316668	0.0259941	0.0252702	0.0196739	0.0334133	0.0280764	0.0271579	0.0216306	0.0352664	0.0297173	0.0289683	0.0234694	0.0370316	0.0315071	0.0308224	0.0252937	0.0201084	0.0	0.0130482	0.00764743	0.0485921	0.0433519	0.042593	0.0372718	0.0297256	0.0241128	0.0232745	0.0177352	
nematode_0.01_4x_1	0.0308893	0.0243282	0.0225898	0.0177868	0.0320338	0.0253021	0.0236873	0.0188038	0.0339232	0.0273245	0.0254933	0.0207238	0.0356416	0.029076	0.0274223	0.0225136	0.0374074	0.0307973	0.0292371	0.0244255	0.0201691	0.0130482	0.0	0.00642975	0.0490259	0.0422043	0.0406529	0.0359996	0.0300696	0.0234042	0.0217603	0.0168527	
nematode_0.01_8x_1	0.0243957	0.0186358	0.0175921	0.0121403	0.025518	0.0195972	0.0186954	0.0131312	0.0274241	0.021662	0.0205105	0.0151159	0.0291964	0.0235186	0.0224748	0.0170166	0.031131	0.0253569	0.024411	0.0189176	0.0137953	0.00764743	0.00642975	0.0	0.0427422	0.0370561	0.0361779	0.0308542	0.0235479	0.0176697	0.0167096	0.0111572	
nematode_0.02_1x_1	0.0439501	0.0403548	0.0404893	0.034539	0.0449788	0.0414016	0.0416185	0.0354337	0.0469848	0.0433444	0.0435453	0.0375027	0.0485232	0.0451229	0.0452921	0.0392501	0.0503726	0.0466926	0.0471713	0.0408464	0.0520828	0.0485921	0.0490259	0.0427422	0.0	0.020084	0.0201543	0.0139004	0.0431767	0.0394406	0.0398585	0.0335613	
nematode_0.02_2x_1	0.0402162	0.0349919	0.0340379	0.0287992	0.0412912	0.0360024	0.0351148	0.0297548	0.0434062	0.037931	0.0368381	0.0316623	0.044905	0.0397001	0.0387	0.0335156	0.0466734	0.0413601	0.0404759	0.0351891	0.0483745	0.0433519	0.0422043	0.0370561	0.020084	0.0	0.0128723	0.00757297	0.0396374	0.0340392	0.0332173	0.0279315	
nematode_0.02_4x_1	0.0404477	0.0343011	0.0324198	0.0279382	0.0418128	0.0352024	0.0335168	0.0289111	0.0438068	0.0371905	0.0352011	0.0307634	0.0452356	0.038869	0.0370748	0.0325827	0.0472149	0.040451	0.0388519	0.0342641	0.0488279	0.042593	0.0406529	0.0361779	0.0201543	0.0128723	0.0	0.00619307	0.039912	0.0332491	0.0315874	0.0270724	
nematode_0.02_8x_1	0.0341596	0.0287883	0.0276503	0.0223925	0.035466	0.0296633	0.0287207	0.0234073	0.0374953	0.0317112	0.0305246	0.0252946	0.0389766	0.033497	0.0323095	0.027169	0.0409123	0.0351002	0.0341914	0.0288641	0.0426529	0.0372718	0.0359996	0.0308542	0.0139004	0.00757297	0.00619307	0.0	0.0336233	0.0277933	0.0267916	0.021465	
nematode_0.0_1x_1	0.0245574	0.0208019	0.0212816	0.0145485	0.0257362	0.0217547	0.0223185	0.0155751	0.0276673	0.0238918	0.0242386	0.0176827	0.0293605	0.0257284	0.0262078	0.0195684	0.031643	0.0275543	0.0281227	0.0214359	0.0336109	0.0297256	0.0300696	0.0235479	0.0431767	0.0396374	0.039912	0.0336233	0.0	0.0196645	0.0202391	0.0135212	
nematode_0.0_2x_1	0.0206766	0.0152939	0.0144551	0.00868711	0.0217603	0.0161842	0.0155152	0.00968132	0.0237666	0.018206	0.0174028	0.0117107	0.0255973	0.0202762	0.0194729	0.0136873	0.0275468	0.022081	0.0213118	0.0156086	0.0295681	0.0241128	0.0234042	0.0176697	0.0394406	0.0340392	0.0332491	0.0277933	0.0196645	0.0	0.0133712	0.00766003	
nematode_0.0_4x_1	0.0211544	0.0145344	0.0128371	0.00780089	0.0222592	0.0155147	0.0139398	0.00883627	0.0242442	0.0175433	0.0158426	0.0108068	0.0259941	0.0194101	0.0177602	0.0127365	0.0279525	0.0213214	0.0196771	0.0146807	0.0300918	0.0232745	0.0217603	0.0167096	0.0398585	0.0332173	0.0315874	0.0267916	0.0202391	0.0133712	0.0	0.00679582	
nematode_0.0_8x_1	0.0144149	0.00867969	0.00774915	0.00193047	0.0154724	0.0097242	0.00888165	0.00300889	0.0175019	0.0117589	0.0107879	0.00502234	0.0194623	0.0137459	0.0128782	0.00705598	0.0214193	0.0156965	0.0148016	0.00905036	0.0234395	0.0177352	0.0168527	0.0111572	0.0335613	0.0279315	0.0270724	0.021465	0.0135212	0.00766003	0.00679582	0.0	
