sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.006_8x_1	0.0204441	0.0146494	0.0137074	0.00806465	0.0216152	0.0156462	0.0146764	0.00911335	0.0236051	0.0177925	0.0168135	0.0112083	0.0136125	0.00763005	0.0065256	0.0	0.0271018	0.021456	0.0205745	0.0150179	0.0292768	0.0234986	0.0225773	0.0170242	0.0385998	0.0333678	0.0323669	0.0268488	0.0195053	0.0137312	0.0126966	0.00705856	
nematode_0.008_1x_1	0.0322405	0.0284622	0.0289492	0.0222599	0.0332137	0.0295175	0.0298823	0.0232775	0.0350473	0.0312556	0.0319369	0.0252718	0.0368381	0.0332198	0.0336469	0.0271018	0.0	0.0197566	0.0201782	0.013633	0.040591	0.037121	0.0374089	0.0309464	0.0499741	0.0465393	0.0471343	0.0406915	0.0314428	0.0275928	0.0280735	0.0212651	
nematode_0.008_2x_1	0.0285221	0.0230446	0.0223076	0.0166733	0.0295815	0.0240075	0.0232699	0.0176607	0.0314057	0.0262227	0.0254509	0.0197433	0.0332686	0.0278218	0.0271469	0.021456	0.0197566	0.0	0.0131308	0.0075536	0.0370503	0.0316555	0.0309288	0.0253055	0.0463911	0.0413929	0.0405409	0.0350394	0.0277392	0.0221447	0.0213297	0.0156532	
nematode_0.008_4x_1	0.0290044	0.0222318	0.0207899	0.0157732	0.029854	0.0233469	0.0217006	0.0167379	0.0320106	0.0253417	0.0237137	0.0188092	0.0336022	0.0271377	0.0254602	0.0205745	0.0201782	0.0131308	0.0	0.00647429	0.0375615	0.0310048	0.0292595	0.0244683	0.0467118	0.0403565	0.0386568	0.0339194	0.0281894	0.0213489	0.0198174	0.0147982	
nematode_0.008_8x_1	0.0224639	0.0166685	0.0157434	0.0100898	0.0234779	0.017685	0.0166802	0.0110976	0.0254577	0.0197326	0.0188122	0.0131878	0.0272485	0.0215344	0.0205864	0.0150179	0.013633	0.0075536	0.00647429	0.0	0.031181	0.0254857	0.0245282	0.0189933	0.0406261	0.0351891	0.0342436	0.0287236	0.021641	0.0157045	0.0147658	0.00908414	
nematode_0.01_1x_1	0.0340518	0.0305538	0.0311321	0.0244481	0.0351121	0.0314192	0.0320257	0.0254229	0.037082	0.033444	0.0338892	0.0273719	0.0388441	0.0353774	0.035734	0.0292768	0.040591	0.0370503	0.0375615	0.031181	0.0	0.0200698	0.0203407	0.0138642	0.051915	0.0486082	0.0489792	0.042808	0.0332808	0.0296509	0.0300802	0.0234748	
nematode_0.01_2x_1	0.0303687	0.0250727	0.0244006	0.0187924	0.0315172	0.026155	0.0254034	0.0198377	0.0335675	0.0280986	0.0272735	0.0217301	0.035229	0.029941	0.0291295	0.0234986	0.037121	0.0316555	0.0310048	0.0254857	0.0200698	0.0	0.0131692	0.00765403	0.0481995	0.0432884	0.0422704	0.0370575	0.029566	0.0243018	0.0234172	0.0178311	
nematode_0.01_4x_1	0.0307438	0.0242306	0.0227506	0.0178779	0.0319173	0.0253198	0.0236841	0.0188398	0.0340177	0.0273115	0.0256264	0.0208059	0.0355334	0.0291144	0.0274531	0.0225773	0.0374089	0.0309288	0.0292595	0.0245282	0.0203407	0.0131692	0.0	0.00646383	0.0483198	0.0422866	0.0405659	0.0358035	0.0300495	0.0234986	0.0217772	0.0168759	
nematode_0.01_8x_1	0.0242698	0.0185693	0.0177234	0.0121342	0.025406	0.0196664	0.0187402	0.0131632	0.0275205	0.0216915	0.0207258	0.0151866	0.0291873	0.0235171	0.0225319	0.0170242	0.0309464	0.0253055	0.0244683	0.0189933	0.0138642	0.00765403	0.00646383	0.0	0.0423314	0.0370979	0.0360217	0.0306806	0.0235387	0.0177766	0.0167053	0.0111534	
nematode_0.02_1x_1	0.0439501	0.0401209	0.0403482	0.0340493	0.0448116	0.0409005	0.0412071	0.0350592	0.0465095	0.0430581	0.0432362	0.0370936	0.0481836	0.0445257	0.0448037	0.0385998	0.0499741	0.0463911	0.0467118	0.0406261	0.051915	0.0481995	0.0483198	0.0423314	0.0	0.0201756	0.0202976	0.0139321	0.0430359	0.0393007	0.0393563	0.033148	
nematode_0.02_2x_1	0.0405576	0.0346842	0.0339093	0.0286473	0.0411574	0.0357612	0.0348709	0.0296654	0.0430859	0.0376958	0.0368224	0.0314969	0.0449369	0.0394374	0.038717	0.0333678	0.0465393	0.0413929	0.0403565	0.0351891	0.0486082	0.0432884	0.0422866	0.0370979	0.0201756	0.0	0.0130246	0.00759595	0.0394629	0.0340683	0.03308	0.0277222	
nematode_0.02_4x_1	0.0408481	0.0339207	0.032448	0.0277677	0.0416657	0.0349616	0.0332833	0.0286691	0.0434775	0.036964	0.0351865	0.0306253	0.0451953	0.0386214	0.0369669	0.0323669	0.0471343	0.0405409	0.0386568	0.0342436	0.0489792	0.0422704	0.0405659	0.0360217	0.0202976	0.0130246	0.0	0.00633649	0.0397533	0.0332295	0.0315218	0.0268951	
nematode_0.02_8x_1	0.0343883	0.028377	0.0273999	0.0221534	0.0352224	0.0293758	0.028301	0.0231494	0.0371383	0.0314383	0.0303323	0.0250777	0.0389002	0.0330982	0.0321404	0.0268488	0.0406915	0.0350394	0.0339194	0.0287236	0.042808	0.0370575	0.0358035	0.0306806	0.0139321	0.00759595	0.00633649	0.0	0.0333629	0.0276324	0.0265003	0.0212288	
nematode_0.0_1x_1	0.0246885	0.0206626	0.0212466	0.0145315	0.0257947	0.0218181	0.0222484	0.0155376	0.0278456	0.0238135	0.0242794	0.0175848	0.0293707	0.0255956	0.0261015	0.0195053	0.0314428	0.0277392	0.0281894	0.021641	0.0332808	0.029566	0.0300495	0.0235387	0.0430359	0.0394629	0.0397533	0.0333629	0.0	0.0195565	0.0200737	0.0134916	
nematode_0.0_2x_1	0.0206839	0.0151783	0.014516	0.00869227	0.021799	0.0162923	0.0155351	0.00974673	0.0239162	0.018284	0.0176168	0.011814	0.0257405	0.0201439	0.0193989	0.0137312	0.0275928	0.0221447	0.0213489	0.0157045	0.0296509	0.0243018	0.0234986	0.0177766	0.0393007	0.0340683	0.0332295	0.0276324	0.0195565	0.0	0.0133808	0.00767535	
nematode_0.0_4x_1	0.0210884	0.0144322	0.0129075	0.00774281	0.0222462	0.0154734	0.0138574	0.00879786	0.0242754	0.017531	0.0159404	0.0108254	0.0259959	0.019319	0.0177653	0.0126966	0.0280735	0.0213297	0.0198174	0.0147658	0.0300802	0.0234172	0.0217772	0.0167053	0.0393563	0.03308	0.0315218	0.0265003	0.0200737	0.0133808	0.0	0.0067129	
nematode_0.0_8x_1	0.0143758	0.00861567	0.00778483	0.00192951	0.0155137	0.00966096	0.00879721	0.0029678	0.0176438	0.0117894	0.0109436	0.00511073	0.0194417	0.013737	0.0128167	0.00705856	0.0212651	0.0156532	0.0147982	0.00908414	0.0234748	0.0178311	0.0168759	0.0111534	0.033148	0.0277222	0.0268951	0.0212288	0.0134916	0.00767535	0.0067129	0.0	
