sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.004_4x_1	0.0251511	0.0188158	0.0174412	0.0121894	0.0260919	0.0197787	0.0183039	0.0131515	0.0136454	0.00527346	0.0	0.00635749	0.0299494	0.0236841	0.0221828	0.0170743	0.0316964	0.025456	0.0240052	0.0190413	0.0333813	0.0273059	0.0259506	0.0209517	0.0427003	0.0366929	0.0352077	0.0304481	0.0241533	0.0178625	0.0164094	0.0112007	
oyster_0.004_8x_1	0.0183027	0.0129195	0.0122343	0.00619226	0.019324	0.0139407	0.0131614	0.00723471	0.0127256	0.00712685	0.00635749	0.0	0.0231948	0.0178813	0.0171415	0.0113114	0.0250528	0.019756	0.0191273	0.0133314	0.0268869	0.021716	0.0211088	0.0153392	0.0362154	0.0312746	0.0306643	0.0251052	0.0172805	0.0118769	0.0111694	0.00513957	
oyster_0.006_1x_1	0.0298028	0.0263518	0.0271745	0.0202119	0.0306915	0.0272707	0.0280697	0.0211803	0.032388	0.0292686	0.0299494	0.0231948	0.0	0.0073722	0.013633	0.0128214	0.0363157	0.0329833	0.0337004	0.0271276	0.0378384	0.0346959	0.0356213	0.0291134	0.0469567	0.0444162	0.0450507	0.0386429	0.0287068	0.0254229	0.0260403	0.019123	
oyster_0.006_2x_1	0.0264655	0.0213345	0.0208951	0.01493	0.0273962	0.0223577	0.0217856	0.0159031	0.0292381	0.0242514	0.0236841	0.0178813	0.0073722	0.0	0.00530444	0.00716879	0.0331212	0.0280716	0.0275402	0.0218061	0.034795	0.0298844	0.0294291	0.0237417	0.0439558	0.0393213	0.0386337	0.0332625	0.0255154	0.0203884	0.0198073	0.0138895	
oyster_0.006_4x_1	0.027146	0.0208401	0.0194324	0.0141924	0.028088	0.0217877	0.0203068	0.0151773	0.0298143	0.023664	0.0221828	0.0171415	0.013633	0.00530444	0.0	0.00626337	0.033759	0.0275261	0.025968	0.0210789	0.035368	0.0293104	0.0279525	0.0230123	0.0446811	0.038566	0.0370719	0.0324116	0.0261498	0.0198403	0.0183864	0.0131714	
oyster_0.006_8x_1	0.0203642	0.0149315	0.0142104	0.00827342	0.0212898	0.0158772	0.0151251	0.00927066	0.0231093	0.0178016	0.0170743	0.0113114	0.0128214	0.00716879	0.00626337	0.0	0.0270037	0.021688	0.0210219	0.0152752	0.0287972	0.0236182	0.0230296	0.0172761	0.0382335	0.0332821	0.0325567	0.0271036	0.0193456	0.0139026	0.0131006	0.00720592	
oyster_0.008_1x_1	0.0315545	0.0283858	0.0290609	0.0221139	0.0325448	0.0291356	0.0297756	0.0231078	0.03418	0.0310722	0.0316964	0.0250528	0.0363157	0.0331212	0.033759	0.0270037	0.0	0.00744797	0.013767	0.0129233	0.0395076	0.0366376	0.0374997	0.0308805	0.0484545	0.0457059	0.0464249	0.0400816	0.030543	0.0272642	0.0279736	0.0210734	
oyster_0.008_2x_1	0.0284769	0.0233614	0.0227891	0.0168285	0.0291863	0.0241732	0.0235726	0.01783	0.0309872	0.0260832	0.025456	0.019756	0.0329833	0.0280716	0.0275261	0.021688	0.00744797	0.0	0.00532437	0.00706058	0.0365021	0.03166	0.0312066	0.0255734	0.0454523	0.0408481	0.0401554	0.0349103	0.0273543	0.0222874	0.0217568	0.0158101	
oyster_0.008_4x_1	0.0291033	0.0228055	0.0213538	0.0162553	0.0299337	0.023755	0.0221282	0.0171985	0.0316691	0.0256033	0.0240052	0.0191273	0.0337004	0.0275402	0.025968	0.0210219	0.013767	0.00532437	0.0	0.00615134	0.0373096	0.0311022	0.0296955	0.0248764	0.0461704	0.0400849	0.0386568	0.033966	0.0280475	0.0218357	0.0202814	0.015238	
oyster_0.008_8x_1	0.0223678	0.0168726	0.0162532	0.0103165	0.0232243	0.0178898	0.0171037	0.0113022	0.0250353	0.0198149	0.0190413	0.0133314	0.0271276	0.0218061	0.0210789	0.0152752	0.0129233	0.00706058	0.00615134	0.0	0.0308597	0.0256272	0.0249988	0.0192617	0.0399397	0.035009	0.0342207	0.0288971	0.0212699	0.0158965	0.0151709	0.00926663	
oyster_0.01_1x_1	0.0332552	0.0300316	0.0307329	0.0239138	0.0340607	0.0309707	0.0315647	0.0249251	0.0359034	0.0328618	0.0333813	0.0268869	0.0378384	0.034795	0.035368	0.0287972	0.0395076	0.0365021	0.0373096	0.0308597	0.0	0.00742375	0.0137329	0.0129161	0.0501225	0.0474492	0.0482471	0.0418832	0.0323341	0.0290226	0.0297433	0.022897	
oyster_0.01_2x_1	0.0302341	0.0251628	0.0246697	0.0187924	0.0310557	0.0260072	0.025495	0.0197654	0.0328978	0.0279564	0.0273059	0.021716	0.0346959	0.0298844	0.0293104	0.0236182	0.0366376	0.03166	0.0311022	0.0256272	0.00742375	0.0	0.0053057	0.00709108	0.0472913	0.0425513	0.0420849	0.0366929	0.0293482	0.0242522	0.0236213	0.0178146	
oyster_0.01_4x_1	0.0310402	0.0248303	0.0233392	0.0182846	0.0318106	0.0256016	0.0241382	0.0192266	0.033632	0.0275074	0.0259506	0.0211088	0.0356213	0.0294291	0.0279525	0.0230296	0.0374997	0.0312066	0.0296955	0.0249988	0.0137329	0.0053057	0.0	0.00616156	0.0479044	0.0419308	0.0403913	0.0358555	0.030166	0.0238229	0.022291	0.0173324	
oyster_0.01_8x_1	0.0242978	0.0189098	0.018181	0.0123436	0.0251637	0.0197477	0.0190431	0.0133375	0.0271128	0.021787	0.0209517	0.0153392	0.0291134	0.0237417	0.0230123	0.0172761	0.0308805	0.0255734	0.0248764	0.0192617	0.0129161	0.00709108	0.00616156	0.0	0.0417637	0.0368252	0.0361225	0.0307144	0.0234111	0.0179419	0.0171661	0.0113511	
oyster_0.02_1x_1	0.0425459	0.0394071	0.0401472	0.0334921	0.0433556	0.0401997	0.0408717	0.0344024	0.0451691	0.0419803	0.0427003	0.0362154	0.0469567	0.0439558	0.0446811	0.0382335	0.0484545	0.0454523	0.0461704	0.0399397	0.0501225	0.0472913	0.0479044	0.0417637	0.0	0.00752295	0.0139244	0.0130855	0.0415228	0.0385184	0.039277	0.0325484	
oyster_0.02_2x_1	0.0395428	0.0347415	0.0341927	0.0285831	0.0404012	0.0355888	0.0348552	0.029462	0.0420016	0.0372848	0.0366929	0.0312746	0.0444162	0.0393213	0.038566	0.0332821	0.0457059	0.0408481	0.0400849	0.035009	0.0474492	0.0425513	0.0419308	0.0368252	0.00752295	0.0	0.00536965	0.00708071	0.0387805	0.0338629	0.0331796	0.0276494	
oyster_0.02_4x_1	0.0403234	0.0342258	0.0326706	0.0279784	0.0411728	0.0349576	0.0333163	0.0288561	0.0428373	0.0367327	0.0352077	0.0306643	0.0450507	0.0386337	0.0370719	0.0325567	0.0464249	0.0401554	0.0386568	0.0342207	0.0482471	0.0420849	0.0403913	0.0361225	0.0139244	0.00536965	0.0	0.00592715	0.0396759	0.0334083	0.0316873	0.0270798	
oyster_0.02_8x_1	0.0338792	0.0286068	0.0278294	0.0223221	0.034592	0.0293247	0.0285191	0.0232327	0.0364151	0.0312903	0.0304481	0.0251052	0.0386429	0.0332625	0.0324116	0.0271036	0.0400816	0.0349103	0.033966	0.0288971	0.0418832	0.0366929	0.0358555	0.0307144	0.0130855	0.00708071	0.00592715	0.0	0.0330909	0.027761	0.0268551	0.021342	
oyster_0.0_1x_1	0.0241478	0.0207025	0.0213882	0.0142644	0.0249383	0.0215782	0.0222628	0.0152929	0.0266374	0.0234541	0.0241533	0.0172805	0.0287068	0.0255154	0.0261498	0.0193456	0.030543	0.0273543	0.0280475	0.0212699	0.0323341	0.0293482	0.030166	0.0234111	0.0415228	0.0387805	0.0396759	0.0330909	0.0	0.00731499	0.0136811	0.012666	
oyster_0.0_2x_1	0.0206566	0.0155551	0.0150222	0.00885389	0.021517	0.016481	0.0159098	0.00986616	0.0232722	0.0183477	0.0178625	0.0118769	0.0254229	0.0203884	0.0198403	0.0139026	0.0272642	0.0222874	0.0218357	0.0158965	0.0290226	0.0242522	0.0238229	0.0179419	0.0385184	0.0338629	0.0334083	0.027761	0.00731499	0.0	0.00535572	0.00721958	
oyster_0.0_4x_1	0.0212624	0.0149272	0.0135517	0.00815202	0.0221569	0.0158416	0.0144266	0.00913995	0.0240146	0.0177891	0.0164094	0.0111694	0.0260403	0.0198073	0.0183864	0.0131006	0.0279736	0.0217568	0.0202814	0.0151709	0.0297433	0.0236213	0.022291	0.0171661	0.039277	0.0331796	0.0316873	0.0268551	0.0136811	0.00535572	0.0	0.00659515	
oyster_0.0_8x_1	0.014209	0.00884149	0.00821524	0.00198254	0.0151871	0.0098466	0.00915327	0.00302886	0.0171272	0.0118101	0.0112007	0.00513957	0.019123	0.0138895	0.0131714	0.00720592	0.0210734	0.0158101	0.015238	0.00926663	0.022897	0.0178146	0.0173324	0.0113511	0.0325484	0.0276494	0.0270798	0.021342	0.012666	0.00721958	0.00659515	0.0	
