sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.008_8x	0.0	0.0	0.00131	0.0	0.0	0.00085	0.0024	0.0	0.00116	0.00294	0.00437	0.0	0.00308	0.00499	0.00625	0.0	0.0	0.0	0.0	0.0	0.00708	0.00892	0.01029	0.00274	0.01739	0.01898	0.02025	0.01303	0.0	0.0	0.0	0.0
leech_0.01_1x	0.01059	0.01076	0.01084	0.0	0.01161	0.01165	0.01184	0.00113	0.01366	0.01363	0.01377	0.00318	0.01536	0.01557	0.01552	0.00507	0.01751	0.0175	0.01768	0.00713	0.0	0.0	0.0	0.0	0.02929	0.02918	0.02931	0.01929	0.00935	0.00987	0.00989	0.0
leech_0.01_2x	0.01061	0.01084	0.01079	0.00193	0.01133	0.01155	0.0118	0.00287	0.0135	0.01365	0.01383	0.005	0.0154	0.01564	0.01557	0.0069	0.01756	0.01765	0.01761	0.00891	0.0	0.0	0.0	0.0	0.02924	0.02918	0.02933	0.02092	0.00959	0.00984	0.00987	0.00098
leech_0.01_4x	0.01073	0.01087	0.0108	0.00325	0.01145	0.01162	0.01185	0.00423	0.01338	0.0136	0.01376	0.00622	0.01532	0.0157	0.01567	0.00822	0.01752	0.01762	0.01762	0.01025	0.0	0.0	0.0	0.0	0.02914	0.02907	0.02929	0.02198	0.00952	0.0099	0.00982	0.00227
leech_0.01_8x	0.0	0.00197	0.00318	0.0	0.00098	0.00278	0.00431	0.0	0.00294	0.00482	0.00628	0.0	0.00498	0.00696	0.00821	0.0007	0.00716	0.00895	0.01029	0.00274	0.0	0.0	0.0	0.0	0.0192	0.02078	0.02215	0.01489	0.0	0.00095	0.00227	0.0
leech_0.02_1x	0.02066	0.02086	0.02091	0.01065	0.02164	0.02181	0.02202	0.01146	0.02347	0.02359	0.02384	0.01357	0.02519	0.02554	0.02561	0.01553	0.02748	0.02772	0.02772	0.01753	0.02928	0.0295	0.02947	0.01936	0.0	0.0	0.0	0.0	0.01967	0.02011	0.0201	0.00969
leech_0.02_2x	0.02077	0.02083	0.02086	0.01227	0.02159	0.02158	0.02183	0.01319	0.0232	0.02355	0.02368	0.01511	0.02544	0.02555	0.02552	0.01707	0.02732	0.02731	0.02748	0.01898	0.02893	0.02919	0.02916	0.02077	0.0	0.0	0.0	0.0	0.01937	0.01988	0.01995	0.01123
leech_0.02_4x	0.0208	0.02077	0.0208	0.0135	0.02162	0.02161	0.02179	0.0144	0.02314	0.02336	0.0236	0.01634	0.02508	0.02551	0.0255	0.01828	0.0272	0.02729	0.02731	0.02018	0.02899	0.02926	0.0293	0.02207	0.0	0.0	0.0	0.0	0.01933	0.01983	0.01985	0.01249
leech_0.02_8x	0.01051	0.01223	0.01343	0.00616	0.01125	0.01303	0.01445	0.00705	0.01297	0.01497	0.01634	0.00905	0.01519	0.01698	0.01825	0.01102	0.01723	0.01893	0.02023	0.01304	0.01914	0.02094	0.02207	0.0149	0.0	0.0	0.0	0.0	0.00915	0.01125	0.0125	0.00511
leech_0.0_1x	0.00065	0.00082	0.00067	0.0	0.00172	0.00173	0.00179	0.0	0.00354	0.00373	0.00371	0.0	0.00575	0.00569	0.00565	0.0	0.00758	0.00773	0.00778	0.0	0.00935	0.00968	0.00964	0.0	0.01967	0.01954	0.01955	0.00922	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00086	0.00096	0.0009	0.0	0.00174	0.0018	0.00191	0.0	0.00365	0.00381	0.00393	0.0	0.00568	0.00582	0.00581	0.0	0.00793	0.00797	0.00791	0.0	0.00977	0.00984	0.00993	0.00095	0.01993	0.01988	0.01988	0.01124	0.0	0.0	0.0	0.0
leech_0.0_4x	0.00087	0.00097	0.00093	0.0	0.00171	0.00182	0.00201	0.0	0.00369	0.00384	0.00393	0.0	0.00569	0.00586	0.00583	0.0	0.00807	0.00802	0.00797	0.0	0.00977	0.00984	0.00982	0.00226	0.01986	0.01988	0.01984	0.01245	0.0	0.0	0.0	0.0
leech_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.00098	0.00227	0.0	0.00961	0.01123	0.01253	0.00511	0.0	0.0	0.0	0.0
