sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.00179	0.0	0.00093	0.00253	0.00383	0.0	0.01048	0.01232	0.01341	0.00506	0.0	0.0	0.0	0.0
oyster_0.006_1x	0.00654	0.00668	0.00664	0.0	0.00754	0.00768	0.00755	0.0	0.0098	0.00981	0.00935	0.0	0.0	0.0	0.0	0.0	0.01335	0.01335	0.01283	0.0	0.01523	0.01521	0.01467	0.00215	0.02401	0.02388	0.02324	0.01145	0.00577	0.00579	0.00577	0.0
oyster_0.006_2x	0.00648	0.00637	0.00609	0.0	0.00738	0.00727	0.00707	0.0	0.00956	0.00949	0.00891	0.0	0.0	0.0	0.0	0.0	0.01335	0.01315	0.01248	0.002	0.01517	0.01487	0.01425	0.00392	0.02373	0.02351	0.02289	0.01312	0.0056	0.00538	0.00515	0.0
oyster_0.006_4x	0.00595	0.00582	0.00566	0.0	0.00704	0.00683	0.00657	0.0	0.0091	0.00894	0.00844	0.0	0.0	0.0	0.0	0.0	0.01288	0.0127	0.01212	0.00328	0.01478	0.01447	0.01388	0.00524	0.02353	0.02328	0.02268	0.01444	0.00518	0.00489	0.00474	0.0
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.00236	0.00351	0.0	0.00269	0.00432	0.00554	0.0	0.01205	0.01382	0.0149	0.00658	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00891	0.0091	0.00878	0.0	0.00975	0.00989	0.00978	0.0	0.01153	0.01186	0.0115	0.0	0.01333	0.01366	0.01319	0.00059	0.0	0.0	0.0	0.0	0.01722	0.01732	0.01681	0.00431	0.02552	0.02565	0.02528	0.0135	0.00789	0.00797	0.00793	0.0
oyster_0.008_2x	0.00852	0.00852	0.00824	0.0	0.00953	0.00944	0.00923	0.0	0.01138	0.01145	0.011	0.00059	0.01303	0.01315	0.01272	0.00232	0.0	0.0	0.0	0.0	0.01707	0.01691	0.01641	0.00614	0.02557	0.02541	0.02498	0.0152	0.00773	0.00748	0.00735	0.0
oyster_0.008_4x	0.00809	0.00795	0.00767	0.0	0.00905	0.00892	0.00862	0.0	0.01088	0.01079	0.01035	0.00175	0.01251	0.01246	0.01212	0.00345	0.0	0.0	0.0	0.0	0.01659	0.0163	0.01577	0.0072	0.02544	0.02513	0.02447	0.01646	0.00725	0.0069	0.00672	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.00204	0.00333	0.0	0.0	0.0	0.0	0.0	0.00451	0.00622	0.00739	0.0	0.01387	0.01563	0.01676	0.00855	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.01064	0.01092	0.01069	0.0	0.01156	0.01184	0.01159	0.0	0.01357	0.01384	0.01343	0.00093	0.01521	0.01552	0.01514	0.0027	0.01722	0.01747	0.017	0.00453	0.0	0.0	0.0	0.0	0.02705	0.02719	0.02684	0.01516	0.00978	0.00996	0.00992	0.0
oyster_0.01_2x	0.01011	0.01022	0.01006	0.0	0.01118	0.01128	0.01103	0.00076	0.01311	0.01311	0.01273	0.00248	0.01485	0.01486	0.01449	0.00424	0.01692	0.01691	0.01633	0.00612	0.0	0.0	0.0	0.0	0.02698	0.02683	0.02625	0.01674	0.00956	0.00933	0.00923	0.0
oyster_0.01_4x	0.00969	0.00973	0.00956	0.00102	0.01067	0.01079	0.01042	0.00198	0.01273	0.01266	0.01221	0.00375	0.01431	0.01422	0.01387	0.00544	0.01641	0.01638	0.01576	0.00726	0.0	0.0	0.0	0.0	0.02691	0.02651	0.02592	0.01797	0.00911	0.00891	0.00866	0.0
oyster_0.01_8x	0.0	0.0	0.00052	0.0	0.0	0.0	0.00153	0.0	0.0	0.00214	0.00341	0.0	0.00214	0.00399	0.00533	0.0	0.00429	0.00624	0.00732	0.0	0.0	0.0	0.0	0.0	0.01554	0.0173	0.01832	0.01031	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.01947	0.01998	0.01995	0.00791	0.0203	0.02095	0.02097	0.0089	0.0222	0.02268	0.02253	0.0105	0.024	0.02429	0.02411	0.01212	0.02555	0.02617	0.02608	0.01397	0.02707	0.02762	0.02759	0.01566	0.0	0.0	0.0	0.0	0.01857	0.0191	0.01927	0.00708
oyster_0.02_2x	0.01888	0.01935	0.01923	0.00952	0.01981	0.02024	0.02006	0.01045	0.02174	0.02205	0.02182	0.01208	0.02332	0.02351	0.02332	0.0136	0.02508	0.02541	0.02518	0.01539	0.02659	0.02684	0.02657	0.01705	0.0	0.0	0.0	0.0	0.01793	0.01831	0.01838	0.00864
oyster_0.02_4x	0.01841	0.01871	0.0185	0.01062	0.01931	0.01944	0.01934	0.0115	0.02106	0.02139	0.02119	0.01315	0.02267	0.02285	0.02268	0.01465	0.02469	0.02494	0.02448	0.0165	0.02621	0.02622	0.02593	0.01804	0.0	0.0	0.0	0.0	0.01739	0.01768	0.01768	0.00975
oyster_0.02_8x	0.00662	0.00877	0.01026	0.00229	0.00752	0.00968	0.01114	0.00323	0.00957	0.01168	0.01303	0.00504	0.01136	0.01331	0.01467	0.00657	0.0134	0.01543	0.01673	0.00854	0.01505	0.01699	0.01826	0.01031	0.0	0.0	0.0	0.0	0.0055	0.00762	0.00939	0.00138
oyster_0.0_1x	0.00076	0.00077	0.0007	0.0	0.00175	0.00176	0.00159	0.0	0.00404	0.0041	0.00356	0.0	0.00578	0.00575	0.00532	0.0	0.00792	0.00794	0.00745	0.0	0.00982	0.00982	0.00935	0.0	0.01861	0.0184	0.01786	0.00555	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.00071	0.0005	0.0	0.0	0.00167	0.00142	0.00113	0.0	0.004	0.00365	0.0031	0.0	0.00568	0.00541	0.00493	0.0	0.00784	0.00753	0.00695	0.0	0.00979	0.00938	0.00898	0.0	0.01876	0.01841	0.0178	0.00754	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.00063	0.0	0.0	0.0	0.0017	0.00129	0.00098	0.0	0.0039	0.00341	0.00288	0.0	0.00567	0.00518	0.00477	0.0	0.00781	0.0074	0.00677	0.0	0.00976	0.00929	0.00872	0.0	0.01893	0.01847	0.01779	0.0093	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.00886	0.01	0.0014	0.0	0.0	0.0	0.0
