sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.006_2x	0.00606	0.00594	0.00992	0.01388	0.00682	0.00684	0.01076	0.01456	0.0089	0.00873	0.0122	0.01566	0.0	0.0	0.00425	0.00767	0.01292	0.01218	0.01522	0.01812	0.01464	0.01382	0.01673	0.01948	0.02284	0.02244	0.02388	0.02618	0.00475	0.00514	0.00907	0.01336
moss_0.006_4x	0.01119	0.00959	0.00938	0.01186	0.0122	0.01025	0.00985	0.01228	0.01402	0.01197	0.01082	0.01309	0.00721	0.00431	0.0	0.0	0.01776	0.01543	0.01306	0.01473	0.01968	0.01707	0.01449	0.01599	0.02797	0.02527	0.02078	0.02205	0.01025	0.00868	0.00879	0.0116
moss_0.006_8x	0.01505	0.01376	0.01259	0.01516	0.01619	0.01433	0.01289	0.01546	0.01773	0.01592	0.0135	0.01587	0.01075	0.00809	0.0	0.0	0.0217	0.01943	0.01526	0.01747	0.02349	0.02106	0.01649	0.01856	0.03162	0.02913	0.02233	0.02441	0.01443	0.01284	0.01212	0.01491
moss_0.008_1x	0.00846	0.00897	0.01414	0.0179	0.00944	0.00986	0.01513	0.01854	0.01144	0.01164	0.01674	0.01995	0.01346	0.01321	0.01797	0.02112	0.0	0.0	0.0076	0.01042	0.01658	0.01641	0.02138	0.02377	0.0248	0.02464	0.02866	0.03056	0.00769	0.008	0.01317	0.01735
moss_0.008_2x	0.00753	0.00779	0.01165	0.01565	0.00843	0.00857	0.01244	0.01619	0.01055	0.01053	0.01402	0.01727	0.01287	0.01216	0.01525	0.01851	0.0	0.0	0.00442	0.00742	0.01614	0.01553	0.01836	0.02101	0.02447	0.02378	0.02551	0.02753	0.00658	0.00693	0.01077	0.01512
moss_0.008_4x	0.01298	0.01126	0.01063	0.01297	0.01384	0.01191	0.01106	0.01325	0.01567	0.01357	0.01209	0.01408	0.01792	0.01536	0.01305	0.01472	0.00754	0.00448	0.0	0.0	0.02124	0.01855	0.01556	0.01687	0.02944	0.02666	0.02166	0.02287	0.01207	0.01036	0.01008	0.01258
moss_0.008_8x	0.01632	0.0149	0.01363	0.01608	0.01734	0.01552	0.01378	0.01622	0.01881	0.01713	0.01452	0.01674	0.02117	0.01899	0.01524	0.01746	0.01076	0.00783	0.0	0.0	0.02478	0.02235	0.01729	0.0193	0.03258	0.03011	0.02311	0.02488	0.01576	0.01409	0.01326	0.01575
moss_0.01_1x	0.01034	0.01076	0.01599	0.01969	0.0111	0.01148	0.01691	0.02039	0.01292	0.01327	0.01845	0.0218	0.01532	0.01497	0.01991	0.02285	0.01656	0.01652	0.02151	0.02415	0.0	0.0	0.00777	0.01034	0.02583	0.02625	0.03023	0.03195	0.00932	0.0097	0.01512	0.01905
moss_0.01_2x	0.00936	0.00972	0.01341	0.01729	0.01002	0.01046	0.0142	0.0177	0.01213	0.01235	0.01559	0.01887	0.01467	0.01379	0.01687	0.02005	0.01601	0.01551	0.01835	0.02131	0.0	0.0	0.00421	0.00704	0.02565	0.02524	0.02687	0.02881	0.00836	0.00879	0.01265	0.01668
moss_0.01_4x	0.01457	0.01292	0.01203	0.01419	0.01555	0.01355	0.01242	0.01442	0.01728	0.01519	0.0134	0.01522	0.0196	0.01687	0.01447	0.01589	0.02108	0.01853	0.01554	0.01668	0.0077	0.00427	0.0	0.0	0.03074	0.02816	0.02276	0.02369	0.01377	0.01204	0.01157	0.01387
moss_0.01_8x	0.01782	0.01645	0.01484	0.01721	0.01891	0.0171	0.0151	0.0174	0.02037	0.01865	0.01568	0.01807	0.02277	0.02038	0.01653	0.01853	0.02435	0.02199	0.01746	0.01929	0.01069	0.00743	0.0	0.0	0.03406	0.03156	0.02421	0.02569	0.01729	0.01564	0.01447	0.01689
moss_0.02_1x	0.0192	0.01982	0.02486	0.02785	0.0197	0.02062	0.02544	0.02849	0.02148	0.02215	0.02705	0.02951	0.02336	0.02335	0.02832	0.03084	0.02478	0.02504	0.02984	0.03183	0.02582	0.02628	0.03118	0.03331	0.0	0.0	0.00734	0.00938	0.01829	0.019	0.02383	0.02728
moss_0.02_2x	0.01789	0.01866	0.02187	0.025	0.01877	0.01927	0.02249	0.0256	0.02036	0.02084	0.02374	0.02673	0.02234	0.02238	0.02498	0.02778	0.02401	0.02374	0.02638	0.02876	0.0256	0.02522	0.02789	0.03018	0.0	0.0	0.00326	0.0056	0.01673	0.01762	0.02103	0.02471
moss_0.02_4x	0.02219	0.02057	0.01885	0.01988	0.02288	0.02087	0.01914	0.02013	0.02462	0.02248	0.01984	0.02089	0.02654	0.02401	0.02071	0.02151	0.02818	0.02568	0.02161	0.02229	0.02974	0.02707	0.02272	0.02337	0.00726	0.00331	0.0	0.0	0.0215	0.01966	0.01842	0.01976
moss_0.02_8x	0.02513	0.02371	0.0213	0.02299	0.026	0.02404	0.02124	0.02309	0.02741	0.02558	0.02194	0.02375	0.02948	0.02727	0.02273	0.02433	0.03117	0.0287	0.02359	0.02482	0.0326	0.03006	0.02446	0.02565	0.00968	0.00591	0.0	0.0	0.02445	0.02287	0.02099	0.02296
moss_0.0_1x	0.00054	0.0	0.00619	0.01075	0.00137	0.00132	0.00719	0.01144	0.00346	0.00309	0.00893	0.01294	0.00594	0.00492	0.01047	0.01417	0.00779	0.00682	0.01235	0.0155	0.00945	0.00867	0.01411	0.01703	0.01853	0.01738	0.0221	0.02422	0.0	0.0	0.00516	0.01005
moss_0.0_2x	0.00041	0.0	0.00468	0.00917	0.00145	0.00111	0.00558	0.00976	0.00348	0.00319	0.00716	0.01106	0.00592	0.00517	0.00863	0.01229	0.00788	0.00699	0.01032	0.01351	0.00956	0.00886	0.01201	0.01502	0.0187	0.01778	0.01966	0.02207	0.0	0.0	0.00374	0.00849
moss_0.0_4x	0.00607	0.00474	0.00597	0.00941	0.00713	0.00559	0.00654	0.0099	0.00907	0.00741	0.00773	0.01083	0.01139	0.00926	0.00886	0.0118	0.01316	0.011	0.01018	0.01292	0.0151	0.01292	0.01169	0.01412	0.02375	0.02147	0.01863	0.02053	0.00511	0.0038	0.0	0.00909
moss_0.0_8x	0.01125	0.00997	0.0098	0.01342	0.01223	0.01063	0.01016	0.0137	0.01395	0.01232	0.01099	0.01441	0.01631	0.01416	0.01211	0.015	0.01801	0.01603	0.01314	0.01585	0.01978	0.01769	0.0145	0.01701	0.02821	0.02613	0.02066	0.02316	0.01035	0.00896	0.0094	0.0
