sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.006_2x	0.00509	0.0051	0.00958	0.01337	0.00604	0.00599	0.01029	0.01397	0.00763	0.00734	0.01168	0.015	0.0	0.0	0.00386	0.0069	0.01073	0.01046	0.01422	0.01727	0.01248	0.0121	0.01559	0.01837	0.02048	0.02018	0.02257	0.02481	0.00439	0.00432	0.00879	0.01277
club-moss_0.006_4x	0.01137	0.00939	0.00985	0.01222	0.01221	0.01027	0.01026	0.0126	0.01351	0.01148	0.01133	0.01325	0.00663	0.00388	0.0	0.0	0.01665	0.01446	0.01336	0.015	0.018	0.01602	0.01449	0.01602	0.02587	0.02401	0.02075	0.0221	0.01053	0.00871	0.00931	0.0119
club-moss_0.006_8x	0.01493	0.01318	0.01275	0.01537	0.0159	0.01406	0.01303	0.01585	0.01709	0.01548	0.01376	0.0164	0.00995	0.00727	0.0	0.0	0.02036	0.01833	0.01561	0.01768	0.02176	0.01989	0.01679	0.01844	0.02987	0.028	0.02275	0.02434	0.01436	0.01254	0.0125	0.01538
club-moss_0.008_1x	0.00745	0.00755	0.01349	0.01715	0.00835	0.00827	0.01423	0.01772	0.00987	0.00972	0.01589	0.01888	0.0112	0.0111	0.01714	0.02008	0.0	0.0	0.00678	0.00949	0.01451	0.01433	0.01983	0.0223	0.02204	0.02207	0.02632	0.02844	0.00658	0.00674	0.01261	0.0165
club-moss_0.008_2x	0.00682	0.0067	0.01105	0.01477	0.00759	0.00749	0.01172	0.01528	0.0092	0.00893	0.01315	0.01639	0.01075	0.01048	0.01444	0.01757	0.0	0.0	0.00363	0.00647	0.01377	0.01344	0.01692	0.0195	0.02165	0.02146	0.02344	0.02558	0.00592	0.00591	0.01026	0.01417
club-moss_0.008_4x	0.0126	0.01068	0.01101	0.01309	0.01343	0.01152	0.0114	0.01357	0.01472	0.01284	0.01235	0.01424	0.01642	0.0143	0.01339	0.01503	0.00661	0.00366	0.0	0.0	0.01916	0.01728	0.01553	0.01682	0.02722	0.02516	0.02139	0.02276	0.01189	0.01001	0.0105	0.01283
club-moss_0.008_8x	0.01607	0.01435	0.01369	0.01619	0.0171	0.01517	0.01388	0.01649	0.01831	0.01643	0.01471	0.01707	0.02002	0.01801	0.01557	0.01763	0.00964	0.00677	0.0	0.0	0.0227	0.02092	0.01761	0.01906	0.03068	0.02892	0.02328	0.02478	0.01546	0.01374	0.0134	0.01605
club-moss_0.01_1x	0.00914	0.00923	0.01473	0.01848	0.01007	0.00996	0.01559	0.01904	0.01137	0.0114	0.0171	0.0201	0.01303	0.01293	0.01856	0.0215	0.01454	0.01424	0.01972	0.0225	0.0	0.0	0.00655	0.00907	0.02389	0.02354	0.02747	0.02958	0.00848	0.00867	0.01393	0.0178
club-moss_0.01_2x	0.00851	0.0084	0.01267	0.01642	0.00924	0.00924	0.01333	0.01695	0.01057	0.01071	0.01477	0.01806	0.01224	0.01215	0.01604	0.01912	0.01391	0.01347	0.01726	0.02017	0.0	0.0	0.00357	0.00621	0.02344	0.02328	0.02515	0.02723	0.00762	0.00771	0.01199	0.01588
club-moss_0.01_4x	0.01402	0.01215	0.01225	0.01439	0.01487	0.01295	0.01271	0.01476	0.01607	0.01413	0.01355	0.01533	0.01769	0.01571	0.01455	0.01621	0.01935	0.017	0.01556	0.01705	0.00639	0.00359	0.0	0.0	0.02871	0.02656	0.02257	0.02371	0.01337	0.01154	0.01179	0.01412
club-moss_0.01_8x	0.01732	0.01546	0.01469	0.01698	0.01819	0.01626	0.01493	0.01736	0.01928	0.01753	0.01558	0.01785	0.021	0.01913	0.01661	0.01839	0.02253	0.02025	0.01739	0.01904	0.00919	0.00648	0.0	0.0	0.032	0.03005	0.02409	0.02537	0.01658	0.01479	0.01448	0.01697
club-moss_0.02_1x	0.01783	0.0181	0.0234	0.02691	0.01834	0.01893	0.02417	0.02762	0.01958	0.02014	0.02551	0.02866	0.02077	0.02137	0.02684	0.02977	0.02227	0.02253	0.02817	0.03065	0.0241	0.02434	0.02965	0.03199	0.0	0.0	0.00669	0.00871	0.01711	0.01742	0.02251	0.02637
club-moss_0.02_2x	0.01704	0.01713	0.02098	0.02468	0.01773	0.01794	0.02174	0.0253	0.01909	0.0191	0.02291	0.02617	0.02042	0.02043	0.02423	0.02719	0.02164	0.02168	0.02533	0.02816	0.02305	0.02347	0.0267	0.02929	0.0	0.0	0.00283	0.00512	0.01608	0.0165	0.0204	0.0241
club-moss_0.02_4x	0.02119	0.01941	0.019	0.02055	0.02206	0.02017	0.01932	0.02096	0.0232	0.02147	0.01998	0.02159	0.02467	0.0229	0.02099	0.02217	0.02591	0.02373	0.02159	0.02276	0.02701	0.02542	0.02274	0.02356	0.00652	0.00285	0.0	0.0	0.02073	0.01876	0.01867	0.02043
club-moss_0.02_8x	0.024	0.02243	0.02136	0.0233	0.02503	0.02323	0.02159	0.0236	0.02611	0.02451	0.02201	0.0239	0.02773	0.02595	0.023	0.02439	0.0289	0.02668	0.02363	0.02489	0.03	0.02834	0.02457	0.02549	0.00881	0.00533	0.0	0.0	0.0236	0.02185	0.02114	0.02331
club-moss_0.0_1x	0.00087	0.0	0.00652	0.01078	0.00147	0.00121	0.00735	0.01142	0.00315	0.00256	0.00912	0.01263	0.00487	0.0045	0.01075	0.01401	0.00652	0.00606	0.01211	0.01514	0.00838	0.00778	0.0136	0.01626	0.01678	0.01628	0.0209	0.02303	0.0	0.0	0.0055	0.01015
club-moss_0.0_2x	0.00062	0.0	0.0048	0.00886	0.00153	0.00099	0.00563	0.00952	0.00301	0.00258	0.0072	0.0107	0.00485	0.00429	0.0086	0.01185	0.00645	0.00584	0.00987	0.01305	0.00829	0.00761	0.01136	0.01406	0.01654	0.01617	0.01834	0.0207	0.0	0.0	0.00391	0.00828
club-moss_0.0_4x	0.00648	0.00488	0.00647	0.00988	0.00741	0.00574	0.00697	0.01035	0.00883	0.00718	0.00824	0.01116	0.01059	0.00894	0.00941	0.01214	0.0124	0.01041	0.0106	0.01306	0.01367	0.01212	0.01187	0.01412	0.02191	0.02043	0.01865	0.02053	0.00547	0.00402	0.0	0.00895
club-moss_0.0_8x	0.01126	0.00961	0.01022	0.01393	0.01213	0.01052	0.0105	0.0142	0.01356	0.01186	0.01136	0.01486	0.01525	0.01355	0.01254	0.01553	0.01697	0.01499	0.01348	0.01624	0.01826	0.01675	0.0148	0.01718	0.02677	0.02511	0.02118	0.02347	0.01057	0.00891	0.00933	0.0
