sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.004_4x	0.00891	0.00664	0.00697	0.00954	0.00986	0.00742	0.00747	0.01	0.00545	0.00257	0.0	0.0	0.0128	0.01037	0.00969	0.01161	0.01453	0.01182	0.01068	0.01255	0.01569	0.01342	0.01186	0.01338	0.02375	0.02143	0.01817	0.01952	0.00799	0.00592	0.00655	0.00919
club-moss_0.004_8x	0.01284	0.01058	0.01028	0.01378	0.0139	0.01142	0.01041	0.01402	0.00914	0.00637	0.0	0.0	0.01686	0.01451	0.01232	0.01527	0.01846	0.01594	0.01335	0.01598	0.01968	0.01768	0.01447	0.01669	0.02829	0.02602	0.02088	0.02276	0.01212	0.01001	0.01002	0.01364
club-moss_0.006_1x	0.0054	0.00496	0.01047	0.01412	0.00602	0.00563	0.0114	0.01478	0.00758	0.00718	0.01291	0.01604	0.0	0.0	0.00568	0.00853	0.01072	0.01022	0.01565	0.01849	0.01252	0.01172	0.01692	0.01947	0.02006	0.01993	0.02384	0.02596	0.00447	0.00424	0.00964	0.01354
club-moss_0.006_2x	0.00438	0.00399	0.00821	0.01195	0.00533	0.00489	0.0089	0.01254	0.00692	0.00623	0.01027	0.01357	0.0	0.0	0.00248	0.00549	0.01003	0.00935	0.01281	0.01582	0.01178	0.011	0.01419	0.01691	0.01983	0.01912	0.02121	0.02338	0.00367	0.00322	0.00743	0.01134
club-moss_0.006_4x	0.01048	0.00805	0.00824	0.01068	0.01133	0.00893	0.0086	0.01107	0.01263	0.01016	0.00971	0.01171	0.00567	0.00252	0.0	0.0	0.01581	0.01316	0.01176	0.01344	0.01717	0.01474	0.0129	0.01443	0.02513	0.02282	0.01923	0.02056	0.00963	0.00736	0.00774	0.01036
club-moss_0.006_8x	0.01407	0.01184	0.01114	0.01422	0.01506	0.01275	0.01129	0.01469	0.01628	0.0142	0.01221	0.01523	0.009	0.00589	0.0	0.0	0.01961	0.01711	0.01411	0.01647	0.02104	0.01871	0.01532	0.01717	0.02931	0.02698	0.02141	0.02316	0.01349	0.01119	0.011	0.01424
club-moss_0.008_1x	0.007	0.00671	0.01236	0.0159	0.0079	0.00743	0.0131	0.01647	0.00942	0.00888	0.0147	0.01762	0.01074	0.01025	0.01595	0.01882	0.0	0.0	0.00567	0.00828	0.01406	0.01346	0.01864	0.02103	0.02159	0.02122	0.02515	0.02718	0.00614	0.00591	0.01149	0.01526
club-moss_0.008_2x	0.00611	0.00559	0.00968	0.01336	0.00688	0.00638	0.01032	0.01386	0.0085	0.00783	0.01174	0.01497	0.01006	0.00938	0.01304	0.01614	0.0	0.0	0.00227	0.00506	0.01309	0.01235	0.01552	0.01805	0.02101	0.02042	0.02209	0.02416	0.00521	0.0048	0.00891	0.01275
club-moss_0.008_4x	0.01173	0.00935	0.00941	0.01157	0.01257	0.0102	0.00974	0.01206	0.01387	0.01153	0.01074	0.01272	0.01559	0.01301	0.01179	0.0135	0.00566	0.00231	0.0	0.0	0.01836	0.01601	0.01396	0.01526	0.02651	0.02399	0.01989	0.02124	0.01101	0.00868	0.00894	0.01132
club-moss_0.008_8x	0.01524	0.01303	0.01209	0.01503	0.01629	0.01387	0.01216	0.01533	0.01752	0.01516	0.01316	0.01589	0.01926	0.01677	0.01405	0.01643	0.00869	0.0054	0.0	0.0	0.022	0.01975	0.01614	0.01778	0.03013	0.02792	0.02195	0.0236	0.01462	0.01242	0.01191	0.0149
club-moss_0.01_1x	0.0087	0.00838	0.0136	0.01723	0.00963	0.00911	0.01445	0.0178	0.01092	0.01055	0.01591	0.01885	0.01258	0.01207	0.01737	0.02024	0.01409	0.01338	0.01853	0.02124	0.0	0.0	0.00544	0.00786	0.02347	0.0227	0.02631	0.02833	0.00804	0.00783	0.0128	0.01656
club-moss_0.01_2x	0.00781	0.00729	0.0113	0.01502	0.00855	0.00814	0.01194	0.01555	0.00989	0.00961	0.01336	0.01666	0.01156	0.01105	0.01464	0.01771	0.01324	0.01238	0.01587	0.01876	0.0	0.0	0.00222	0.00479	0.02284	0.02225	0.02382	0.02584	0.00692	0.0066	0.01063	0.01448
club-moss_0.01_4x	0.01317	0.01084	0.01066	0.0129	0.01403	0.01164	0.01106	0.01327	0.01524	0.01284	0.01195	0.01383	0.01688	0.01443	0.01296	0.0147	0.01855	0.01574	0.01399	0.01554	0.00544	0.00226	0.0	0.0	0.02803	0.02542	0.02109	0.02222	0.01252	0.01022	0.01024	0.01263
club-moss_0.01_8x	0.01648	0.01412	0.01306	0.01572	0.01736	0.01494	0.01317	0.0161	0.01847	0.01623	0.01399	0.01658	0.02022	0.01787	0.01505	0.0171	0.02178	0.01902	0.01586	0.01775	0.0082	0.00509	0.0	0.0	0.03142	0.02901	0.02269	0.02409	0.01572	0.01345	0.01294	0.01572
club-moss_0.02_1x	0.01742	0.01724	0.02227	0.02572	0.01793	0.01807	0.02302	0.02643	0.01918	0.01929	0.02433	0.02747	0.02036	0.02051	0.02568	0.02857	0.02187	0.02168	0.02701	0.02946	0.02371	0.0235	0.0285	0.03079	0.0	0.0	0.0056	0.00752	0.0167	0.01656	0.02137	0.02517
club-moss_0.02_2x	0.01643	0.01606	0.01965	0.02336	0.01712	0.01688	0.02038	0.02399	0.01849	0.01804	0.02155	0.02486	0.01983	0.01938	0.02288	0.02587	0.02106	0.02065	0.024	0.02685	0.02248	0.02245	0.02538	0.02796	0.0	0.0	0.00154	0.00376	0.01547	0.01544	0.01908	0.02279
club-moss_0.02_4x	0.02046	0.01817	0.01747	0.01915	0.02134	0.01894	0.01772	0.01956	0.02248	0.02026	0.01845	0.02018	0.02397	0.02171	0.01947	0.02076	0.02523	0.02256	0.02009	0.02134	0.02634	0.02427	0.02126	0.02211	0.00559	0.00157	0.0	0.0	0.01999	0.01751	0.01718	0.01903
club-moss_0.02_8x	0.02328	0.02119	0.01979	0.02213	0.02432	0.02201	0.0199	0.02243	0.02542	0.02332	0.02049	0.02272	0.02707	0.02478	0.02151	0.02318	0.02827	0.02554	0.02217	0.02367	0.02938	0.02723	0.02313	0.02421	0.00782	0.00398	0.0	0.0	0.02287	0.0206	0.01966	0.02215
club-moss_0.0_1x	0.00045	0.0	0.00546	0.00954	0.00105	0.00044	0.00628	0.01018	0.00272	0.00178	0.00798	0.01138	0.00443	0.0037	0.0096	0.01275	0.00607	0.00524	0.01095	0.01387	0.00792	0.00696	0.01243	0.01497	0.01631	0.01542	0.01972	0.02172	0.0	0.0	0.00445	0.00892
club-moss_0.0_2x	0.0	0.0	0.00345	0.0074	0.0008	0.0	0.00425	0.00805	0.00227	0.00148	0.00579	0.00922	0.00412	0.00318	0.00718	0.01037	0.00572	0.00474	0.00845	0.01156	0.00756	0.0065	0.00994	0.01256	0.01584	0.01507	0.01693	0.0192	0.0	0.0	0.00257	0.00682
club-moss_0.0_4x	0.00556	0.00354	0.00486	0.00834	0.0065	0.0044	0.00529	0.00881	0.00793	0.00585	0.00663	0.00961	0.00971	0.00762	0.00782	0.01059	0.01153	0.0091	0.00901	0.01151	0.01281	0.01083	0.01029	0.01254	0.02113	0.01921	0.01712	0.01897	0.00454	0.00267	0.0	0.00742
club-moss_0.0_8x	0.01033	0.00822	0.00857	0.01283	0.01122	0.00916	0.00869	0.01308	0.01267	0.01053	0.00979	0.01373	0.0144	0.01226	0.011	0.01437	0.01616	0.01372	0.01197	0.01508	0.01747	0.01552	0.01332	0.01594	0.02615	0.02406	0.01983	0.02233	0.00963	0.0075	0.0078	0.0
