sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.004_4x	0.00349	0.0032	0.00282	0.0	0.00491	0.00444	0.00378	0.0	0.0	0.0	0.0	0.0	0.009	0.00828	0.00747	0.0	0.01066	0.01003	0.0094	0.00038	0.01253	0.01179	0.01104	0.00222	0.02153	0.02099	0.02009	0.01165	0.00285	0.00233	0.00185	0.0
oyster_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.00146	0.00259	0.0	0.00998	0.01149	0.0125	0.00394	0.0	0.0	0.0	0.0
oyster_0.006_1x	0.00643	0.00661	0.00644	0.0	0.00776	0.00806	0.00743	0.0	0.00955	0.00973	0.00917	0.0	0.0	0.0	0.0	0.0	0.01317	0.01312	0.01256	0.0	0.01499	0.01488	0.0144	0.00161	0.02379	0.02404	0.02336	0.01115	0.00575	0.00568	0.00549	0.0
oyster_0.006_2x	0.00593	0.00585	0.00546	0.0	0.00713	0.00704	0.00637	0.0	0.00903	0.00888	0.00826	0.0	0.0	0.0	0.0	0.0	0.01299	0.01244	0.01187	0.0012	0.01461	0.0143	0.01353	0.00306	0.02348	0.02324	0.02243	0.01231	0.00534	0.00497	0.00454	0.0
oyster_0.006_4x	0.00518	0.00509	0.00468	0.0	0.00647	0.00621	0.00559	0.0	0.00838	0.0082	0.00747	0.0	0.0	0.0	0.0	0.0	0.01241	0.01179	0.0112	0.00229	0.01411	0.0136	0.01287	0.00417	0.02303	0.02258	0.02175	0.01337	0.00466	0.00416	0.00375	0.0
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.00254	0.0	0.00168	0.0033	0.00439	0.0	0.01137	0.01299	0.01402	0.00552	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00873	0.00864	0.00827	0.0	0.00975	0.00994	0.0093	0.0	0.01121	0.01138	0.01085	0.0	0.01317	0.01327	0.01265	0.0	0.0	0.0	0.0	0.0	0.01687	0.01673	0.01614	0.00367	0.02522	0.02536	0.02462	0.01262	0.00796	0.0078	0.00741	0.0
oyster_0.008_2x	0.00793	0.00774	0.0073	0.0	0.00901	0.00893	0.0082	0.0	0.01064	0.01065	0.01001	0.0	0.01284	0.01244	0.01176	0.00124	0.0	0.0	0.0	0.0	0.01643	0.01599	0.01525	0.00501	0.02503	0.02457	0.02387	0.01391	0.00722	0.00682	0.00637	0.0
oyster_0.008_4x	0.00723	0.00712	0.00665	0.0	0.00832	0.00819	0.00755	0.0	0.01022	0.01012	0.0094	0.00066	0.01232	0.01189	0.01119	0.00248	0.0	0.0	0.0	0.0	0.01599	0.0153	0.01466	0.00616	0.02468	0.02426	0.02354	0.01518	0.00663	0.00619	0.00572	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.00123	0.00234	0.0	0.0	0.0	0.0	0.0	0.00367	0.00512	0.00626	0.0	0.01315	0.01475	0.01577	0.00733	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.00999	0.0102	0.01008	0.0	0.01118	0.0115	0.01096	0.0	0.01307	0.01327	0.01277	0.0	0.01499	0.01493	0.01439	0.00167	0.01688	0.01679	0.0163	0.00365	0.0	0.0	0.0	0.0	0.02641	0.02673	0.02608	0.01425	0.00958	0.00943	0.00919	0.0
oyster_0.01_2x	0.00948	0.00943	0.00921	0.0	0.01072	0.01065	0.01001	0.0	0.01241	0.01251	0.01177	0.00142	0.01456	0.0143	0.01358	0.00322	0.01637	0.01599	0.01528	0.00499	0.0	0.0	0.0	0.0	0.0263	0.02612	0.02533	0.01566	0.009	0.00865	0.0083	0.0
oyster_0.01_4x	0.00874	0.00872	0.00844	0.0	0.0101	0.01002	0.00936	0.00072	0.01179	0.01178	0.01104	0.00253	0.01412	0.01355	0.01287	0.0043	0.01583	0.01527	0.01466	0.00613	0.0	0.0	0.0	0.0	0.02604	0.02581	0.02493	0.01687	0.00832	0.00796	0.00755	0.0
oyster_0.01_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.00114	0.00227	0.0	0.00162	0.00313	0.00425	0.0	0.00369	0.00514	0.00628	0.0	0.0	0.0	0.0	0.0	0.01466	0.01644	0.01739	0.00915	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.01929	0.01985	0.0195	0.00717	0.02025	0.02083	0.02036	0.00812	0.02195	0.02248	0.02198	0.00992	0.02382	0.02402	0.02352	0.01135	0.02526	0.0256	0.0252	0.01314	0.02644	0.0269	0.02659	0.01465	0.0	0.0	0.0	0.0	0.01835	0.01866	0.0186	0.00618
oyster_0.02_2x	0.01857	0.01885	0.01854	0.00863	0.01964	0.01984	0.01952	0.00951	0.02137	0.02155	0.02097	0.0112	0.02355	0.02325	0.02257	0.0127	0.02484	0.02459	0.02426	0.01444	0.02618	0.02614	0.0258	0.0161	0.0	0.0	0.0	0.0	0.01772	0.01791	0.01772	0.00766
oyster_0.02_4x	0.01772	0.01806	0.01765	0.00968	0.01887	0.01911	0.01859	0.01055	0.02078	0.02077	0.0201	0.01222	0.02291	0.02247	0.02176	0.01375	0.02416	0.02391	0.02356	0.01547	0.02558	0.02537	0.02495	0.01707	0.0	0.0	0.0	0.0	0.01699	0.01702	0.01682	0.00879
oyster_0.02_8x	0.00569	0.00779	0.00918	0.00118	0.00696	0.00886	0.01013	0.0021	0.00895	0.01071	0.01188	0.00393	0.01118	0.01259	0.01363	0.00552	0.01265	0.01421	0.01547	0.00733	0.01427	0.016	0.0172	0.00915	0.0	0.0	0.0	0.0	0.00491	0.00678	0.00831	0.0
oyster_0.0_1x	0.00089	0.00049	0.0	0.0	0.00206	0.00183	0.00112	0.0	0.0038	0.00356	0.00291	0.0	0.00577	0.00547	0.00475	0.0	0.00799	0.0074	0.00677	0.0	0.00961	0.00922	0.0085	0.0	0.01838	0.01814	0.01736	0.0049	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.0	0.0	0.0	0.0	0.00159	0.00124	0.00047	0.0	0.00347	0.003	0.00233	0.0	0.0056	0.00499	0.00417	0.0	0.00768	0.00685	0.0062	0.0	0.00928	0.0087	0.00799	0.0	0.01833	0.01798	0.01707	0.00666	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.0	0.0	0.0	0.0	0.00122	0.0007	0.0	0.0	0.003	0.00255	0.00185	0.0	0.00542	0.00457	0.00377	0.0	0.00732	0.00642	0.00575	0.0	0.00907	0.00836	0.00759	0.0	0.01831	0.01782	0.01689	0.00819	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0079	0.00903	0.0	0.0	0.0	0.0	0.0
