sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.004_4x	0.00434	0.00416	0.00387	0.0	0.00571	0.00515	0.00482	0.0	0.0	0.0	0.0	0.0	0.00929	0.0091	0.00855	0.0	0.01118	0.01095	0.01035	0.00212	0.01315	0.01296	0.01237	0.00404	0.02284	0.02212	0.02144	0.01338	0.00365	0.00323	0.00298	0.0
nematode_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.00223	0.0	0.00155	0.00326	0.00434	0.0	0.0117	0.0131	0.01391	0.00588	0.0	0.0	0.0	0.0
nematode_0.006_1x	0.00658	0.00662	0.00647	0.0	0.00811	0.00776	0.00748	0.0	0.00956	0.00967	0.00931	0.0	0.0	0.0	0.0	0.0	0.01324	0.01325	0.01271	0.00113	0.01504	0.01534	0.01456	0.00315	0.02471	0.02415	0.02349	0.01235	0.00591	0.00574	0.00556	0.0
nematode_0.006_2x	0.00663	0.00653	0.0062	0.0	0.00787	0.00748	0.00713	0.0	0.00931	0.00956	0.00906	0.0	0.0	0.0	0.0	0.0	0.01349	0.01313	0.01241	0.00285	0.01527	0.01505	0.01447	0.00483	0.02472	0.02409	0.02334	0.01408	0.00587	0.00549	0.00529	0.0
nematode_0.006_4x	0.00609	0.00588	0.00563	0.0	0.00747	0.00692	0.00661	0.0	0.00897	0.009	0.00855	0.0	0.0	0.0	0.0	0.0	0.01283	0.01268	0.01204	0.00386	0.01497	0.01468	0.01407	0.00593	0.02446	0.02379	0.02313	0.01521	0.00534	0.00496	0.00475	0.0
nematode_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.00306	0.00402	0.0	0.0036	0.0052	0.00617	0.0	0.01358	0.0149	0.01569	0.00777	0.0	0.0	0.0	0.0
nematode_0.008_1x	0.00861	0.00864	0.00855	0.0	0.01	0.00969	0.00933	0.0	0.01147	0.0116	0.01121	0.0	0.01323	0.0136	0.01287	0.00147	0.0	0.0	0.0	0.0	0.01721	0.01699	0.01662	0.00524	0.02585	0.02582	0.02525	0.01412	0.0078	0.00794	0.00751	0.0
nematode_0.008_2x	0.00848	0.00832	0.00814	0.0	0.00959	0.0092	0.009	0.0	0.01117	0.0114	0.01091	0.00126	0.01314	0.01313	0.01262	0.00299	0.0	0.0	0.0	0.0	0.01688	0.01682	0.01638	0.00666	0.02618	0.02574	0.02508	0.01581	0.00763	0.00747	0.00724	0.0
nematode_0.008_4x	0.00781	0.00762	0.00751	0.0	0.00909	0.00868	0.0084	0.0	0.01077	0.01078	0.01035	0.00218	0.01267	0.01246	0.01204	0.00395	0.0	0.0	0.0	0.0	0.01644	0.01618	0.01572	0.00761	0.02584	0.02533	0.02463	0.0168	0.00708	0.00684	0.00654	0.0
nematode_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.00215	0.0	0.00115	0.00292	0.00393	0.0	0.0	0.0	0.0	0.0	0.00514	0.00683	0.00793	0.0	0.01499	0.01654	0.01729	0.0095	0.0	0.0	0.0	0.0
nematode_0.01_1x	0.01056	0.01071	0.01052	0.0	0.01154	0.01147	0.01125	0.0	0.01322	0.01353	0.01319	0.00151	0.01503	0.01539	0.01502	0.00353	0.01721	0.01701	0.0165	0.00505	0.0	0.0	0.0	0.0	0.02803	0.02775	0.02715	0.01614	0.00981	0.00973	0.00953	0.0
nematode_0.01_2x	0.01045	0.01031	0.01021	0.00056	0.01156	0.0111	0.01105	0.00138	0.01303	0.0134	0.0129	0.00318	0.01521	0.01505	0.01462	0.00508	0.01686	0.01682	0.01612	0.00668	0.0	0.0	0.0	0.0	0.02787	0.0274	0.0269	0.01772	0.0095	0.0094	0.00918	0.0
nematode_0.01_4x	0.00977	0.00975	0.00954	0.00155	0.01117	0.01069	0.01042	0.0024	0.01269	0.01295	0.01237	0.00426	0.0145	0.01453	0.01407	0.00607	0.01656	0.01645	0.01572	0.00779	0.0	0.0	0.0	0.0	0.02771	0.02703	0.02639	0.01869	0.00909	0.00892	0.00861	0.00061
nematode_0.01_8x	0.0	0.0	0.0012	0.0	0.0	0.00071	0.00216	0.0	0.00107	0.00307	0.0041	0.0	0.0032	0.00493	0.00602	0.0	0.00532	0.0068	0.00772	0.0	0.0	0.0	0.0	0.0	0.01686	0.01822	0.01899	0.0113	0.0	0.0	0.0	0.0
nematode_0.02_1x	0.02005	0.02037	0.02014	0.009	0.02125	0.02117	0.02107	0.00985	0.02252	0.02309	0.02293	0.01151	0.0247	0.02492	0.02457	0.01338	0.02585	0.02639	0.02595	0.01478	0.02803	0.0281	0.02784	0.01667	0.0	0.0	0.0	0.0	0.01925	0.01941	0.01926	0.00809
nematode_0.02_2x	0.01947	0.01956	0.01927	0.0102	0.0206	0.02034	0.0201	0.01107	0.02221	0.02237	0.02204	0.01281	0.02394	0.02409	0.02371	0.01459	0.0256	0.02574	0.02524	0.01621	0.02753	0.0274	0.02694	0.0179	0.0	0.0	0.0	0.0	0.01874	0.01863	0.01847	0.00933
nematode_0.02_4x	0.01875	0.01884	0.01862	0.01106	0.02007	0.0197	0.01954	0.0119	0.02173	0.02172	0.02145	0.01367	0.02339	0.02343	0.02314	0.01544	0.02515	0.02517	0.02464	0.01702	0.02704	0.027	0.0264	0.01874	0.0	0.0	0.0	0.0	0.01798	0.01804	0.0178	0.01025
nematode_0.02_8x	0.00754	0.00937	0.01068	0.00311	0.00893	0.01027	0.01159	0.004	0.01064	0.01249	0.01357	0.00586	0.0125	0.01434	0.01542	0.00775	0.01429	0.0161	0.01703	0.00948	0.01633	0.01804	0.01895	0.01129	0.0	0.0	0.0	0.0	0.00675	0.00851	0.00979	0.00224
nematode_0.0_1x	0.001	0.00081	0.00076	0.0	0.00217	0.00179	0.00166	0.0	0.00387	0.00391	0.00366	0.0	0.00592	0.00592	0.00535	0.0	0.00781	0.00769	0.0071	0.0	0.00982	0.00958	0.00912	0.0	0.01928	0.01891	0.01806	0.00666	0.0	0.0	0.0	0.0
nematode_0.0_2x	0.0008	0.00047	0.0	0.0	0.00209	0.00148	0.00117	0.0	0.00363	0.00366	0.00322	0.0	0.00571	0.00551	0.00495	0.0	0.00791	0.0075	0.00682	0.0	0.00969	0.00943	0.0089	0.0	0.01931	0.01869	0.01801	0.00837	0.0	0.0	0.0	0.0
nematode_0.0_4x	0.00056	0.0	0.0	0.0	0.00187	0.00127	0.00093	0.0	0.00353	0.00345	0.003	0.0	0.00559	0.00535	0.00478	0.0	0.00755	0.00732	0.00658	0.0	0.00956	0.00928	0.00866	0.0	0.01929	0.01864	0.01789	0.0097	0.0	0.0	0.0	0.0
nematode_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.00827	0.00958	0.01046	0.00226	0.0	0.0	0.0	0.0
