sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.006_2x	0.00644	0.0066	0.00667	0.0	0.00753	0.00752	0.00751	0.0	0.00928	0.00953	0.00959	0.00067	0.0	0.0	0.0	0.0	0.0133	0.01343	0.01352	0.00475	0.0152	0.01534	0.01534	0.00654	0.02503	0.02533	0.02518	0.01656	0.00573	0.0055	0.00564	0.0
leech_0.006_4x	0.00642	0.00659	0.00674	0.0	0.00756	0.00765	0.00759	0.0	0.00948	0.00963	0.00965	0.00207	0.0	0.0	0.0	0.0	0.01332	0.01348	0.0135	0.00606	0.01527	0.01544	0.01547	0.00801	0.02521	0.02537	0.02522	0.01796	0.00559	0.0056	0.00571	0.0
leech_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.00198	0.0	0.0	0.0	0.0	0.0	0.00284	0.00467	0.00599	0.0	0.00472	0.00666	0.00791	0.00036	0.01484	0.01682	0.01787	0.01056	0.0	0.0	0.0	0.0
leech_0.008_1x	0.00857	0.00854	0.00863	0.0	0.00953	0.00947	0.00963	0.0	0.01158	0.01154	0.01151	0.00088	0.01325	0.01342	0.01347	0.00286	0.0	0.0	0.0	0.0	0.01727	0.01733	0.01722	0.0069	0.02716	0.02706	0.02715	0.01687	0.00757	0.0075	0.00755	0.0
leech_0.008_2x	0.00851	0.00848	0.00867	0.0	0.0095	0.00957	0.00953	0.00067	0.01155	0.01149	0.01153	0.00262	0.01342	0.01343	0.01351	0.00466	0.0	0.0	0.0	0.0	0.01716	0.01728	0.01715	0.00859	0.02704	0.02719	0.02701	0.01862	0.0074	0.00749	0.00757	0.0
leech_0.008_4x	0.00842	0.00856	0.00857	0.00098	0.00951	0.00952	0.00946	0.00195	0.0114	0.0114	0.01143	0.00398	0.01331	0.01348	0.0135	0.00596	0.0	0.0	0.0	0.0	0.01723	0.01722	0.01725	0.00992	0.02702	0.02704	0.02703	0.01976	0.00735	0.00748	0.00754	0.0
leech_0.008_8x	0.0	0.0	0.00099	0.0	0.0	0.00059	0.00195	0.0	0.00098	0.00265	0.00397	0.0	0.003	0.00476	0.00609	0.0	0.0	0.0	0.0	0.0	0.00687	0.00875	0.00987	0.00247	0.01692	0.01876	0.01983	0.0126	0.0	0.0	0.0	0.0
leech_0.01_1x	0.01043	0.01047	0.01046	0.0	0.01146	0.01148	0.01137	0.00078	0.013	0.01345	0.01315	0.00271	0.01499	0.01534	0.01544	0.00475	0.01727	0.01731	0.01742	0.00692	0.0	0.0	0.0	0.0	0.02892	0.0286	0.02881	0.01868	0.00938	0.00928	0.00944	0.0
leech_0.01_2x	0.0105	0.01059	0.01064	0.00169	0.01145	0.01159	0.01149	0.0027	0.0132	0.01344	0.01336	0.00462	0.01517	0.01534	0.01549	0.00665	0.01718	0.01728	0.01726	0.00873	0.0	0.0	0.0	0.0	0.02888	0.02892	0.02884	0.02054	0.00935	0.00947	0.00955	0.00066
leech_0.01_4x	0.01038	0.01044	0.01053	0.00296	0.01141	0.01157	0.01146	0.00394	0.01327	0.01342	0.01335	0.00586	0.01507	0.01531	0.01547	0.00788	0.01703	0.01711	0.01725	0.00982	0.0	0.0	0.0	0.0	0.02883	0.02893	0.02888	0.02167	0.0093	0.00939	0.00947	0.00193
leech_0.01_8x	0.0	0.00158	0.00297	0.0	0.00094	0.00267	0.00394	0.0	0.00287	0.00467	0.00587	0.0	0.00479	0.00656	0.00804	0.00036	0.00685	0.0086	0.00997	0.00247	0.0	0.0	0.0	0.0	0.01886	0.02055	0.02178	0.01451	0.0	0.00051	0.00191	0.0
leech_0.02_1x	0.02034	0.02069	0.02069	0.01028	0.02168	0.02155	0.02144	0.01122	0.02307	0.02345	0.02357	0.01321	0.02513	0.02525	0.02549	0.01494	0.02716	0.02728	0.02731	0.01704	0.02892	0.02912	0.02914	0.01898	0.0	0.0	0.0	0.0	0.01961	0.01944	0.01965	0.0092
leech_0.02_2x	0.02028	0.0205	0.0206	0.01191	0.02158	0.02155	0.0215	0.01288	0.02303	0.02352	0.02356	0.01488	0.02491	0.02533	0.02544	0.01679	0.02683	0.02719	0.02711	0.01874	0.02836	0.02893	0.029	0.02052	0.0	0.0	0.0	0.0	0.01937	0.01959	0.01968	0.01092
leech_0.02_4x	0.02023	0.02041	0.02052	0.01316	0.02142	0.02137	0.02137	0.01408	0.02292	0.02315	0.02337	0.01597	0.02496	0.02513	0.02523	0.01781	0.02687	0.02695	0.02704	0.01976	0.02852	0.02878	0.02889	0.0217	0.0	0.0	0.0	0.0	0.01933	0.01931	0.01951	0.01212
leech_0.02_8x	0.00996	0.01184	0.01326	0.00571	0.01118	0.01285	0.01415	0.00666	0.01278	0.01473	0.01609	0.00866	0.01474	0.01659	0.01805	0.01056	0.01677	0.01866	0.01985	0.01261	0.01857	0.02058	0.02177	0.01452	0.0	0.0	0.0	0.0	0.00916	0.01075	0.0122	0.00468
leech_0.0_1x	0.00059	0.00068	0.00079	0.0	0.0016	0.0016	0.00151	0.0	0.00361	0.00373	0.00355	0.0	0.0056	0.00578	0.00565	0.0	0.00758	0.00747	0.00744	0.0	0.00938	0.00944	0.00941	0.0	0.01961	0.01954	0.01954	0.00922	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00051	0.00052	0.00059	0.0	0.00154	0.00148	0.00152	0.0	0.00355	0.00357	0.00356	0.0	0.00555	0.00549	0.00562	0.0	0.00744	0.00749	0.0075	0.0	0.0092	0.00946	0.00941	0.00051	0.01927	0.01958	0.01935	0.01072	0.0	0.0	0.0	0.0
leech_0.0_4x	0.00047	0.00059	0.00069	0.0	0.00163	0.00164	0.00161	0.0	0.00356	0.00365	0.00367	0.0	0.00547	0.00562	0.00571	0.0	0.00747	0.00755	0.00753	0.0	0.00933	0.00952	0.00947	0.0019	0.01942	0.01962	0.0195	0.01214	0.0	0.0	0.0	0.0
leech_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.00194	0.0	0.00913	0.01094	0.01217	0.00467	0.0	0.0	0.0	0.0
