sample	rotifer_0.001_1x	rotifer_0.001_2x	rotifer_0.001_4x	rotifer_0.001_8x	rotifer_0.002_1x	rotifer_0.002_2x	rotifer_0.002_4x	rotifer_0.002_8x	rotifer_0.004_1x	rotifer_0.004_2x	rotifer_0.004_4x	rotifer_0.004_8x	rotifer_0.006_1x	rotifer_0.006_2x	rotifer_0.006_4x	rotifer_0.006_8x	rotifer_0.008_1x	rotifer_0.008_2x	rotifer_0.008_4x	rotifer_0.008_8x	rotifer_0.01_1x	rotifer_0.01_2x	rotifer_0.01_4x	rotifer_0.01_8x	rotifer_0.02_1x	rotifer_0.02_2x	rotifer_0.02_4x	rotifer_0.02_8x	rotifer_0.0_1x	rotifer_0.0_2x	rotifer_0.0_4x	rotifer_0.0_8x
rotifer_0.004_4x	0.00458	0.00462	0.00435	0.0	0.00564	0.00567	0.00535	0.0	0.0	0.0	0.0	0.0	0.00919	0.00936	0.00911	0.00121	0.01144	0.01128	0.01113	0.00321	0.01344	0.01321	0.01292	0.00509	0.02352	0.02328	0.02306	0.01529	0.00348	0.00348	0.00333	0.0
rotifer_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.00046	0.00215	0.00333	0.0	0.00247	0.00406	0.00517	0.0	0.01281	0.01437	0.01553	0.00772	0.0	0.0	0.0	0.0
rotifer_0.006_1x	0.00682	0.00683	0.0065	0.0	0.00784	0.00782	0.00758	0.0	0.00973	0.00978	0.00935	0.0	0.0	0.0	0.0	0.0	0.01349	0.01343	0.01323	0.00212	0.01524	0.01538	0.01502	0.00408	0.02524	0.02491	0.02485	0.01407	0.00598	0.00579	0.00557	0.0
rotifer_0.006_2x	0.00672	0.00679	0.00651	0.0	0.00773	0.00766	0.00754	0.0	0.00962	0.00963	0.0094	0.0	0.0	0.0	0.0	0.0	0.01335	0.01335	0.01329	0.00397	0.01539	0.01532	0.01492	0.00582	0.0252	0.02519	0.02495	0.01592	0.00566	0.00568	0.00557	0.0
rotifer_0.006_4x	0.00632	0.00642	0.0062	0.0	0.00748	0.00745	0.00724	0.0	0.00942	0.00935	0.00911	0.00119	0.0	0.0	0.0	0.0	0.0132	0.01318	0.013	0.00512	0.01515	0.01506	0.01473	0.00698	0.02502	0.02481	0.02469	0.01697	0.00553	0.00548	0.00524	0.0
rotifer_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.00233	0.00401	0.00524	0.0	0.00428	0.00602	0.00706	0.0	0.0145	0.01613	0.01724	0.00956	0.0	0.0	0.0	0.0
rotifer_0.008_1x	0.00868	0.00894	0.00882	0.0	0.00972	0.00978	0.00973	0.0	0.01166	0.01185	0.01163	0.00046	0.01349	0.01354	0.01342	0.00235	0.0	0.0	0.0	0.0	0.01753	0.01736	0.01724	0.00624	0.02669	0.02714	0.02711	0.01626	0.00801	0.00776	0.00771	0.0
rotifer_0.008_2x	0.00865	0.00884	0.00859	0.0	0.00955	0.00971	0.00954	0.0	0.0113	0.01156	0.01132	0.00214	0.01325	0.01335	0.01323	0.004	0.0	0.0	0.0	0.0	0.01745	0.01727	0.01704	0.00798	0.02687	0.02696	0.02679	0.01777	0.00783	0.00769	0.00761	0.0
rotifer_0.008_4x	0.00853	0.00852	0.00833	0.00042	0.00953	0.00952	0.0093	0.00141	0.01133	0.01138	0.01113	0.00331	0.01301	0.01325	0.013	0.00521	0.0	0.0	0.0	0.0	0.0171	0.017	0.01688	0.00914	0.02694	0.02688	0.02671	0.01905	0.00769	0.00753	0.00734	0.0
rotifer_0.008_8x	0.0	0.0	0.00035	0.0	0.0	0.0	0.00132	0.0	0.0	0.00211	0.00323	0.0	0.0021	0.00398	0.00515	0.0	0.0	0.0	0.0	0.0	0.00631	0.00804	0.00909	0.0013	0.01645	0.01812	0.01923	0.01151	0.0	0.0	0.0	0.0
rotifer_0.01_1x	0.0107	0.01091	0.01077	0.0	0.01136	0.01204	0.01184	0.00055	0.0136	0.01376	0.01367	0.00249	0.01524	0.0156	0.0154	0.00432	0.01753	0.01769	0.01739	0.00637	0.0	0.0	0.0	0.0	0.02875	0.02925	0.02899	0.01825	0.00958	0.00981	0.00984	0.0
rotifer_0.01_2x	0.01034	0.01073	0.01049	0.00117	0.01153	0.01165	0.01148	0.00213	0.01348	0.01343	0.01326	0.00404	0.01518	0.01532	0.01511	0.00601	0.01712	0.01727	0.01706	0.00801	0.0	0.0	0.0	0.0	0.02907	0.0289	0.02865	0.01983	0.00954	0.00957	0.00951	0.0
rotifer_0.01_4x	0.01017	0.01038	0.01007	0.00227	0.01126	0.01132	0.01111	0.00326	0.01317	0.01314	0.01292	0.00514	0.01478	0.01487	0.01473	0.00701	0.01696	0.01698	0.01688	0.00903	0.0	0.0	0.0	0.0	0.02878	0.02872	0.02844	0.02089	0.00929	0.00934	0.00916	0.00129
rotifer_0.01_8x	0.0	0.00108	0.00223	0.0	0.0	0.00211	0.00323	0.0	0.00227	0.00401	0.00513	0.0	0.00404	0.00583	0.00703	0.0	0.00618	0.008	0.0092	0.0013	0.0	0.0	0.0	0.0	0.01845	0.02012	0.02117	0.01348	0.0	0.0	0.00124	0.0
rotifer_0.02_1x	0.02062	0.02096	0.02095	0.00999	0.02157	0.02212	0.02187	0.01104	0.02325	0.02375	0.02391	0.01293	0.02524	0.02553	0.02543	0.01464	0.02668	0.02722	0.02738	0.01661	0.02874	0.02945	0.02925	0.01863	0.0	0.0	0.0	0.0	0.01962	0.01998	0.02011	0.00906
rotifer_0.02_2x	0.02005	0.02056	0.02044	0.01146	0.02125	0.02161	0.0214	0.01246	0.02283	0.02343	0.02336	0.01433	0.02459	0.0252	0.02491	0.01609	0.02679	0.02697	0.02698	0.01807	0.02887	0.02891	0.02882	0.02007	0.0	0.0	0.0	0.0	0.01923	0.01945	0.0196	0.01054
rotifer_0.02_4x	0.0199	0.02025	0.02025	0.0126	0.02101	0.02138	0.02112	0.01352	0.02274	0.02315	0.02307	0.01544	0.02445	0.02487	0.0247	0.01714	0.02668	0.02671	0.02672	0.01912	0.02853	0.02856	0.02845	0.02104	0.0	0.0	0.0	0.0	0.01907	0.01923	0.01934	0.01166
rotifer_0.02_8x	0.00909	0.01118	0.01244	0.00471	0.01031	0.01224	0.01338	0.00569	0.01214	0.01419	0.01539	0.00772	0.01394	0.01598	0.01708	0.00957	0.01611	0.01783	0.01917	0.01152	0.01808	0.0199	0.02102	0.01349	0.0	0.0	0.0	0.0	0.00834	0.01012	0.01151	0.00373
rotifer_0.0_1x	0.001	0.00101	0.00076	0.0	0.00167	0.00193	0.0018	0.0	0.00365	0.00377	0.00354	0.0	0.00598	0.00574	0.00562	0.0	0.00801	0.00794	0.00782	0.0	0.00958	0.00967	0.00945	0.0	0.01962	0.01949	0.01938	0.00842	0.0	0.0	0.0	0.0
rotifer_0.0_2x	0.00091	0.00075	0.00063	0.0	0.0019	0.00178	0.0016	0.0	0.00386	0.00378	0.00349	0.0	0.00572	0.00568	0.0055	0.0	0.00766	0.00769	0.00756	0.0	0.00968	0.00958	0.00938	0.0	0.01972	0.01945	0.01929	0.01009	0.0	0.0	0.0	0.0
rotifer_0.0_4x	0.0007	0.00068	0.00042	0.0	0.00177	0.00173	0.00142	0.0	0.00382	0.00362	0.00333	0.0	0.00549	0.00555	0.00524	0.0	0.00759	0.00759	0.00735	0.0	0.00969	0.00948	0.00916	0.00124	0.0198	0.01954	0.01935	0.01144	0.0	0.0	0.0	0.0
rotifer_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.00899	0.01058	0.01174	0.00373	0.0	0.0	0.0	0.0
