sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.004_4x	0.00876	0.00673	0.00697	0.00965	0.00963	0.0073	0.00748	0.01008	0.00556	0.00262	0.0	0.0	0.01298	0.01038	0.00964	0.01159	0.01444	0.01192	0.01087	0.01258	0.01615	0.01327	0.01193	0.01346	0.02401	0.02152	0.01827	0.01967	0.00821	0.0059	0.00639	0.0093
club-moss_0.004_8x	0.01283	0.0107	0.01018	0.0137	0.01375	0.01132	0.01038	0.01395	0.00941	0.00646	0.0	0.0	0.01701	0.01455	0.01225	0.01511	0.01858	0.01621	0.01332	0.01593	0.02025	0.01755	0.01437	0.0167	0.02833	0.02582	0.02066	0.02277	0.01217	0.00991	0.00995	0.01345
club-moss_0.006_1x	0.00525	0.00504	0.01052	0.01439	0.00607	0.00567	0.01156	0.01511	0.00803	0.00724	0.0131	0.01617	0.0	0.0	0.0058	0.00878	0.01099	0.01022	0.01594	0.01872	0.01249	0.01171	0.0173	0.01965	0.02058	0.01997	0.02403	0.02595	0.00461	0.00438	0.00966	0.01378
club-moss_0.006_2x	0.00444	0.00392	0.00816	0.01194	0.0051	0.00468	0.0089	0.01252	0.00694	0.00606	0.01028	0.01361	0.0	0.0	0.00261	0.00569	0.00998	0.00923	0.01293	0.01593	0.01163	0.01075	0.01423	0.01695	0.01998	0.01928	0.02108	0.02334	0.00374	0.00319	0.00734	0.01144
club-moss_0.006_4x	0.01031	0.00819	0.00817	0.01067	0.01119	0.00871	0.00864	0.01099	0.0128	0.01009	0.00967	0.01163	0.00579	0.00266	0.0	0.0	0.0157	0.0133	0.01179	0.01345	0.0176	0.01461	0.01296	0.01437	0.02526	0.02269	0.01919	0.02043	0.00966	0.00733	0.00769	0.01044
club-moss_0.006_8x	0.01414	0.01193	0.01107	0.01435	0.01507	0.01258	0.0114	0.01461	0.01662	0.01417	0.01219	0.01506	0.00926	0.00611	0.0	0.0	0.01982	0.01737	0.01426	0.01647	0.02152	0.01868	0.01528	0.01726	0.02931	0.02704	0.02139	0.02316	0.01347	0.01117	0.01082	0.01428
club-moss_0.008_1x	0.00706	0.00669	0.01216	0.01586	0.00783	0.00733	0.01303	0.01664	0.0093	0.00876	0.01461	0.01773	0.01102	0.0102	0.01584	0.01901	0.0	0.0	0.00596	0.00878	0.01412	0.0131	0.01866	0.02122	0.02201	0.02139	0.02549	0.02759	0.00639	0.00601	0.01127	0.01528
club-moss_0.008_2x	0.00602	0.00571	0.00979	0.01367	0.00681	0.00629	0.01057	0.0143	0.00842	0.00781	0.01183	0.01522	0.01006	0.00925	0.01317	0.01639	0.0	0.0	0.00247	0.00548	0.01341	0.01233	0.01606	0.01856	0.02121	0.02058	0.02268	0.02482	0.00527	0.00484	0.00902	0.01316
club-moss_0.008_4x	0.01179	0.00963	0.00934	0.0117	0.0128	0.01018	0.0099	0.01206	0.01419	0.01163	0.01093	0.0127	0.01588	0.01312	0.01182	0.01365	0.00595	0.00251	0.0	0.0	0.01904	0.01604	0.01405	0.01531	0.02651	0.02405	0.02001	0.02127	0.01123	0.00879	0.00889	0.01147
club-moss_0.008_8x	0.01543	0.01321	0.01194	0.01522	0.01647	0.01385	0.01228	0.01536	0.01797	0.01531	0.01319	0.01584	0.0195	0.01688	0.01405	0.01643	0.0092	0.00585	0.0	0.0	0.02276	0.01984	0.0162	0.01776	0.03018	0.02789	0.02211	0.02372	0.01472	0.01251	0.01183	0.01502
club-moss_0.01_1x	0.00869	0.00863	0.01392	0.01776	0.00935	0.00924	0.01483	0.01852	0.01105	0.01045	0.01638	0.01939	0.01256	0.01192	0.01781	0.02071	0.01416	0.01371	0.01922	0.02199	0.0	0.0	0.006	0.00844	0.02329	0.02298	0.02698	0.0293	0.00831	0.00785	0.01315	0.01719
club-moss_0.01_2x	0.00746	0.00737	0.01118	0.01483	0.00829	0.00794	0.01191	0.01545	0.00991	0.0093	0.01321	0.01653	0.01155	0.0108	0.0145	0.01768	0.01289	0.01236	0.01589	0.01885	0.0	0.0	0.00222	0.00471	0.02245	0.0221	0.02377	0.02597	0.00695	0.00653	0.01049	0.01438
club-moss_0.01_4x	0.01325	0.01103	0.01063	0.01299	0.01408	0.01161	0.01105	0.01332	0.01568	0.01308	0.01202	0.01374	0.01726	0.01447	0.01302	0.01467	0.01857	0.01629	0.01408	0.01559	0.00599	0.00225	0.0	0.0	0.02775	0.02519	0.02122	0.02224	0.0127	0.01027	0.01018	0.01271
club-moss_0.01_8x	0.01648	0.01423	0.01308	0.0161	0.01756	0.01495	0.01321	0.01621	0.01885	0.01638	0.01407	0.01658	0.02042	0.01791	0.01498	0.01719	0.02199	0.01955	0.01592	0.01773	0.00881	0.005	0.0	0.0	0.03127	0.02883	0.02282	0.02414	0.01591	0.01357	0.01289	0.01585
club-moss_0.02_1x	0.01721	0.01736	0.02254	0.02583	0.0182	0.01798	0.02321	0.02635	0.01934	0.01908	0.02459	0.0275	0.0209	0.02067	0.0258	0.02857	0.0223	0.02188	0.02702	0.02951	0.02353	0.0231	0.02821	0.03064	0.0	0.0	0.00572	0.00752	0.01681	0.0169	0.02166	0.02537
club-moss_0.02_2x	0.01626	0.0163	0.01977	0.02339	0.01694	0.01682	0.02045	0.02385	0.01824	0.01799	0.02164	0.02466	0.01988	0.01955	0.02276	0.02594	0.02124	0.02082	0.02407	0.02683	0.02276	0.0223	0.02515	0.02779	0.0	0.0	0.00124	0.00344	0.01556	0.01559	0.01913	0.02293
club-moss_0.02_4x	0.02055	0.01849	0.01746	0.01931	0.02156	0.01884	0.01785	0.01956	0.02294	0.02018	0.01855	0.01996	0.02417	0.02159	0.01943	0.02074	0.02558	0.02316	0.02021	0.0215	0.02701	0.02422	0.02139	0.02223	0.00571	0.00126	0.0	0.0	0.02002	0.01775	0.01727	0.0192
club-moss_0.02_8x	0.02333	0.0214	0.01988	0.02228	0.02452	0.02195	0.01995	0.02237	0.0258	0.02324	0.02065	0.02273	0.02706	0.02474	0.02138	0.02318	0.0287	0.02623	0.0222	0.0238	0.03039	0.02737	0.02315	0.02425	0.00782	0.00364	0.0	0.0	0.02284	0.02078	0.01975	0.02245
club-moss_0.0_1x	0.00045	0.0	0.0056	0.00958	0.00124	0.00064	0.00664	0.01025	0.00296	0.00215	0.0082	0.01143	0.00456	0.00377	0.00963	0.01272	0.00632	0.0053	0.01117	0.01397	0.00818	0.00698	0.01261	0.01515	0.01641	0.01551	0.01975	0.0217	0.0	0.0	0.00465	0.00895
club-moss_0.0_2x	0.0	0.0	0.00345	0.00738	0.00052	0.0	0.00425	0.00808	0.00242	0.00137	0.00577	0.00913	0.00425	0.00316	0.00715	0.01035	0.00582	0.00477	0.00856	0.01164	0.00758	0.00643	0.00998	0.01267	0.01616	0.01522	0.01715	0.01937	0.0	0.0	0.00263	0.00682
club-moss_0.0_4x	0.00546	0.00356	0.00479	0.00819	0.00644	0.00426	0.00527	0.00869	0.00803	0.00577	0.00647	0.00955	0.00973	0.00753	0.00777	0.01043	0.01131	0.00922	0.00896	0.01143	0.01315	0.01068	0.01023	0.01248	0.02142	0.01926	0.01721	0.01906	0.00475	0.00274	0.0	0.00748
club-moss_0.0_8x	0.0104	0.00837	0.00852	0.01285	0.01122	0.00903	0.00886	0.01304	0.01304	0.01071	0.00991	0.01353	0.01465	0.01236	0.01108	0.01442	0.01619	0.01416	0.01213	0.0152	0.01813	0.01541	0.0134	0.01606	0.02636	0.0242	0.02001	0.02263	0.00966	0.0075	0.00786	0.0
