sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.008_4x_1	0.0291863	0.0228188	0.0213613	0.0162532	0.0298404	0.0236624	0.0222606	0.0171979	0.0318736	0.0256435	0.0242906	0.0191757	0.0336208	0.0273896	0.0261243	0.0210748	0.013737	0.00526617	0.0	0.00621088	0.037218	0.0311943	0.0298456	0.0249019	0.0465733	0.0401849	0.0387495	0.034062	0.0281381	0.0218011	0.0204047	0.0152448	
oyster_0.008_8x_1	0.0225319	0.0169537	0.0161547	0.0103635	0.0231501	0.0177709	0.0171223	0.0113442	0.0252391	0.0198149	0.019172	0.0133414	0.0269379	0.0215434	0.0210857	0.0152925	0.0129246	0.00708158	0.00621088	0.0	0.0307067	0.0255239	0.0249896	0.0192254	0.0402261	0.0348644	0.034166	0.0287326	0.0214228	0.0159348	0.0151344	0.00931236	
oyster_0.01_1x_1	0.0333457	0.0300791	0.0306524	0.0240336	0.0342922	0.0308487	0.0315172	0.0249325	0.0362141	0.0328498	0.0335576	0.026969	0.0375865	0.0344912	0.0353948	0.0288461	0.0397775	0.0365613	0.037218	0.0307067	0.0	0.00738397	0.0137173	0.0128944	0.0501103	0.0471561	0.0478753	0.0417041	0.0322674	0.0290911	0.0297715	0.022998	
oyster_0.01_2x_1	0.0304202	0.0250719	0.0245996	0.0188236	0.0311443	0.0259741	0.025478	0.0197604	0.0330207	0.0278952	0.0275252	0.0217118	0.0346621	0.0296509	0.029338	0.0236268	0.0367014	0.0316305	0.0311943	0.0255239	0.00738397	0.0	0.00532134	0.00712569	0.0472083	0.0423242	0.0418111	0.0364782	0.0292442	0.0241517	0.0237114	0.0178659	
oyster_0.01_4x_1	0.0312423	0.0247367	0.0232661	0.0182403	0.0318197	0.0256221	0.0242067	0.0192235	0.0337353	0.0275816	0.0262377	0.0211933	0.0355442	0.0293635	0.0279172	0.0231199	0.0374264	0.0311788	0.0298456	0.0249896	0.0137173	0.00532134	0.0	0.00617529	0.0480166	0.0418462	0.040456	0.0358432	0.0299936	0.0238229	0.0223903	0.0173064	
oyster_0.01_8x_1	0.0245023	0.0188935	0.018089	0.0123616	0.0252156	0.0197408	0.0190121	0.0133528	0.0271607	0.021683	0.0210395	0.0153683	0.0288661	0.0235056	0.0228978	0.0172705	0.030863	0.0254823	0.0249019	0.0192254	0.0128944	0.00712569	0.00617529	0.0	0.0418744	0.0366207	0.0358925	0.0305906	0.0232714	0.0178836	0.0171283	0.0113669	
oyster_0.02_1x_1	0.0427313	0.0396085	0.0401521	0.0336742	0.0432977	0.0403085	0.0409887	0.0346011	0.0454076	0.0423547	0.042999	0.0366872	0.0468168	0.0436416	0.0444592	0.0382972	0.0487328	0.0457388	0.0465733	0.0402261	0.0501103	0.0472083	0.0480166	0.0418744	0.0	0.00754645	0.0137913	0.0131537	0.041622	0.0385706	0.0392138	0.0327457	
oyster_0.02_2x_1	0.0396101	0.0345752	0.033937	0.0284494	0.0403217	0.0354687	0.0347885	0.0294414	0.04219	0.0373154	0.036649	0.0313406	0.0438889	0.038883	0.0382881	0.0330897	0.0454442	0.0406362	0.0401849	0.0348644	0.0471561	0.0423242	0.0418462	0.0366207	0.00754645	0.0	0.00527447	0.00709166	0.0385108	0.0336134	0.0330255	0.0275496	
oyster_0.02_4x_1	0.0404344	0.0341355	0.0325271	0.0278742	0.0408869	0.0348657	0.0334157	0.0288062	0.0428062	0.0367725	0.035241	0.0305819	0.0445042	0.0381564	0.0367426	0.0322779	0.0460368	0.0401177	0.0387495	0.034166	0.0478753	0.0418111	0.040456	0.0358925	0.0137913	0.00527447	0.0	0.00589599	0.0392501	0.0331662	0.0315659	0.0269544	
oyster_0.02_8x_1	0.0339458	0.0284926	0.0277259	0.0222015	0.03457	0.0294271	0.0286355	0.023219	0.0364895	0.0312724	0.0304621	0.0250544	0.0382486	0.0328186	0.0320824	0.0268569	0.0397436	0.0346491	0.034062	0.0287326	0.0417041	0.0364782	0.0358432	0.0305906	0.0131537	0.00709166	0.00589599	0.0	0.0327971	0.0275046	0.0267464	0.0212555	
oyster_0.0_1x_1	0.0238997	0.0204061	0.0211673	0.0141648	0.024677	0.0214532	0.0221548	0.0152003	0.026798	0.0235017	0.0242754	0.0172606	0.0287306	0.0253131	0.0260185	0.0192684	0.0305992	0.0273691	0.0281381	0.0214228	0.0322674	0.0292442	0.0299936	0.0232714	0.041622	0.0385108	0.0392501	0.0327971	0.0	0.00729627	0.0136276	0.0125773	
oyster_0.0_2x_1	0.0206945	0.0154129	0.0148595	0.00880827	0.0213717	0.0162725	0.0158274	0.00979188	0.0234379	0.0183729	0.0179093	0.0118546	0.0252349	0.0201213	0.0197307	0.0138602	0.0272967	0.022208	0.0218011	0.0159348	0.0290911	0.0241517	0.0238229	0.0178836	0.0385706	0.0336134	0.0331662	0.0275046	0.00729627	0.0	0.00535294	0.00717864	
oyster_0.0_4x_1	0.0214034	0.0148255	0.0134423	0.00813432	0.0220517	0.0157514	0.0144191	0.00912697	0.0241852	0.0178533	0.0164725	0.0111557	0.025941	0.0196092	0.0183595	0.0131105	0.0278818	0.0216473	0.0204047	0.0151344	0.0297715	0.0237114	0.0223903	0.0171283	0.0392138	0.0330255	0.0315659	0.0267464	0.0136276	0.00535294	0.0	0.00657544	
oyster_0.0_8x_1	0.0143353	0.00884084	0.00815793	0.0019733	0.0151168	0.00976165	0.00913762	0.00303665	0.0171721	0.0118761	0.0112926	0.00512564	0.0190535	0.0137316	0.0132095	0.00724956	0.021102	0.0157954	0.0152448	0.00931236	0.022998	0.0178659	0.0173064	0.0113669	0.0327457	0.0275496	0.0269544	0.0212555	0.0125773	0.00717864	0.00657544	0.0	
