sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.004_4x_1	0.0251679	0.0184246	0.0168948	0.0118594	0.0260281	0.0193636	0.01783	0.0127935	0.0201556	0.0132368	0.0	0.00659488	0.0300295	0.0233644	0.0216851	0.0167176	0.0316737	0.0251812	0.0236314	0.0186519	0.0335811	0.0269607	0.0254009	0.0204277	0.043186	0.0367853	0.0350037	0.0303184	0.024116	0.0175176	0.0159057	0.0108243	
nematode_0.004_8x_1	0.0184723	0.0126874	0.0118319	0.00605171	0.0194648	0.0136726	0.0128282	0.00707582	0.0136152	0.00761838	0.00659488	0.0	0.023494	0.0178095	0.0166792	0.0111409	0.0251879	0.0195365	0.0187408	0.0130168	0.0272281	0.0214747	0.0205884	0.0149296	0.0370878	0.0314383	0.0304578	0.0250037	0.0174245	0.0117265	0.0108105	0.00503246	
nematode_0.006_1x_1	0.0305182	0.0268424	0.0272207	0.0205527	0.0315285	0.0276192	0.028266	0.0215936	0.0334835	0.0296623	0.0300295	0.023494	0.0	0.0199122	0.0201362	0.0136583	0.0371673	0.0335032	0.0338203	0.027357	0.0390173	0.0351811	0.035624	0.0291538	0.0487005	0.0449728	0.0451792	0.0390063	0.029655	0.0256615	0.0262651	0.019524	
nematode_0.006_2x_1	0.0268787	0.0213214	0.0206069	0.0148758	0.027655	0.0222174	0.021542	0.0158502	0.0298414	0.0241947	0.0233644	0.0178095	0.0199122	0.0	0.0132373	0.00767384	0.0333322	0.0279382	0.0271487	0.0215281	0.0354741	0.029832	0.0291083	0.0234825	0.044913	0.0396117	0.0387929	0.0332186	0.0257044	0.0204074	0.0196368	0.013834	
nematode_0.006_4x_1	0.027123	0.0203812	0.0188308	0.0137975	0.0278914	0.0212761	0.0198022	0.014802	0.0299852	0.0232524	0.0216851	0.0166792	0.0201362	0.0132373	0.0	0.00653721	0.0335304	0.0269379	0.0254636	0.0204283	0.0355469	0.0288601	0.0273375	0.0223787	0.0449928	0.0386399	0.0368509	0.032237	0.0258708	0.0194754	0.017879	0.0128062	
nematode_0.006_8x_1	0.0206155	0.0147377	0.0138435	0.00811695	0.0214456	0.0157353	0.0148173	0.00914594	0.0235549	0.0176883	0.0167176	0.0111409	0.0136583	0.00767384	0.00653721	0.0	0.0272272	0.021429	0.0206076	0.0150213	0.0293114	0.023504	0.0225209	0.016951	0.0389641	0.0333727	0.0323259	0.0268633	0.0193846	0.0138164	0.0128337	0.0070787	
nematode_0.008_1x_1	0.0322978	0.028473	0.0289271	0.0223026	0.033193	0.0295103	0.0298844	0.0233706	0.0350051	0.0313754	0.0316737	0.0251879	0.0371673	0.0333322	0.0335304	0.0272272	0.0	0.0197756	0.0200653	0.0136481	0.0405209	0.0369267	0.0373038	0.0309696	0.0503259	0.0463278	0.0467525	0.0405659	0.0313406	0.0274279	0.0279612	0.021318	
nematode_0.008_2x_1	0.0285713	0.0230965	0.022291	0.0166685	0.0294497	0.0240123	0.0232889	0.017628	0.0314868	0.0259497	0.0251812	0.0195365	0.0335032	0.0279382	0.0269379	0.021429	0.0197756	0.0	0.0131584	0.00757416	0.0369425	0.0316044	0.0308651	0.025292	0.0465286	0.0412483	0.040471	0.0351267	0.0275571	0.0222203	0.0214248	0.0156965	
nematode_0.008_4x_1	0.0291853	0.0224683	0.0208354	0.0158945	0.0298865	0.0233316	0.0217758	0.0167893	0.031774	0.0253139	0.0236314	0.0187408	0.0338203	0.0271487	0.0254636	0.0206076	0.0200653	0.0131584	0.0	0.00648586	0.0372878	0.0308367	0.029232	0.0243435	0.0469395	0.0405743	0.0388441	0.0341329	0.0280494	0.0214761	0.0198784	0.0148844	
nematode_0.008_8x_1	0.0223983	0.0166765	0.0157207	0.0100547	0.0233492	0.0176534	0.0167358	0.0110434	0.0253536	0.0195903	0.0186519	0.0130168	0.027357	0.0215281	0.0204283	0.0150213	0.0136481	0.00757416	0.00648586	0.0	0.031059	0.0253595	0.0244255	0.0188977	0.040816	0.0351998	0.034138	0.0287813	0.0213958	0.0157232	0.0148231	0.00903714	
nematode_0.01_1x_1	0.0341596	0.0304858	0.0307853	0.0243098	0.0351745	0.0314259	0.031709	0.0252777	0.0372688	0.0331662	0.0335811	0.0272281	0.0390173	0.0354741	0.0355469	0.0293114	0.0405209	0.0369425	0.0372878	0.031059	0.0	0.0200357	0.0202638	0.0137549	0.0523072	0.04837	0.0487652	0.042693	0.0332808	0.0294425	0.0299074	0.0232646	
nematode_0.01_2x_1	0.0306123	0.0251152	0.0242978	0.0187055	0.0314687	0.026098	0.0251838	0.0196682	0.0335316	0.0276985	0.0269607	0.0214747	0.0351811	0.029832	0.0288601	0.023504	0.0369267	0.0316044	0.0308367	0.0253595	0.0200357	0.0	0.013117	0.00757595	0.0484957	0.0430046	0.0420565	0.0369985	0.0295248	0.0241319	0.0233301	0.0176945	
nematode_0.01_4x_1	0.0309685	0.0243026	0.0227454	0.0178033	0.0317489	0.0251762	0.0235834	0.0186948	0.0338842	0.0271018	0.0254009	0.0205884	0.035624	0.0291083	0.0273375	0.0225209	0.0373038	0.0308651	0.029232	0.0244255	0.0202638	0.013117	0.0	0.00643524	0.0488976	0.042037	0.0403069	0.0358568	0.0298728	0.0233461	0.021723	0.0168194	
nematode_0.01_8x_1	0.0243234	0.0186084	0.0176432	0.0120534	0.0253207	0.0195453	0.018558	0.0130361	0.0274111	0.0213737	0.0204277	0.0149296	0.0291538	0.0234825	0.0223787	0.016951	0.0309696	0.025292	0.0243435	0.0188977	0.0137549	0.00757595	0.00643524	0.0	0.0426839	0.0368666	0.035794	0.0306535	0.02334	0.0175736	0.0166302	0.01102	
nematode_0.02_1x_1	0.0440442	0.0402162	0.0405576	0.0343857	0.0449888	0.0411797	0.0413843	0.0352677	0.0466862	0.0427733	0.043186	0.0370878	0.0487005	0.044913	0.0449928	0.0389641	0.0503259	0.0465286	0.0469395	0.040816	0.0523072	0.0484957	0.0488976	0.0426839	0.0	0.0200724	0.0200582	0.0138007	0.0430415	0.039296	0.0397162	0.0333801	
nematode_0.02_2x_1	0.0403333	0.0348499	0.0341291	0.0287207	0.0410448	0.0358938	0.035009	0.0295877	0.0430267	0.0374572	0.0367853	0.0314383	0.0449728	0.0396117	0.0386399	0.0333727	0.0463278	0.0412483	0.0405743	0.0351998	0.04837	0.0430046	0.042037	0.0368666	0.0200724	0.0	0.012799	0.00757476	0.039239	0.0339635	0.0331832	0.0277515	
nematode_0.02_4x_1	0.0405826	0.0340822	0.0324398	0.0277259	0.0410942	0.0350051	0.03321	0.0286068	0.0431118	0.0366702	0.0350037	0.0304578	0.0451792	0.0387929	0.0368509	0.0323259	0.0467525	0.040471	0.0388441	0.034138	0.0487652	0.0420565	0.0403069	0.035794	0.0200582	0.012799	0.0	0.00620818	0.0393849	0.033148	0.0315014	0.0267989	
nematode_0.02_8x_1	0.0342756	0.0284494	0.0275834	0.0222102	0.0350051	0.0293902	0.0284622	0.0231516	0.036954	0.0312066	0.0303184	0.0250037	0.0390063	0.0332186	0.032237	0.0268633	0.0405659	0.0351267	0.0341329	0.0287813	0.042693	0.0369985	0.0358568	0.0306535	0.0138007	0.00757476	0.00620818	0.0	0.0331565	0.0275421	0.0266455	0.0212199	
nematode_0.0_1x_1	0.0246281	0.0207078	0.0212008	0.0144472	0.0254882	0.0217322	0.0222051	0.015456	0.0275374	0.0236616	0.024116	0.0174245	0.029655	0.0257044	0.0258708	0.0193846	0.0313406	0.0275571	0.0280494	0.0213958	0.0332808	0.0295248	0.0298728	0.02334	0.0430415	0.039239	0.0393849	0.0331565	0.0	0.0195334	0.020151	0.0133948	
nematode_0.0_2x_1	0.0207285	0.0153131	0.0146381	0.00876799	0.021773	0.0163304	0.0156467	0.0097547	0.0237916	0.0182998	0.0175176	0.0117265	0.0256615	0.0204074	0.0194754	0.0138164	0.0274279	0.0222203	0.0214761	0.0157232	0.0294425	0.0241319	0.0233461	0.0175736	0.039296	0.0339635	0.033148	0.0275421	0.0195334	0.0	0.0134762	0.00770001	
nematode_0.0_4x_1	0.0212816	0.0145711	0.0129852	0.00789518	0.0222253	0.0155436	0.0139634	0.00886368	0.0242035	0.0175215	0.0159057	0.0108105	0.0262651	0.0196368	0.017879	0.0128337	0.0279612	0.0214248	0.0198784	0.0148231	0.0299074	0.0233301	0.021723	0.0166302	0.0397162	0.0331832	0.0315014	0.0266455	0.020151	0.0134762	0.0	0.00683818	
nematode_0.0_8x_1	0.0144495	0.00869582	0.0078364	0.001932	0.015454	0.00970551	0.00887446	0.00296948	0.0174891	0.0116819	0.0108243	0.00503246	0.019524	0.013834	0.0128062	0.0070787	0.021318	0.0156965	0.0148844	0.00903714	0.0232646	0.0176945	0.0168194	0.01102	0.0333801	0.0277515	0.0267989	0.0212199	0.0133948	0.00770001	0.00683818	0.0	
