sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0253417	0.0182118	0.0163701	0.0114342	0.0262836	0.0192931	0.0173224	0.0124127	0.0198676	0.0125915	0.0	0.00627883	0.0302788	0.0231774	0.0213255	0.0164767	0.0321543	0.0252298	0.0233202	0.0183999	0.0340784	0.0270486	0.0252089	0.0204336	0.044243	0.0371369	0.0353091	0.0303998	0.0242906	0.0172645	0.0153674	0.0104047	
rotifer_0.004_8x_1	0.0189394	0.0127172	0.0114319	0.00595122	0.0198479	0.0137908	0.0124276	0.00694152	0.0138701	0.00758879	0.00627883	0.0	0.0239217	0.0176584	0.0165279	0.0110238	0.0258907	0.0197768	0.0184782	0.013001	0.0277781	0.0216194	0.0204552	0.0150372	0.0380043	0.0318358	0.0305031	0.0251704	0.0179539	0.0116819	0.0104577	0.00490201	
rotifer_0.006_1x_1	0.0315738	0.0273524	0.027279	0.0209193	0.0325555	0.0282844	0.0282621	0.0219136	0.0345286	0.0301671	0.0302788	0.0239217	0.0	0.0194169	0.0199218	0.0139167	0.0384526	0.0342488	0.0342986	0.0278551	0.040335	0.0361655	0.0362335	0.0298195	0.0502816	0.0460951	0.0460222	0.0399153	0.0305625	0.0262536	0.0263367	0.0198797	
rotifer_0.006_2x_1	0.0272994	0.02142	0.020284	0.0146983	0.0280908	0.0223707	0.0212781	0.0157091	0.0299873	0.0241613	0.0231774	0.0176584	0.0194169	0.0	0.0126676	0.00762317	0.0341787	0.0283312	0.0271497	0.0216327	0.0360796	0.0302053	0.0291498	0.0237979	0.0459661	0.0402113	0.0390251	0.0335267	0.0263261	0.0202794	0.0193475	0.0136427	
rotifer_0.006_4x_1	0.0274447	0.0203224	0.0184164	0.0135225	0.028232	0.0214186	0.0193759	0.0145522	0.0301756	0.023219	0.0213255	0.0165279	0.0199218	0.0126676	0.0	0.00627259	0.0341685	0.0272096	0.0252433	0.0204605	0.036299	0.0291285	0.0273431	0.0225326	0.0461453	0.0389813	0.0370604	0.0323188	0.0264415	0.0193444	0.0174245	0.012517	
rotifer_0.006_8x_1	0.021066	0.0148011	0.0135079	0.00801994	0.0218477	0.015796	0.0145381	0.00901897	0.0237963	0.0176641	0.0164767	0.0110238	0.0139167	0.00762317	0.00627259	0.0	0.0278313	0.021799	0.0204631	0.0149913	0.0298237	0.0237401	0.0225136	0.0171272	0.0400097	0.0337665	0.0324846	0.0271635	0.0200248	0.0137057	0.0125228	0.00696805	
rotifer_0.008_1x_1	0.0336432	0.0293881	0.0291964	0.0228657	0.0343613	0.0302863	0.0302075	0.0238581	0.0362419	0.0320951	0.0321543	0.0258907	0.0384526	0.0341787	0.0341685	0.0278313	0.0	0.0195153	0.0199691	0.0139911	0.0421063	0.0378727	0.0380915	0.0318863	0.0517042	0.0478775	0.0477547	0.041643	0.0325165	0.0282204	0.0282262	0.0218668	
rotifer_0.008_2x_1	0.0293953	0.0234142	0.022325	0.0167668	0.0301458	0.0245007	0.023276	0.0177897	0.0320072	0.0262607	0.0252298	0.0197768	0.0342488	0.0283312	0.0272096	0.021799	0.0195153	0.0	0.0127336	0.00768046	0.0379295	0.0322464	0.0310778	0.0256932	0.0478194	0.0420849	0.0408633	0.0355442	0.0282504	0.0223236	0.0213166	0.0157469	
rotifer_0.008_4x_1	0.0294856	0.0222368	0.0204074	0.0154644	0.0302373	0.0234379	0.0213303	0.0164846	0.0320234	0.0252055	0.0233202	0.0184782	0.0342986	0.0271497	0.0252433	0.0204631	0.0199691	0.0127336	0.0	0.00630192	0.038096	0.0310877	0.0292523	0.0244038	0.0480278	0.0410703	0.0391476	0.0343639	0.0282728	0.0212425	0.0193859	0.0144612	
rotifer_0.008_8x_1	0.0231124	0.0166632	0.0154416	0.00996086	0.0238018	0.0177857	0.0163623	0.0109496	0.0256537	0.0196355	0.0183999	0.013001	0.0278551	0.0216327	0.0204605	0.0149913	0.0139911	0.00768046	0.00630192	0.0	0.0316418	0.0255529	0.0242842	0.0189733	0.0417059	0.0356973	0.034378	0.0290326	0.0218237	0.0156331	0.0144322	0.00892979	
rotifer_0.01_1x_1	0.035423	0.031141	0.0312021	0.0247179	0.0363129	0.0321776	0.0321671	0.0257956	0.0384129	0.0339824	0.0340784	0.0277781	0.040335	0.0360796	0.036299	0.0298237	0.0421063	0.0379295	0.038096	0.0316418	0.0	0.0194554	0.0198085	0.0139026	0.0533566	0.0495124	0.0497398	0.0432735	0.0345519	0.0300137	0.0302469	0.0237472	
rotifer_0.01_2x_1	0.0313082	0.0252206	0.0242418	0.0186566	0.0322219	0.0262386	0.0251361	0.0196733	0.0341545	0.0281874	0.0270486	0.0216194	0.0361655	0.0302053	0.0291285	0.0237401	0.0378727	0.0322464	0.0310877	0.0255529	0.0194554	0.0	0.0124619	0.00752355	0.0497928	0.0438831	0.0425531	0.0373227	0.0301193	0.0242562	0.0232464	0.0176483	
rotifer_0.01_4x_1	0.0312579	0.0241104	0.022341	0.0174562	0.0320789	0.0252408	0.0232988	0.0184959	0.0342271	0.0270917	0.0252089	0.0204552	0.0362335	0.0291498	0.0273431	0.0225136	0.0380915	0.0310778	0.0292523	0.0242842	0.0198085	0.0124619	0.0	0.00617152	0.0497639	0.0427842	0.0409479	0.036135	0.0302181	0.0232737	0.0213517	0.0164773	
rotifer_0.01_8x_1	0.0249996	0.0186924	0.0175422	0.0120119	0.0257852	0.0198231	0.0184794	0.0130297	0.0279066	0.0216873	0.0204336	0.0150372	0.0298195	0.0237979	0.0225326	0.0171272	0.0318863	0.0256932	0.0244038	0.0189733	0.0139026	0.00752355	0.00617152	0.0	0.0437744	0.0375541	0.036196	0.0309508	0.0239602	0.0177602	0.0165232	0.0109925	
rotifer_0.02_1x_1	0.0454036	0.0411574	0.0412792	0.0349761	0.0462584	0.0421081	0.0422221	0.0359034	0.0481587	0.0441502	0.044243	0.0380043	0.0502816	0.0459661	0.0461453	0.0400097	0.0517042	0.0478194	0.0480278	0.0417059	0.0533566	0.0497928	0.0497639	0.0437744	0.0	0.0195603	0.0200788	0.0140937	0.044514	0.0402129	0.040325	0.0340493	
rotifer_0.02_2x_1	0.0413446	0.0352944	0.03418	0.0288591	0.0420778	0.0364095	0.0351214	0.029855	0.0439942	0.0382229	0.0371369	0.0318358	0.0460951	0.0402113	0.0389813	0.0337665	0.0478775	0.0420849	0.0410703	0.0356973	0.0495124	0.0438831	0.0427842	0.0375541	0.0195603	0.0	0.0125669	0.00758879	0.0402047	0.0343985	0.0332076	0.0278589	
rotifer_0.02_4x_1	0.041431	0.0341647	0.0322347	0.0275411	0.0420175	0.0351705	0.0331662	0.0284739	0.0440884	0.0370359	0.0353091	0.0305031	0.0460222	0.0390251	0.0370604	0.0324846	0.0477547	0.0408633	0.0391476	0.034378	0.0497398	0.0425531	0.0409479	0.036196	0.0200788	0.0125669	0.0	0.00618444	0.0403383	0.0331711	0.0312891	0.0265719	
rotifer_0.02_8x_1	0.0350896	0.0287375	0.0274335	0.0221211	0.0357354	0.0297496	0.0283741	0.0231192	0.0378742	0.0316589	0.0303998	0.0251704	0.0399153	0.0335267	0.0323188	0.0271635	0.041643	0.0355442	0.0343639	0.0290326	0.0432735	0.0373227	0.036135	0.0309508	0.0140937	0.00758879	0.00618444	0.0	0.0340404	0.0277354	0.0264317	0.0211762	
rotifer_0.0_1x_1	0.0256786	0.0212466	0.0213565	0.0149638	0.0265799	0.0223395	0.0223598	0.0159343	0.0286651	0.0242178	0.0242906	0.0179539	0.0305625	0.0263261	0.0264415	0.0200248	0.0325165	0.0282504	0.0282728	0.0218237	0.0345519	0.0301193	0.0302181	0.0239602	0.044514	0.0402047	0.0403383	0.0340404	0.0	0.0193209	0.019902	0.0138511	
rotifer_0.0_2x_1	0.0213593	0.0152802	0.0142169	0.00864716	0.0220981	0.0163262	0.0151968	0.0096028	0.0241517	0.018284	0.0172645	0.0116819	0.0262536	0.0202794	0.0193444	0.0137057	0.0282204	0.0223236	0.0212425	0.0156331	0.0300137	0.0242562	0.0232737	0.0177602	0.0402129	0.0343985	0.0331711	0.0277354	0.0193209	0.0	0.0126773	0.00756522	
rotifer_0.0_4x_1	0.0214712	0.0142399	0.0123802	0.00740517	0.0223142	0.0153141	0.013334	0.00838828	0.0241581	0.017286	0.0153674	0.0104577	0.0263367	0.0193475	0.0174245	0.0125228	0.0282262	0.0213166	0.0193859	0.0144322	0.0302469	0.0232464	0.0213517	0.0165232	0.040325	0.0332076	0.0312891	0.0264317	0.019902	0.0126773	0.0	0.00634412	
rotifer_0.0_8x_1	0.014985	0.00862306	0.00738662	0.00184357	0.0157889	0.00972247	0.00836082	0.00284475	0.0177692	0.0116234	0.0104047	0.00490201	0.0198797	0.0136427	0.012517	0.00696805	0.0218668	0.0157469	0.0144612	0.00892979	0.0237472	0.0176483	0.0164773	0.0109925	0.0340493	0.0278589	0.0265719	0.0211762	0.0138511	0.00756522	0.00634412	0.0	
