sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.004_4x_1	0.0251461	0.0185237	0.0168802	0.0118482	0.0261313	0.0195453	0.0178551	0.0127665	0.020208	0.0132351	0.0	0.00662352	0.0296778	0.0232836	0.0216936	0.0166765	0.0318117	0.0252223	0.0235056	0.0186811	0.0335886	0.0271939	0.0256058	0.0206241	0.0434475	0.0367839	0.035128	0.0304094	0.0241549	0.0174056	0.0158614	0.0108459	
nematode_0.004_8x_1	0.0184971	0.0127424	0.0117407	0.00607601	0.019524	0.0137913	0.0127546	0.00705684	0.0136392	0.00765943	0.00662352	0.0	0.0232555	0.0177064	0.0167138	0.0110442	0.0254331	0.0196771	0.0186984	0.0131805	0.0271561	0.0216627	0.0206998	0.01515	0.0371629	0.0313339	0.0304428	0.0250203	0.0175036	0.0116965	0.0107748	0.00503938	
nematode_0.006_1x_1	0.0305873	0.0266006	0.0268924	0.0203766	0.0316543	0.0274915	0.0278399	0.0213138	0.0333592	0.0294373	0.0296778	0.0232555	0.0	0.0197616	0.0201485	0.0135961	0.0371369	0.0331966	0.0335762	0.02723	0.0388379	0.0353921	0.0356715	0.029288	0.0485898	0.0448493	0.0452679	0.0391602	0.0295743	0.0256683	0.0259211	0.0193753	
nematode_0.006_2x_1	0.0266797	0.0211714	0.0203714	0.014712	0.0277297	0.0222975	0.0214283	0.0156929	0.0296084	0.0241223	0.0232836	0.0177064	0.0197616	0.0	0.0133493	0.00766273	0.0335725	0.0280745	0.0272179	0.0217315	0.0351201	0.0299999	0.0293053	0.0236911	0.0448871	0.0395156	0.038748	0.0332857	0.0255061	0.0200981	0.0194287	0.013745	
nematode_0.006_4x_1	0.0270981	0.0205738	0.0188128	0.0138918	0.0281487	0.0214622	0.0197199	0.0147901	0.0300506	0.0231902	0.0216936	0.0167138	0.0201485	0.0133493	0.0	0.0065735	0.0339043	0.027217	0.0255027	0.0207231	0.0355942	0.0292371	0.0274737	0.0226258	0.0452195	0.0386121	0.0370172	0.0322943	0.026091	0.0194361	0.0178243	0.0128888	
nematode_0.006_8x_1	0.0204644	0.0146983	0.0136856	0.00806682	0.0215316	0.015702	0.0147329	0.00898929	0.0234479	0.0176325	0.0166765	0.0110442	0.0135961	0.00766273	0.0065735	0.0	0.0274083	0.0215775	0.0205798	0.01511	0.029167	0.0236221	0.0226723	0.0171294	0.0391617	0.033342	0.0323282	0.0269918	0.0194498	0.0136512	0.0127302	0.00703961	
nematode_0.008_1x_1	0.0325058	0.0288531	0.0290256	0.0226509	0.033779	0.0297111	0.0300749	0.0235433	0.0353988	0.0316543	0.0318117	0.0254331	0.0371369	0.0335725	0.0339043	0.0274083	0.0	0.0197338	0.0200981	0.0136249	0.0412964	0.037234	0.037721	0.0313709	0.0503554	0.0466243	0.0468576	0.0408599	0.0313832	0.0277269	0.028086	0.0215323	
nematode_0.008_2x_1	0.0287028	0.0233499	0.0223838	0.0168646	0.0298519	0.0242154	0.0234494	0.0177715	0.0316896	0.026063	0.0252223	0.0196771	0.0331966	0.0280745	0.027217	0.0215775	0.0197338	0.0	0.0131519	0.00761449	0.0373067	0.0318461	0.031111	0.0256255	0.0467568	0.0412277	0.0404493	0.0350923	0.0276173	0.0221979	0.0214304	0.0158193	
nematode_0.008_4x_1	0.0290024	0.0225722	0.0207078	0.0158726	0.0302298	0.0234065	0.0217097	0.0168097	0.0320476	0.0251027	0.0235056	0.0186984	0.0335762	0.0272179	0.0255027	0.0205798	0.0200981	0.0131519	0.0	0.00649937	0.0376515	0.0310346	0.0294692	0.0246379	0.0468791	0.0403581	0.0387047	0.0340025	0.0281275	0.0214387	0.0197977	0.0148834	
nematode_0.008_8x_1	0.0225546	0.0168996	0.0157641	0.0102357	0.0237955	0.017834	0.0168646	0.0111668	0.02557	0.0196619	0.0186811	0.0131805	0.02723	0.0217315	0.0207231	0.01511	0.0136249	0.00761449	0.00649937	0.0	0.0313361	0.0255759	0.0247457	0.0192205	0.0410193	0.0351493	0.0342436	0.0289101	0.0215427	0.0158319	0.0148441	0.00921001	
nematode_0.01_1x_1	0.0343613	0.0304105	0.0307187	0.0243282	0.0347806	0.0312869	0.0317763	0.0252206	0.0371847	0.0331674	0.0335886	0.0271561	0.0388379	0.0351201	0.0355942	0.029167	0.0412964	0.0373067	0.0376515	0.0313361	0.0	0.0198041	0.0200827	0.0136976	0.0518498	0.0480819	0.0482335	0.0421918	0.0332332	0.0292758	0.0298289	0.0233148	
nematode_0.01_2x_1	0.0306622	0.0252047	0.024329	0.0188326	0.0316794	0.0261357	0.0252887	0.0197054	0.0335341	0.0278933	0.0271939	0.0216627	0.0353921	0.0299999	0.0292371	0.0236221	0.037234	0.0318461	0.0310346	0.0255759	0.0198041	0.0	0.0130817	0.00758401	0.0483791	0.0428574	0.0420211	0.0367213	0.0296239	0.0241836	0.0233217	0.0178739	
nematode_0.01_4x_1	0.0309883	0.0244958	0.0226914	0.0178619	0.0319956	0.0253409	0.0236322	0.018736	0.0339635	0.0272327	0.0256058	0.0206998	0.0356715	0.0293053	0.0274737	0.0226723	0.037721	0.031111	0.0294692	0.0247457	0.0200827	0.0130817	0.0	0.00643167	0.0486428	0.0421864	0.0403168	0.0357517	0.0300611	0.0233408	0.0217751	0.0169293	
nematode_0.01_8x_1	0.0245395	0.0187342	0.0176979	0.0121785	0.0254823	0.0197061	0.0187038	0.0131213	0.0274812	0.0215775	0.0206241	0.01515	0.029288	0.0236911	0.0226258	0.0171294	0.0313709	0.0256255	0.0246379	0.0192205	0.0136976	0.00758401	0.00643167	0.0	0.0425332	0.0368209	0.0358623	0.0305668	0.0235148	0.0177228	0.0167427	0.0112095	
nematode_0.02_1x_1	0.0437136	0.0402772	0.0405076	0.0344127	0.0451249	0.0414085	0.041405	0.0352224	0.0468598	0.0432083	0.0434475	0.0371629	0.0485898	0.0448871	0.0452195	0.0391617	0.0503554	0.0467568	0.0468791	0.0410193	0.0518498	0.0483791	0.0486428	0.0425332	0.0	0.0200563	0.0201717	0.0138841	0.0430618	0.0393245	0.0396117	0.0334133	
nematode_0.02_2x_1	0.0400309	0.0347597	0.0338654	0.0285743	0.0413446	0.0358309	0.0347493	0.0294301	0.0430914	0.0375688	0.0367839	0.0313339	0.0448493	0.0395156	0.0386121	0.033342	0.0466243	0.0412277	0.0403581	0.0351493	0.0480819	0.0428574	0.0421864	0.0368209	0.0200563	0.0	0.0129506	0.00757386	0.0395172	0.0337453	0.0330473	0.0276598	
nematode_0.02_4x_1	0.0404893	0.0340215	0.0324033	0.0277335	0.0415889	0.0349932	0.0332442	0.0285073	0.0434006	0.0367938	0.035128	0.0304428	0.0452679	0.038748	0.0370172	0.0323282	0.0468576	0.0404493	0.0387047	0.0342436	0.0482335	0.0420211	0.0403168	0.0358623	0.0201717	0.0129506	0.0	0.0062417	0.0397888	0.032958	0.0315704	0.0267998	
nematode_0.02_8x_1	0.0343126	0.0284867	0.027528	0.0222751	0.0354284	0.0295908	0.0283839	0.023135	0.0372195	0.0313541	0.0304094	0.0250203	0.0391602	0.0332857	0.0322943	0.0269918	0.0408599	0.0350923	0.0340025	0.0289101	0.0421918	0.0367213	0.0357517	0.0305668	0.0138841	0.00757386	0.0062417	0.0	0.0335168	0.0274531	0.0266095	0.0212974	
nematode_0.0_1x_1	0.0246305	0.020816	0.0212411	0.0144289	0.0256512	0.0218597	0.0222303	0.0154292	0.0276673	0.0237908	0.0241549	0.0175036	0.0295743	0.0255061	0.026091	0.0194498	0.0313832	0.0276173	0.0281275	0.0215427	0.0332332	0.0296239	0.0300611	0.0235148	0.0430618	0.0395172	0.0397888	0.0335168	0.0	0.0195165	0.0200069	0.0134027	
nematode_0.0_2x_1	0.0208287	0.0152644	0.0145127	0.00867615	0.0218597	0.0163429	0.0155192	0.00966717	0.0238041	0.0182037	0.0174056	0.0116965	0.0256683	0.0200981	0.0194361	0.0136512	0.0277269	0.0221979	0.0214387	0.0158319	0.0292758	0.0241836	0.0233408	0.0177228	0.0393245	0.0337453	0.032958	0.0274531	0.0195165	0.0	0.0133226	0.00764983	
nematode_0.0_4x_1	0.021196	0.0145734	0.0128774	0.00779604	0.0222541	0.0155811	0.0139099	0.00875307	0.0242706	0.0173939	0.0158614	0.0107748	0.0259211	0.0194287	0.0178243	0.0127302	0.028086	0.0214304	0.0197977	0.0148441	0.0298289	0.0233217	0.0217751	0.0167427	0.0396117	0.0330473	0.0315704	0.0266095	0.0200069	0.0133226	0.0	0.00676963	
nematode_0.0_8x_1	0.0145052	0.00871003	0.00780787	0.00195465	0.0155331	0.00976512	0.00883953	0.00296174	0.0175865	0.0117966	0.0108459	0.00503938	0.0193753	0.013745	0.0128888	0.00703961	0.0215323	0.0158193	0.0148834	0.00921001	0.0233148	0.0178739	0.0169293	0.0112095	0.0334133	0.0276598	0.0267998	0.0212974	0.0134027	0.00764983	0.00676963	0.0	
