sample	rotifer_0.001_1x	rotifer_0.001_2x	rotifer_0.001_4x	rotifer_0.001_8x	rotifer_0.002_1x	rotifer_0.002_2x	rotifer_0.002_4x	rotifer_0.002_8x	rotifer_0.004_1x	rotifer_0.004_2x	rotifer_0.004_4x	rotifer_0.004_8x	rotifer_0.006_1x	rotifer_0.006_2x	rotifer_0.006_4x	rotifer_0.006_8x	rotifer_0.008_1x	rotifer_0.008_2x	rotifer_0.008_4x	rotifer_0.008_8x	rotifer_0.01_1x	rotifer_0.01_2x	rotifer_0.01_4x	rotifer_0.01_8x	rotifer_0.02_1x	rotifer_0.02_2x	rotifer_0.02_4x	rotifer_0.02_8x	rotifer_0.0_1x	rotifer_0.0_2x	rotifer_0.0_4x	rotifer_0.0_8x
rotifer_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.00169	0.0	0.0	0.0	0.0	0.0	0.0026	0.00436	0.00575	0.0	0.0048	0.00671	0.00797	0.0	0.01499	0.01622	0.01755	0.00976	0.0	0.0	0.0	0.0
rotifer_0.008_1x	0.00908	0.00891	0.00889	0.0	0.0099	0.0099	0.00973	0.0	0.01167	0.0117	0.01165	0.00052	0.01369	0.01388	0.01373	0.00263	0.0	0.0	0.0	0.0	0.01754	0.01741	0.01753	0.00637	0.02702	0.02678	0.02672	0.01605	0.00789	0.00791	0.00784	0.0
rotifer_0.008_2x	0.00869	0.00881	0.00892	0.0	0.00985	0.00989	0.00992	0.00042	0.01175	0.01188	0.01176	0.00236	0.01359	0.0137	0.01363	0.00435	0.0	0.0	0.0	0.0	0.01753	0.01756	0.01766	0.00834	0.02719	0.02677	0.02686	0.01793	0.00765	0.00775	0.00788	0.0
rotifer_0.008_4x	0.00872	0.00872	0.00883	0.00079	0.00977	0.00985	0.00979	0.00177	0.01179	0.01178	0.01165	0.00368	0.01372	0.01367	0.01355	0.00572	0.0	0.0	0.0	0.0	0.01752	0.01758	0.01756	0.00971	0.02715	0.02681	0.02685	0.01925	0.00762	0.00765	0.00777	0.0
rotifer_0.008_8x	0.0	0.0	0.00071	0.0	0.0	0.00039	0.00171	0.0	0.00074	0.00239	0.00366	0.0	0.00273	0.00446	0.00564	0.0	0.0	0.0	0.0	0.0	0.00659	0.00839	0.00977	0.00172	0.01661	0.01784	0.01926	0.01158	0.0	0.0	0.0	0.0
rotifer_0.01_1x	0.01093	0.0112	0.01116	0.0	0.01205	0.01209	0.01201	0.00092	0.01368	0.01415	0.01394	0.00287	0.01551	0.01597	0.01581	0.00486	0.01754	0.01777	0.01784	0.00667	0.0	0.0	0.0	0.0	0.02917	0.02863	0.02864	0.01803	0.00991	0.01006	0.01007	0.0
rotifer_0.01_2x	0.01088	0.01096	0.01113	0.00167	0.01185	0.012	0.01197	0.00265	0.01387	0.01399	0.01395	0.00465	0.01564	0.016	0.01589	0.0067	0.01717	0.01756	0.01765	0.00838	0.0	0.0	0.0	0.0	0.02909	0.02876	0.02882	0.02009	0.00991	0.00994	0.01002	0.0007
rotifer_0.01_4x	0.01067	0.01082	0.01092	0.00297	0.01181	0.01191	0.01181	0.00392	0.01371	0.01386	0.01376	0.00585	0.0157	0.0158	0.01568	0.00792	0.01723	0.01758	0.01756	0.00972	0.0	0.0	0.0	0.0	0.02912	0.02877	0.0288	0.02129	0.00989	0.00978	0.0098	0.00199
rotifer_0.01_8x	0.0	0.00144	0.0029	0.0	0.00069	0.00252	0.00384	0.0	0.00275	0.00454	0.00583	0.0	0.00466	0.00661	0.00784	0.0	0.00629	0.00836	0.00976	0.00172	0.0	0.0	0.0	0.0	0.01872	0.01997	0.02137	0.01376	0.0	0.00035	0.00177	0.0
rotifer_0.02_1x	0.02078	0.02106	0.02117	0.01032	0.02178	0.02237	0.0221	0.01135	0.02332	0.02412	0.02388	0.01318	0.02544	0.02596	0.02581	0.01517	0.02702	0.02756	0.02761	0.0168	0.02916	0.02948	0.02962	0.01894	0.0	0.0	0.0	0.0	0.02006	0.02015	0.02018	0.00936
rotifer_0.02_2x	0.02017	0.02037	0.02051	0.0114	0.02129	0.0213	0.02138	0.01236	0.02276	0.02331	0.02322	0.01424	0.02465	0.02518	0.02517	0.0162	0.02642	0.02678	0.02693	0.01782	0.02825	0.02877	0.0289	0.01995	0.0	0.0	0.0	0.0	0.01921	0.01928	0.0195	0.01044
rotifer_0.02_4x	0.01991	0.02007	0.02031	0.01262	0.0212	0.02124	0.02123	0.01358	0.02271	0.02327	0.02313	0.01543	0.02457	0.02495	0.02505	0.01746	0.02627	0.02676	0.02686	0.01916	0.02816	0.02871	0.02881	0.02127	0.0	0.0	0.0	0.0	0.01921	0.01921	0.01936	0.01165
rotifer_0.02_8x	0.00939	0.01108	0.01262	0.00486	0.01041	0.01233	0.0136	0.00586	0.01212	0.01428	0.01545	0.00774	0.01401	0.01614	0.01744	0.00976	0.01587	0.01796	0.01936	0.01158	0.01782	0.02012	0.02141	0.01376	0.0	0.0	0.0	0.0	0.00836	0.01013	0.01159	0.00385
rotifer_0.0_1x	0.00097	0.00087	0.00089	0.0	0.00212	0.00212	0.00204	0.0	0.00405	0.00408	0.00391	0.0	0.00612	0.00603	0.00582	0.0	0.00789	0.00776	0.00776	0.0	0.00991	0.01005	0.01007	0.0	0.02007	0.01948	0.01955	0.00846	0.0	0.0	0.0	0.0
rotifer_0.0_2x	0.0009	0.0009	0.00088	0.0	0.00201	0.00195	0.00188	0.0	0.00401	0.00405	0.00386	0.0	0.00582	0.00598	0.00579	0.0	0.0078	0.00776	0.00769	0.0	0.00993	0.00995	0.00983	0.00034	0.01989	0.01928	0.0193	0.01012	0.0	0.0	0.0	0.0
rotifer_0.0_4x	0.00089	0.00083	0.00077	0.0	0.00197	0.00191	0.00173	0.0	0.0039	0.00393	0.00367	0.0	0.00595	0.00588	0.00571	0.0	0.00771	0.00785	0.00778	0.0	0.0099	0.00999	0.00981	0.00176	0.01985	0.01944	0.01937	0.01153	0.0	0.0	0.0	0.0
rotifer_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.002	0.0	0.00928	0.01047	0.01173	0.00386	0.0	0.0	0.0	0.0
