sample	rotifer_0.001_1x	rotifer_0.001_2x	rotifer_0.001_4x	rotifer_0.001_8x	rotifer_0.002_1x	rotifer_0.002_2x	rotifer_0.002_4x	rotifer_0.002_8x	rotifer_0.004_1x	rotifer_0.004_2x	rotifer_0.004_4x	rotifer_0.004_8x	rotifer_0.006_1x	rotifer_0.006_2x	rotifer_0.006_4x	rotifer_0.006_8x	rotifer_0.008_1x	rotifer_0.008_2x	rotifer_0.008_4x	rotifer_0.008_8x	rotifer_0.01_1x	rotifer_0.01_2x	rotifer_0.01_4x	rotifer_0.01_8x	rotifer_0.02_1x	rotifer_0.02_2x	rotifer_0.02_4x	rotifer_0.02_8x	rotifer_0.0_1x	rotifer_0.0_2x	rotifer_0.0_4x	rotifer_0.0_8x
rotifer_0.006_1x	0.00686	0.00689	0.00686	0.0	0.00783	0.00797	0.00774	0.0	0.00981	0.00982	0.00961	0.0	0.0	0.0	0.0	0.0	0.0136	0.01361	0.0137	0.00247	0.01542	0.01569	0.01571	0.00442	0.02538	0.02482	0.02474	0.01388	0.00604	0.00576	0.00582	0.0
rotifer_0.006_2x	0.0068	0.00678	0.00667	0.0	0.00783	0.0078	0.00758	0.0	0.00979	0.00978	0.00953	0.0	0.0	0.0	0.0	0.0	0.01352	0.01345	0.01339	0.00408	0.01558	0.01576	0.01553	0.00623	0.02547	0.02493	0.02472	0.01575	0.00579	0.00577	0.0056	0.0
rotifer_0.006_4x	0.00653	0.00651	0.00636	0.0	0.00762	0.00748	0.00726	0.0	0.00949	0.00954	0.00924	0.00122	0.0	0.0	0.0	0.0	0.01325	0.01324	0.01313	0.00517	0.01529	0.0155	0.01527	0.00736	0.02515	0.02474	0.02464	0.01691	0.00547	0.00547	0.00531	0.0
rotifer_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.00232	0.00399	0.00531	0.0	0.00452	0.00635	0.00753	0.0	0.01474	0.01587	0.01713	0.00932	0.0	0.0	0.0	0.0
rotifer_0.008_1x	0.009	0.0088	0.00866	0.0	0.00982	0.00973	0.00946	0.0	0.01159	0.01153	0.01138	0.0	0.0136	0.01371	0.01347	0.00234	0.0	0.0	0.0	0.0	0.01745	0.01724	0.01727	0.00607	0.02696	0.02661	0.02646	0.01576	0.00781	0.00777	0.00761	0.0
rotifer_0.008_2x	0.00853	0.00863	0.00862	0.0	0.00969	0.00964	0.00958	0.0	0.01159	0.01164	0.01142	0.00199	0.01343	0.01345	0.01329	0.00398	0.0	0.0	0.0	0.0	0.01736	0.01732	0.01732	0.00798	0.02705	0.02653	0.02653	0.01757	0.00749	0.00755	0.00757	0.0
rotifer_0.008_4x	0.00848	0.00846	0.00845	0.00034	0.00953	0.00952	0.00937	0.00131	0.01154	0.01145	0.01123	0.00324	0.01347	0.01335	0.01313	0.00527	0.0	0.0	0.0	0.0	0.01728	0.01726	0.01715	0.00927	0.02693	0.0265	0.02645	0.01882	0.00738	0.00736	0.00739	0.0
rotifer_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.00045	0.00203	0.00321	0.0	0.00244	0.0041	0.0052	0.0	0.0	0.0	0.0	0.0	0.00631	0.00804	0.00934	0.00127	0.01636	0.0175	0.01885	0.01114	0.0	0.0	0.0	0.0
rotifer_0.01_1x	0.01085	0.0111	0.01093	0.0	0.01198	0.01192	0.01174	0.00062	0.01359	0.01398	0.01367	0.00257	0.01542	0.0158	0.01554	0.00456	0.01745	0.0176	0.01757	0.00637	0.0	0.0	0.0	0.0	0.02911	0.02846	0.02839	0.01773	0.00984	0.00993	0.00984	0.0
rotifer_0.01_2x	0.01072	0.01079	0.01082	0.0013	0.0117	0.01175	0.01163	0.00228	0.01371	0.01374	0.01361	0.00428	0.01548	0.01576	0.01555	0.00633	0.01701	0.01732	0.01732	0.00801	0.0	0.0	0.0	0.0	0.02895	0.02852	0.02849	0.01973	0.00975	0.00974	0.00971	0.0
rotifer_0.01_4x	0.01044	0.01056	0.01054	0.00252	0.01157	0.01158	0.0114	0.00347	0.01347	0.01354	0.01335	0.0054	0.01546	0.01548	0.01527	0.00748	0.01699	0.01726	0.01715	0.00928	0.0	0.0	0.0	0.0	0.02891	0.02846	0.0284	0.02086	0.00965	0.00949	0.00942	0.00154
rotifer_0.01_8x	0.0	0.00115	0.00249	0.0	0.00042	0.00216	0.0034	0.0	0.00247	0.00418	0.00539	0.0	0.00438	0.00625	0.00741	0.0	0.00601	0.008	0.00933	0.00127	0.0	0.0	0.0	0.0	0.01847	0.01964	0.02096	0.01333	0.0	0.0	0.00135	0.0
rotifer_0.02_1x	0.02071	0.02097	0.02095	0.01003	0.02172	0.02222	0.02185	0.01106	0.02325	0.02397	0.02362	0.01289	0.02538	0.0258	0.02556	0.01488	0.02695	0.02741	0.02736	0.01651	0.0291	0.02933	0.02937	0.01865	0.0	0.0	0.0	0.0	0.02	0.02003	0.01996	0.00908
rotifer_0.02_2x	0.02002	0.02019	0.02021	0.01103	0.02114	0.02106	0.02104	0.01198	0.0226	0.02307	0.02288	0.01387	0.0245	0.02494	0.02484	0.01583	0.02627	0.02654	0.0266	0.01745	0.02809	0.02853	0.02857	0.01959	0.0	0.0	0.0	0.0	0.01906	0.01907	0.0192	0.01007
rotifer_0.02_4x	0.01969	0.01983	0.01994	0.01219	0.02098	0.02093	0.02083	0.01314	0.02248	0.02296	0.02273	0.015	0.02435	0.02465	0.02465	0.01703	0.02604	0.02645	0.02646	0.01873	0.02794	0.02841	0.02841	0.02084	0.0	0.0	0.0	0.0	0.01899	0.01894	0.01898	0.01121
rotifer_0.02_8x	0.00914	0.0108	0.01223	0.00441	0.01016	0.01199	0.01318	0.0054	0.01186	0.01394	0.01502	0.00729	0.01375	0.01581	0.01703	0.00932	0.01561	0.01763	0.01895	0.01115	0.01756	0.01979	0.021	0.01333	0.0	0.0	0.0	0.0	0.00811	0.00982	0.01119	0.00339
rotifer_0.0_1x	0.0009	0.00078	0.00067	0.0	0.00205	0.00197	0.00179	0.0	0.00397	0.00392	0.00366	0.0	0.00604	0.00587	0.00556	0.0	0.00781	0.00759	0.0075	0.0	0.00983	0.00988	0.00981	0.0	0.02001	0.01931	0.0193	0.00818	0.0	0.0	0.0	0.0
rotifer_0.0_2x	0.00078	0.00076	0.00062	0.0	0.00189	0.00175	0.00158	0.0	0.00388	0.00384	0.00357	0.0	0.00569	0.00577	0.00549	0.0	0.00767	0.00755	0.00739	0.0	0.0098	0.00974	0.00953	0.0	0.01978	0.01907	0.019	0.00979	0.0	0.0	0.0	0.0
rotifer_0.0_4x	0.00068	0.0006	0.00042	0.0	0.00176	0.00161	0.00134	0.0	0.00369	0.00363	0.00327	0.0	0.00573	0.00558	0.00532	0.0	0.00749	0.00755	0.00739	0.0	0.00969	0.00969	0.00942	0.00134	0.01965	0.01914	0.01899	0.01112	0.0	0.0	0.0	0.0
rotifer_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.009	0.01011	0.01129	0.00339	0.0	0.0	0.0	0.0
