sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.01_2x	0.01025	0.01064	0.01045	0.00172	0.01139	0.01161	0.01157	0.00275	0.01332	0.01351	0.01339	0.00465	0.0153	0.01561	0.01544	0.00675	0.01754	0.01737	0.01726	0.00863	0.0	0.0	0.0	0.0	0.02898	0.02921	0.02923	0.02065	0.00962	0.00972	0.00956	0.00073
leech_0.01_4x	0.01027	0.01062	0.01042	0.00299	0.01138	0.01142	0.01144	0.00395	0.01327	0.01349	0.01328	0.00592	0.01531	0.01545	0.0153	0.00793	0.01746	0.01739	0.01725	0.00985	0.0	0.0	0.0	0.0	0.0291	0.02898	0.02905	0.0218	0.00963	0.00961	0.0095	0.00203
leech_0.01_8x	0.0	0.0017	0.00281	0.0	0.00084	0.00262	0.00392	0.0	0.00292	0.00466	0.00579	0.0	0.00497	0.00676	0.00785	0.00043	0.0072	0.00875	0.00984	0.00242	0.0	0.0	0.0	0.0	0.01898	0.0207	0.02193	0.01464	0.0	0.00073	0.00191	0.0
leech_0.02_1x	0.02067	0.02067	0.02067	0.01042	0.0216	0.02153	0.02168	0.01138	0.02377	0.02379	0.02359	0.01329	0.0254	0.02559	0.02561	0.0153	0.0274	0.02713	0.02733	0.01712	0.02901	0.02923	0.02941	0.01911	0.0	0.0	0.0	0.0	0.01947	0.02004	0.01986	0.00944
leech_0.02_2x	0.02017	0.02047	0.02048	0.01194	0.02106	0.02152	0.02146	0.01286	0.02323	0.02345	0.02334	0.0148	0.02526	0.02542	0.02533	0.01682	0.02733	0.02727	0.02728	0.01872	0.02857	0.02921	0.02905	0.02067	0.0	0.0	0.0	0.0	0.01916	0.01974	0.01967	0.01091
leech_0.02_4x	0.02015	0.02055	0.02038	0.01312	0.0211	0.02136	0.02145	0.0141	0.02309	0.02341	0.02329	0.016	0.02491	0.02527	0.02531	0.01792	0.02707	0.02708	0.02703	0.01977	0.02832	0.02917	0.02905	0.02185	0.0	0.0	0.0	0.0	0.01911	0.01961	0.01956	0.0121
leech_0.02_8x	0.01	0.01189	0.01298	0.00573	0.01076	0.01285	0.01401	0.00671	0.01308	0.01486	0.01591	0.00862	0.01488	0.01688	0.01797	0.01072	0.01706	0.01863	0.01986	0.01258	0.01843	0.02069	0.0219	0.01464	0.0	0.0	0.0	0.0	0.0089	0.011	0.01216	0.0047
leech_0.0_1x	0.00075	0.00067	0.00056	0.0	0.00162	0.00167	0.00154	0.0	0.0036	0.00377	0.00359	0.0	0.00558	0.00569	0.00563	0.0	0.00791	0.00767	0.00781	0.0	0.00952	0.00971	0.00974	0.0	0.01947	0.01932	0.01932	0.00896	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00071	0.0008	0.00058	0.0	0.00163	0.00163	0.00162	0.0	0.00371	0.00377	0.0036	0.0	0.00584	0.00572	0.00567	0.0	0.00776	0.00779	0.00756	0.0	0.00953	0.00972	0.00964	0.00073	0.01986	0.01973	0.01965	0.01098	0.0	0.0	0.0	0.0
leech_0.0_4x	0.0005	0.00078	0.0006	0.0	0.00167	0.00162	0.00166	0.0	0.00359	0.0038	0.0036	0.0	0.00562	0.00578	0.0057	0.0	0.00787	0.00781	0.00762	0.0	0.00936	0.00953	0.0095	0.0019	0.01964	0.01961	0.01955	0.0121	0.0	0.0	0.0	0.0
leech_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00204	0.0	0.00938	0.01093	0.01215	0.00469	0.0	0.0	0.0	0.0
