sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.004_4x	0.00376	0.00334	0.00295	0.0	0.00464	0.00433	0.00376	0.0	0.0	0.0	0.0	0.0	0.00869	0.00809	0.00738	0.0	0.01072	0.00995	0.00921	0.0	0.01241	0.01195	0.0112	0.00232	0.02194	0.02133	0.02041	0.01186	0.00293	0.00228	0.00192	0.0
oyster_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.00154	0.00259	0.0	0.00992	0.01154	0.01253	0.00398	0.0	0.0	0.0	0.0
oyster_0.006_1x	0.0068	0.00661	0.00625	0.0	0.00785	0.00777	0.00711	0.0	0.0096	0.00945	0.00885	0.0	0.0	0.0	0.0	0.0	0.01352	0.01307	0.01225	0.0	0.01496	0.01474	0.01405	0.00154	0.02413	0.02373	0.023	0.01076	0.00586	0.00566	0.00529	0.0
oyster_0.006_2x	0.00617	0.00583	0.00544	0.0	0.00718	0.00694	0.00632	0.0	0.00906	0.00853	0.00807	0.0	0.0	0.0	0.0	0.0	0.01302	0.01251	0.01162	0.00115	0.01456	0.01422	0.01342	0.00294	0.02384	0.02341	0.02246	0.01243	0.00532	0.00485	0.00445	0.0
oyster_0.006_4x	0.00551	0.00517	0.00468	0.0	0.0064	0.00616	0.00552	0.0	0.00843	0.00789	0.00738	0.0	0.0	0.0	0.0	0.0	0.01237	0.01169	0.01088	0.00218	0.01406	0.01354	0.01277	0.00406	0.02353	0.02291	0.02186	0.01352	0.00451	0.00403	0.00368	0.0
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.00234	0.0	0.00176	0.00333	0.00429	0.0	0.01193	0.01344	0.01429	0.00581	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00886	0.00871	0.00831	0.0	0.00944	0.00962	0.00907	0.0	0.01153	0.01126	0.01092	0.0	0.01353	0.0133	0.01261	0.0	0.0	0.0	0.0	0.0	0.01688	0.01678	0.01604	0.00357	0.02566	0.02534	0.02477	0.01267	0.00763	0.00759	0.00732	0.0
oyster_0.008_2x	0.00806	0.00769	0.00727	0.0	0.00881	0.00878	0.00817	0.0	0.01088	0.0104	0.00993	0.0	0.01279	0.01251	0.01166	0.00129	0.0	0.0	0.0	0.0	0.01623	0.0159	0.01513	0.00485	0.02507	0.0248	0.02407	0.01409	0.007	0.00663	0.00628	0.0
oyster_0.008_4x	0.00718	0.0069	0.00653	0.0	0.00814	0.00799	0.00738	0.0	0.01014	0.00969	0.0092	0.00045	0.01203	0.01164	0.01088	0.00229	0.0	0.0	0.0	0.0	0.01559	0.01526	0.01446	0.00591	0.02474	0.02429	0.02338	0.0152	0.00628	0.00586	0.0055	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.00223	0.0	0.0	0.0	0.0	0.0	0.00359	0.00523	0.00622	0.0	0.01327	0.01493	0.01586	0.00755	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.01049	0.01043	0.01016	0.0	0.01146	0.01163	0.01105	0.0	0.01319	0.01304	0.01264	0.0	0.01496	0.01488	0.01433	0.00175	0.01688	0.01658	0.01589	0.00357	0.0	0.0	0.0	0.0	0.02732	0.02729	0.02653	0.01466	0.00953	0.00937	0.00919	0.0
oyster_0.01_2x	0.00992	0.00967	0.00931	0.0	0.0108	0.01084	0.01024	0.0	0.01269	0.01237	0.01193	0.00149	0.01443	0.01421	0.01352	0.00325	0.01642	0.0159	0.01524	0.00511	0.0	0.0	0.0	0.0	0.02705	0.02676	0.02597	0.0161	0.00913	0.00872	0.00839	0.0
oyster_0.01_4x	0.00909	0.00888	0.00847	0.0	0.01001	0.00998	0.00936	0.00063	0.01198	0.01161	0.0112	0.00252	0.01379	0.01344	0.01277	0.0042	0.01574	0.01515	0.01446	0.00609	0.0	0.0	0.0	0.0	0.02662	0.0261	0.02531	0.01713	0.00828	0.00779	0.00755	0.0
oyster_0.01_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.00103	0.00237	0.0	0.00155	0.00301	0.00415	0.0	0.00359	0.00497	0.00603	0.0	0.0	0.0	0.0	0.0	0.01518	0.01675	0.0177	0.00941	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.01957	0.01992	0.01995	0.00726	0.02037	0.02074	0.0206	0.00801	0.02222	0.02249	0.0224	0.00986	0.02417	0.02439	0.02402	0.01191	0.02569	0.02564	0.02527	0.01325	0.02735	0.02767	0.02718	0.01517	0.0	0.0	0.0	0.0	0.01896	0.01903	0.01905	0.00643
oyster_0.02_2x	0.01857	0.01902	0.01882	0.00875	0.01921	0.01971	0.01944	0.00944	0.02127	0.02163	0.02131	0.01124	0.02325	0.02342	0.0229	0.01315	0.02482	0.02482	0.02428	0.01461	0.02673	0.02678	0.02609	0.0164	0.0	0.0	0.0	0.0	0.01793	0.01795	0.01779	0.0078
oyster_0.02_4x	0.01805	0.01825	0.0178	0.00976	0.01852	0.01896	0.01853	0.01047	0.02088	0.021	0.02042	0.01225	0.02257	0.0225	0.02187	0.01401	0.0243	0.02411	0.02339	0.01556	0.02602	0.02601	0.02533	0.01737	0.0	0.0	0.0	0.0	0.01726	0.01712	0.01689	0.00888
oyster_0.02_8x	0.00591	0.008	0.00936	0.0012	0.00653	0.00864	0.0101	0.002	0.00893	0.01083	0.01209	0.00396	0.01079	0.0127	0.01379	0.00581	0.01269	0.0144	0.01549	0.00754	0.01468	0.01644	0.01746	0.00941	0.0	0.0	0.0	0.0	0.00501	0.00685	0.00837	0.0
oyster_0.0_1x	0.00111	0.00072	0.0	0.0	0.00186	0.00173	0.001	0.0	0.0039	0.00355	0.00298	0.0	0.00588	0.00545	0.0046	0.0	0.00766	0.00717	0.00641	0.0	0.00956	0.00935	0.00846	0.0	0.01899	0.01836	0.01763	0.005	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.00071	0.0	0.0	0.0	0.00148	0.00109	0.0	0.0	0.00346	0.00291	0.00228	0.0	0.00557	0.00488	0.00404	0.0	0.00748	0.00667	0.00588	0.0	0.00922	0.00877	0.00782	0.0	0.0187	0.01803	0.01717	0.00673	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.0	0.0	0.0	0.0	0.00109	0.00063	0.0	0.0	0.00323	0.00253	0.00193	0.0	0.00523	0.00448	0.0037	0.0	0.00723	0.00633	0.00553	0.0	0.00907	0.00845	0.00759	0.0	0.01876	0.01789	0.01697	0.00825	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.00804	0.00912	0.0	0.0	0.0	0.0	0.0
