sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.00245	0.0	0.00161	0.00332	0.00424	0.0	0.01162	0.0132	0.01411	0.00588	0.0	0.0	0.0	0.0
nematode_0.006_1x	0.00687	0.00665	0.00647	0.0	0.00786	0.00748	0.00733	0.0	0.00969	0.00972	0.00945	0.0	0.0	0.0	0.0	0.0	0.01343	0.01324	0.01306	0.00133	0.01522	0.01511	0.01461	0.003	0.02474	0.02438	0.02354	0.01219	0.00573	0.0057	0.00568	0.0
nematode_0.006_2x	0.00677	0.00642	0.00626	0.0	0.00789	0.00767	0.00723	0.0	0.00943	0.00964	0.00925	0.0	0.0	0.0	0.0	0.0	0.0135	0.01343	0.01298	0.00317	0.01543	0.01496	0.01449	0.00475	0.0247	0.0245	0.02365	0.01424	0.00597	0.00548	0.00548	0.0
nematode_0.006_4x	0.00633	0.00591	0.00562	0.0	0.00728	0.00693	0.00651	0.0	0.00916	0.00906	0.0085	0.0	0.0	0.0	0.0	0.0	0.01301	0.0127	0.01219	0.00403	0.01497	0.01456	0.01395	0.00572	0.02441	0.02396	0.02317	0.01511	0.00532	0.00497	0.00478	0.0
nematode_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.00315	0.0043	0.0	0.00349	0.00515	0.00605	0.0	0.01351	0.01513	0.01578	0.00772	0.0	0.0	0.0	0.0
nematode_0.008_1x	0.00879	0.00868	0.00844	0.0	0.0095	0.00966	0.00942	0.0	0.01156	0.01157	0.0113	0.0	0.01342	0.01361	0.01305	0.0015	0.0	0.0	0.0	0.0	0.01713	0.01704	0.01655	0.00505	0.0261	0.02621	0.02549	0.01425	0.00772	0.00772	0.00765	0.0
nematode_0.008_2x	0.00859	0.00832	0.00808	0.0	0.00969	0.00942	0.00907	0.0	0.0114	0.01139	0.01105	0.00131	0.01314	0.01343	0.01265	0.00307	0.0	0.0	0.0	0.0	0.017	0.01676	0.01633	0.00677	0.02627	0.02633	0.02544	0.01616	0.00763	0.00753	0.00733	0.0
nematode_0.008_4x	0.00835	0.00789	0.00774	0.0	0.00928	0.00908	0.0087	0.0006	0.0111	0.01107	0.01062	0.00241	0.01301	0.01303	0.01219	0.00423	0.0	0.0	0.0	0.0	0.01674	0.01641	0.01591	0.00785	0.02631	0.026	0.02513	0.01727	0.0074	0.0071	0.00686	0.0
nematode_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.00226	0.0	0.00136	0.00325	0.0041	0.0	0.0	0.0	0.0	0.0	0.00536	0.00704	0.00804	0.0	0.01538	0.01711	0.01776	0.00982	0.0	0.0	0.0	0.0
nematode_0.01_1x	0.01087	0.01074	0.01032	0.0	0.01156	0.01161	0.0113	0.0	0.01336	0.01339	0.01323	0.00157	0.01521	0.01555	0.01502	0.00342	0.01713	0.01713	0.01679	0.00527	0.0	0.0	0.0	0.0	0.02803	0.02773	0.02726	0.01609	0.00986	0.00982	0.00964	0.0
nematode_0.01_2x	0.01061	0.01039	0.00992	0.00053	0.01145	0.01129	0.01094	0.00142	0.01327	0.01324	0.01285	0.00324	0.01498	0.01496	0.0145	0.00503	0.01691	0.01676	0.01634	0.00689	0.0	0.0	0.0	0.0	0.02792	0.02769	0.02711	0.01781	0.00962	0.00946	0.00921	0.0
nematode_0.01_4x	0.01006	0.00976	0.00941	0.00147	0.01084	0.01074	0.01035	0.00235	0.01265	0.01272	0.01224	0.00416	0.01455	0.01454	0.01395	0.00595	0.01649	0.0164	0.01591	0.00791	0.0	0.0	0.0	0.0	0.02771	0.02751	0.02671	0.0189	0.00892	0.00886	0.00864	0.0006
nematode_0.01_8x	0.0	0.0	0.00103	0.0	0.0	0.00081	0.00204	0.0	0.00109	0.00289	0.00402	0.0	0.00305	0.00484	0.00581	0.0	0.00513	0.0069	0.00796	0.0	0.0	0.0	0.0	0.0	0.01692	0.01851	0.0193	0.01138	0.0	0.0	0.0	0.0
nematode_0.02_1x	0.02048	0.0205	0.02018	0.00904	0.02106	0.02127	0.02098	0.00982	0.02286	0.02299	0.02278	0.01143	0.02473	0.0249	0.02451	0.01331	0.02609	0.02649	0.02642	0.01517	0.02803	0.02815	0.02783	0.01673	0.0	0.0	0.0	0.0	0.01943	0.01932	0.0194	0.00812
nematode_0.02_2x	0.02004	0.01992	0.01961	0.01052	0.02059	0.02065	0.02043	0.01124	0.02221	0.02242	0.02217	0.01291	0.02417	0.0245	0.02388	0.01481	0.02599	0.02633	0.02592	0.01676	0.02751	0.02769	0.02742	0.01818	0.0	0.0	0.0	0.0	0.01881	0.01888	0.01885	0.00965
nematode_0.02_4x	0.01934	0.01921	0.01889	0.01131	0.02	0.02006	0.01975	0.01213	0.02167	0.0218	0.0216	0.01386	0.02344	0.02374	0.02317	0.01553	0.02538	0.02553	0.02513	0.01748	0.02715	0.02721	0.02672	0.01905	0.0	0.0	0.0	0.0	0.01809	0.01819	0.01812	0.01051
nematode_0.02_8x	0.008	0.00962	0.01084	0.00327	0.00869	0.01047	0.01166	0.00409	0.01051	0.01237	0.01358	0.00586	0.01233	0.0145	0.01532	0.0077	0.01442	0.01646	0.01751	0.0098	0.01628	0.01813	0.01916	0.01138	0.0	0.0	0.0	0.0	0.00685	0.00857	0.01004	0.00237
nematode_0.0_1x	0.00117	0.00095	0.00065	0.0	0.00216	0.00187	0.00162	0.0	0.00398	0.00399	0.00365	0.0	0.00573	0.00602	0.00533	0.0	0.00773	0.0077	0.00742	0.0	0.00987	0.0097	0.00895	0.0	0.01945	0.01899	0.01817	0.00676	0.0	0.0	0.0	0.0
nematode_0.0_2x	0.00092	0.00049	0.0	0.0	0.00192	0.00159	0.0012	0.0	0.0037	0.00357	0.00324	0.0	0.00568	0.00549	0.00496	0.0	0.00769	0.00755	0.00708	0.0	0.00978	0.00949	0.00885	0.0	0.01923	0.01893	0.01817	0.00843	0.0	0.0	0.0	0.0
nematode_0.0_4x	0.00086	0.0	0.0	0.0	0.00175	0.0014	0.00105	0.0	0.00362	0.0035	0.00307	0.0	0.0057	0.00554	0.00481	0.0	0.00768	0.00741	0.0069	0.0	0.00967	0.00931	0.00868	0.0	0.01943	0.01903	0.01821	0.00995	0.0	0.0	0.0	0.0
nematode_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0083	0.00991	0.01073	0.00239	0.0	0.0	0.0	0.0
