sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.00237	0.00352	0.0	0.00258	0.00437	0.00544	0.0	0.01267	0.0144	0.01535	0.00686	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00906	0.00906	0.0089	0.0	0.00964	0.00981	0.00971	0.0	0.01173	0.01177	0.01167	0.0	0.01365	0.01381	0.01336	0.00082	0.0	0.0	0.0	0.0	0.01711	0.01729	0.01678	0.00439	0.02589	0.02584	0.02547	0.01346	0.00783	0.008	0.00797	0.0
oyster_0.008_2x	0.0085	0.00829	0.0081	0.0	0.00925	0.00921	0.00904	0.0	0.01132	0.01114	0.01091	0.00041	0.01316	0.01325	0.01263	0.00233	0.0	0.0	0.0	0.0	0.0167	0.01664	0.01608	0.00588	0.02553	0.02553	0.02499	0.01508	0.00744	0.00728	0.00716	0.0
oyster_0.008_4x	0.00781	0.00769	0.00756	0.0	0.00877	0.00861	0.00844	0.0	0.01077	0.01062	0.01033	0.00161	0.01257	0.01257	0.01201	0.00345	0.0	0.0	0.0	0.0	0.01624	0.01617	0.01557	0.00705	0.02536	0.02516	0.02442	0.01628	0.00691	0.0067	0.00656	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.00037	0.00223	0.0034	0.0	0.0	0.0	0.0	0.0	0.00439	0.00625	0.00736	0.0	0.014	0.01587	0.01691	0.00858	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.01069	0.01079	0.01075	0.0	0.01166	0.01182	0.01169	0.0	0.01339	0.01355	0.01339	0.00084	0.01508	0.01539	0.01508	0.00259	0.01711	0.01709	0.01663	0.00441	0.0	0.0	0.0	0.0	0.02754	0.02778	0.02723	0.01546	0.00973	0.00978	0.00984	0.0
oyster_0.01_2x	0.01036	0.01027	0.01014	0.0	0.01124	0.01127	0.01111	0.00071	0.01312	0.01311	0.0129	0.00253	0.01479	0.01495	0.01449	0.00429	0.0169	0.01664	0.0162	0.00614	0.0	0.0	0.0	0.0	0.02751	0.02748	0.02688	0.01709	0.00957	0.00936	0.00927	0.0
oyster_0.01_4x	0.00971	0.00965	0.00948	0.00098	0.01063	0.01059	0.01041	0.0018	0.01259	0.01252	0.01231	0.00368	0.01432	0.01435	0.01388	0.00535	0.01638	0.01605	0.01556	0.00723	0.0	0.0	0.0	0.0	0.02722	0.02696	0.02634	0.0182	0.00891	0.00862	0.00859	0.0
oyster_0.01_8x	0.0	0.0	0.00055	0.0	0.0	0.0	0.00152	0.0	0.0	0.00206	0.00354	0.0	0.00224	0.00403	0.0053	0.0	0.00437	0.00598	0.00718	0.0	0.0	0.0	0.0	0.0	0.01588	0.01767	0.01873	0.01043	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.01975	0.02027	0.02054	0.00812	0.02055	0.02093	0.02123	0.00886	0.0224	0.02298	0.02314	0.01071	0.02427	0.02489	0.02476	0.01275	0.02591	0.02614	0.026	0.01409	0.02757	0.02817	0.0279	0.016	0.0	0.0	0.0	0.0	0.01914	0.01943	0.0197	0.00729
oyster_0.02_2x	0.01898	0.01958	0.01963	0.00979	0.01962	0.02011	0.02028	0.01047	0.02168	0.02234	0.02226	0.01227	0.02358	0.02413	0.02383	0.01417	0.02526	0.02553	0.02521	0.01563	0.02717	0.02749	0.02702	0.01741	0.0	0.0	0.0	0.0	0.01834	0.01857	0.01865	0.00884
oyster_0.02_4x	0.01861	0.01896	0.01875	0.01087	0.01907	0.01951	0.01951	0.01157	0.02143	0.02184	0.02147	0.01334	0.02304	0.02334	0.02292	0.0151	0.02487	0.02495	0.02443	0.01663	0.02659	0.02684	0.02635	0.01844	0.0	0.0	0.0	0.0	0.01781	0.01788	0.01788	0.01
oyster_0.02_8x	0.0066	0.0088	0.0104	0.00229	0.00722	0.0093	0.01115	0.00307	0.00959	0.01176	0.01317	0.00501	0.01138	0.01362	0.01485	0.00685	0.01337	0.01531	0.01654	0.00857	0.01535	0.01734	0.01849	0.01042	0.0	0.0	0.0	0.0	0.0057	0.0077	0.00941	0.00134
oyster_0.0_1x	0.00127	0.00103	0.00089	0.0	0.00201	0.00187	0.00159	0.0	0.00406	0.00401	0.00368	0.0	0.00596	0.00591	0.0053	0.0	0.00786	0.00764	0.0071	0.0	0.00976	0.00982	0.00915	0.0	0.01918	0.01882	0.01829	0.00575	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.00107	0.00059	0.0	0.0	0.00184	0.00142	0.00112	0.0	0.00381	0.00356	0.00315	0.0	0.00585	0.00553	0.00491	0.0	0.00787	0.00732	0.00674	0.0	0.00961	0.00942	0.00868	0.0	0.01908	0.01867	0.018	0.00762	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.00086	0.0	0.0	0.0	0.00168	0.00121	0.00102	0.0	0.00382	0.0034	0.00302	0.0	0.00573	0.00536	0.00478	0.0	0.00785	0.00721	0.0066	0.0	0.00968	0.00932	0.00866	0.0	0.01936	0.01874	0.01799	0.00932	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00731	0.00906	0.01025	0.00135	0.0	0.0	0.0	0.0
