sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.004_4x	0.00997	0.00805	0.00835	0.01096	0.01077	0.00909	0.00885	0.01141	0.00663	0.00434	0.0	0.00229	0.01489	0.01264	0.01107	0.01324	0.01667	0.01412	0.01241	0.0143	0.01862	0.0159	0.01343	0.01532	0.02681	0.0244	0.01994	0.02143	0.00903	0.00713	0.0077	0.01051
moss_0.004_8x	0.01414	0.01232	0.01147	0.01445	0.01499	0.01339	0.01186	0.01487	0.01064	0.00841	0.00238	0.0	0.01924	0.01671	0.0136	0.01601	0.02048	0.018	0.01473	0.01705	0.02254	0.01984	0.01562	0.01792	0.03057	0.02809	0.02151	0.02388	0.01327	0.01136	0.01105	0.01407
moss_0.006_1x	0.00665	0.00717	0.01253	0.01654	0.0077	0.00813	0.01333	0.01712	0.00993	0.00977	0.01505	0.01866	0.0	0.0	0.00749	0.01094	0.01382	0.01316	0.01844	0.02132	0.01525	0.01497	0.01987	0.02239	0.02347	0.02321	0.0277	0.02943	0.00606	0.00611	0.01169	0.01581
moss_0.006_2x	0.00624	0.00604	0.01008	0.01415	0.00713	0.00701	0.01086	0.01463	0.00919	0.00884	0.01249	0.01587	0.0	0.0	0.00438	0.0078	0.01312	0.01216	0.01559	0.01844	0.01466	0.01404	0.01687	0.01949	0.02327	0.02276	0.02407	0.02606	0.00511	0.00509	0.00928	0.01331
moss_0.006_4x	0.01155	0.00956	0.00949	0.012	0.01238	0.0106	0.00998	0.01229	0.01433	0.01239	0.01105	0.01309	0.00742	0.00444	0.0	0.0	0.01801	0.01545	0.01333	0.01508	0.01998	0.01722	0.01443	0.01595	0.02805	0.02556	0.02091	0.02231	0.01058	0.00863	0.00892	0.01159
moss_0.006_8x	0.01554	0.01363	0.01262	0.01532	0.01633	0.01465	0.01283	0.01546	0.01827	0.01642	0.0137	0.01597	0.0113	0.00823	0.0	0.0	0.02168	0.0192	0.01554	0.01759	0.02357	0.02106	0.01633	0.01862	0.03188	0.02922	0.02249	0.02456	0.01478	0.01274	0.01221	0.01493
moss_0.008_1x	0.00863	0.00883	0.01425	0.0179	0.00946	0.00974	0.01511	0.01842	0.01161	0.01168	0.01683	0.01985	0.01381	0.01342	0.01822	0.02109	0.0	0.0	0.00778	0.01052	0.01668	0.01646	0.02136	0.02363	0.02514	0.02468	0.02862	0.03007	0.00765	0.00794	0.01319	0.01724
moss_0.008_2x	0.00759	0.00759	0.01145	0.01546	0.00855	0.00868	0.01225	0.01585	0.01066	0.01044	0.01394	0.01708	0.01284	0.01214	0.01527	0.01829	0.0	0.0	0.00446	0.00737	0.01585	0.01523	0.0181	0.02064	0.02429	0.024	0.02527	0.02731	0.00665	0.00671	0.01059	0.01476
moss_0.008_4x	0.01337	0.01148	0.01082	0.01308	0.01415	0.0124	0.0113	0.01334	0.01616	0.0141	0.01238	0.01417	0.01818	0.01573	0.01332	0.01498	0.0077	0.00451	0.0	0.0	0.02165	0.0188	0.01566	0.01701	0.02953	0.02712	0.02175	0.02304	0.01258	0.01043	0.01045	0.01273
moss_0.008_8x	0.01686	0.01513	0.01368	0.01622	0.01779	0.01606	0.01393	0.01633	0.01975	0.0178	0.01478	0.017	0.02187	0.01932	0.01561	0.01757	0.01087	0.00778	0.0	0.0	0.02512	0.02232	0.01742	0.01925	0.03278	0.03032	0.02323	0.02487	0.01621	0.01415	0.01347	0.01583
moss_0.01_1x	0.0105	0.01063	0.01605	0.01971	0.01118	0.0115	0.01694	0.02033	0.01322	0.01334	0.0188	0.02185	0.01522	0.01498	0.0202	0.02293	0.01666	0.01622	0.02193	0.02448	0.0	0.0	0.00769	0.01	0.0265	0.02608	0.03004	0.03181	0.00936	0.00973	0.01512	0.01904
moss_0.01_2x	0.00953	0.00957	0.01332	0.01713	0.01049	0.01056	0.01412	0.01769	0.01255	0.01243	0.01569	0.01883	0.01459	0.01401	0.01702	0.02005	0.01605	0.01522	0.0186	0.02128	0.0	0.0	0.00423	0.00692	0.02592	0.02554	0.02672	0.02865	0.00847	0.00865	0.0125	0.01664
moss_0.01_4x	0.01489	0.01279	0.01194	0.01401	0.0156	0.01371	0.01254	0.01437	0.01784	0.01542	0.01338	0.01501	0.01957	0.01701	0.0144	0.01574	0.02106	0.01826	0.01565	0.01681	0.00762	0.00429	0.0	0.0	0.03054	0.02833	0.02262	0.02377	0.01401	0.01187	0.01161	0.01368
moss_0.01_8x	0.01805	0.01624	0.01484	0.01701	0.01903	0.0173	0.01511	0.01739	0.02093	0.01893	0.01582	0.01785	0.02293	0.02039	0.01649	0.0186	0.02421	0.02161	0.0176	0.01923	0.01033	0.0073	0.0	0.0	0.03403	0.0315	0.0243	0.0257	0.01736	0.01531	0.01456	0.01681
moss_0.02_1x	0.01884	0.01982	0.02467	0.02798	0.01975	0.02055	0.02551	0.0285	0.0217	0.02215	0.02711	0.02973	0.02342	0.02379	0.0284	0.0311	0.02511	0.02486	0.02993	0.03202	0.02649	0.02655	0.03099	0.03329	0.0	0.0	0.00725	0.00904	0.01831	0.0189	0.02372	0.02737
moss_0.02_2x	0.01789	0.01858	0.02206	0.02518	0.01853	0.01931	0.02276	0.02575	0.02055	0.02094	0.02408	0.02671	0.0226	0.02269	0.02527	0.02787	0.02405	0.02396	0.02684	0.02896	0.02544	0.02552	0.02807	0.03013	0.0	0.0	0.0032	0.00531	0.01708	0.01773	0.0213	0.02468
moss_0.02_4x	0.02227	0.02041	0.01882	0.01999	0.02313	0.02124	0.0191	0.02012	0.0249	0.02287	0.01985	0.02067	0.02721	0.02421	0.02084	0.02167	0.02814	0.02544	0.0217	0.0224	0.02956	0.02692	0.02258	0.02346	0.00717	0.00324	0.0	0.0	0.0215	0.01951	0.01838	0.01965
moss_0.02_8x	0.02513	0.02346	0.0213	0.02325	0.02594	0.0244	0.02146	0.02327	0.02773	0.02593	0.02206	0.02375	0.03	0.02715	0.023	0.02449	0.03068	0.02848	0.02377	0.02481	0.03247	0.02989	0.02454	0.02566	0.00933	0.0056	0.0	0.0	0.02456	0.02256	0.02106	0.02295
moss_0.0_1x	0.00043	0.00046	0.00637	0.0109	0.00156	0.00128	0.00736	0.01148	0.00375	0.00343	0.0092	0.01297	0.00613	0.00529	0.0108	0.01451	0.00774	0.00689	0.01288	0.01594	0.00949	0.00878	0.01435	0.0171	0.01855	0.01773	0.0221	0.02432	0.0	0.0	0.00531	0.01011
moss_0.0_2x	0.00056	0.0	0.00458	0.00894	0.00147	0.00123	0.00541	0.00952	0.00386	0.00319	0.00708	0.01083	0.00602	0.00512	0.00858	0.01219	0.00782	0.00676	0.01039	0.01356	0.00958	0.00872	0.01183	0.0147	0.0186	0.01789	0.0195	0.02176	0.0	0.0	0.00366	0.00839
moss_0.0_4x	0.00626	0.00463	0.00594	0.00944	0.0071	0.00574	0.00649	0.00984	0.00933	0.00752	0.00775	0.01073	0.01168	0.00947	0.00899	0.01189	0.01318	0.01082	0.01055	0.01312	0.0151	0.01277	0.01173	0.0142	0.02364	0.02174	0.01859	0.02059	0.00526	0.00371	0.0	0.00888
moss_0.0_8x	0.01139	0.00975	0.00976	0.01337	0.01217	0.01082	0.01013	0.01363	0.01424	0.01252	0.01095	0.01412	0.01641	0.01411	0.0121	0.01501	0.01791	0.01565	0.0133	0.01593	0.01976	0.01764	0.01429	0.01694	0.02831	0.02609	0.02054	0.02315	0.01042	0.00885	0.00919	0.0
