sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.01_1x	0.01065	0.01051	0.01027	0.0	0.01159	0.01138	0.01106	0.0	0.01336	0.01351	0.013	0.00149	0.0148	0.01529	0.01466	0.00322	0.01688	0.01679	0.01641	0.00494	0.0	0.0	0.0	0.0	0.02774	0.02767	0.0269	0.01591	0.00978	0.00962	0.00928	0.0
nematode_0.01_2x	0.01019	0.00989	0.00973	0.0	0.01117	0.011	0.01059	0.00119	0.01311	0.013	0.01249	0.00291	0.01447	0.01463	0.01422	0.00472	0.01678	0.01666	0.01619	0.0066	0.0	0.0	0.0	0.0	0.02775	0.02755	0.02669	0.01751	0.00945	0.00907	0.00879	0.0
nematode_0.01_4x	0.00983	0.00938	0.00913	0.00127	0.01066	0.01034	0.01002	0.00214	0.01249	0.0125	0.01198	0.0039	0.01415	0.0143	0.01377	0.00575	0.0164	0.01609	0.01568	0.00757	0.0	0.0	0.0	0.0	0.02745	0.02714	0.02633	0.01858	0.0089	0.00851	0.00826	0.00035
nematode_0.01_8x	0.0	0.0	0.00091	0.0	0.0	0.00067	0.00186	0.0	0.0012	0.00289	0.00384	0.0	0.00275	0.00474	0.00572	0.0	0.00507	0.00672	0.00783	0.0	0.0	0.0	0.0	0.0	0.01681	0.01837	0.01902	0.01121	0.0	0.0	0.0	0.0
nematode_0.02_1x	0.01997	0.02023	0.01975	0.00886	0.02099	0.02117	0.0208	0.00976	0.02274	0.02311	0.0224	0.01141	0.02435	0.02473	0.02405	0.0132	0.02612	0.02607	0.02568	0.01468	0.02774	0.02799	0.02757	0.01662	0.0	0.0	0.0	0.0	0.0192	0.01928	0.01905	0.00802
nematode_0.02_2x	0.01968	0.0197	0.01941	0.01046	0.02052	0.0206	0.02038	0.0113	0.02235	0.02261	0.02215	0.01299	0.02388	0.02433	0.02379	0.01476	0.02576	0.02587	0.02558	0.01635	0.02745	0.02755	0.02705	0.01804	0.0	0.0	0.0	0.0	0.01883	0.01876	0.01859	0.00962
nematode_0.02_4x	0.01879	0.01875	0.01862	0.01105	0.01973	0.0198	0.01958	0.01187	0.02135	0.02175	0.02132	0.01359	0.02309	0.02344	0.02295	0.01538	0.02511	0.02505	0.02482	0.01708	0.02679	0.02679	0.02634	0.01876	0.0	0.0	0.0	0.0	0.01801	0.01784	0.01774	0.01021
nematode_0.02_8x	0.00773	0.00932	0.01053	0.00315	0.00872	0.01037	0.01152	0.00408	0.0105	0.01246	0.01331	0.00581	0.01216	0.01426	0.01517	0.00766	0.01418	0.01586	0.0171	0.00937	0.0161	0.01783	0.01884	0.01121	0.0	0.0	0.0	0.0	0.00687	0.00834	0.00968	0.00226
nematode_0.0_1x	0.00103	0.0008	0.00059	0.0	0.00216	0.00178	0.00156	0.0	0.00392	0.00394	0.00342	0.0	0.00566	0.00582	0.00526	0.0	0.00782	0.00755	0.00724	0.0	0.00979	0.00953	0.00893	0.0	0.01922	0.019	0.01808	0.00678	0.0	0.0	0.0	0.0
nematode_0.0_2x	0.00091	0.0005	0.0	0.0	0.00197	0.00151	0.00114	0.0	0.00388	0.00376	0.00307	0.0	0.00555	0.00559	0.00496	0.0	0.00765	0.00735	0.00691	0.0	0.00958	0.0091	0.0085	0.0	0.01918	0.01882	0.01782	0.0082	0.0	0.0	0.0	0.0
nematode_0.0_4x	0.0006	0.0	0.0	0.0	0.00174	0.00127	0.00089	0.0	0.00364	0.00336	0.00285	0.0	0.00533	0.00539	0.00471	0.0	0.00747	0.00714	0.00673	0.0	0.00932	0.00889	0.0083	0.0	0.01909	0.01876	0.01783	0.0096	0.0	0.0	0.0	0.0
nematode_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.00819	0.00988	0.01042	0.00227	0.0	0.0	0.0	0.0
