sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.004_4x	0.00445	0.00402	0.00386	0.0	0.00549	0.00511	0.0049	0.0	0.0	0.0	0.0	0.0	0.00894	0.00914	0.00855	0.00037	0.01113	0.01082	0.01048	0.00221	0.01283	0.01257	0.01209	0.00398	0.0222	0.0222	0.02137	0.01329	0.00338	0.00309	0.00293	0.0
nematode_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.00135	0.00256	0.0	0.00159	0.00316	0.00421	0.0	0.01165	0.01339	0.01399	0.00611	0.0	0.0	0.0	0.0
nematode_0.006_1x	0.0066	0.00658	0.00628	0.0	0.00746	0.0074	0.0072	0.0	0.00952	0.00932	0.00899	0.0	0.0	0.0	0.0	0.0	0.01294	0.01294	0.01263	0.00106	0.01457	0.01453	0.01423	0.00282	0.02413	0.02396	0.02315	0.01209	0.00554	0.00552	0.00534	0.0
nematode_0.006_2x	0.0067	0.00648	0.0063	0.0	0.00768	0.00763	0.0073	0.0	0.0095	0.00951	0.00911	0.0	0.0	0.0	0.0	0.0	0.01311	0.01311	0.01283	0.00309	0.01505	0.01468	0.01436	0.00483	0.02442	0.02431	0.02342	0.01415	0.00576	0.00561	0.00545	0.0
nematode_0.006_4x	0.00621	0.00596	0.00571	0.0	0.00735	0.00701	0.00671	0.0	0.00923	0.00904	0.00854	0.00051	0.0	0.0	0.0	0.0	0.01285	0.01272	0.01235	0.00413	0.01454	0.01436	0.01393	0.00587	0.02388	0.02389	0.02304	0.01515	0.00528	0.00505	0.00484	0.0
nematode_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.00145	0.00316	0.00438	0.0	0.00334	0.005	0.00607	0.0	0.01343	0.01516	0.01578	0.00795	0.0	0.0	0.0	0.0
nematode_0.008_1x	0.00835	0.00854	0.0084	0.0	0.00947	0.00949	0.00951	0.0	0.01123	0.01134	0.0112	0.0	0.01294	0.01323	0.01295	0.00144	0.0	0.0	0.0	0.0	0.01662	0.01682	0.01645	0.00508	0.02585	0.02581	0.02515	0.01406	0.00765	0.0076	0.00744	0.0
nematode_0.008_2x	0.0084	0.00825	0.0081	0.0	0.00962	0.00937	0.00911	0.0	0.01124	0.01115	0.01079	0.00132	0.01281	0.01311	0.0127	0.00311	0.0	0.0	0.0	0.0	0.01653	0.01669	0.01614	0.00678	0.02574	0.02584	0.025	0.01572	0.00745	0.00735	0.00717	0.0
nematode_0.008_4x	0.00821	0.00785	0.00776	0.0	0.0093	0.00896	0.00877	0.00081	0.01089	0.01092	0.01046	0.00252	0.01253	0.01285	0.01236	0.00432	0.0	0.0	0.0	0.0	0.01627	0.01632	0.01582	0.00795	0.02549	0.02567	0.02489	0.01705	0.00724	0.007	0.00685	0.0
nematode_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.00108	0.00224	0.0	0.00107	0.00314	0.00418	0.0	0.0	0.0	0.0	0.0	0.00506	0.0069	0.00791	0.0	0.01491	0.01676	0.01749	0.00965	0.0	0.0	0.0	0.0
nematode_0.01_1x	0.01046	0.0104	0.01026	0.0	0.01138	0.01127	0.01106	0.0	0.01314	0.01322	0.0129	0.00158	0.01457	0.0152	0.01465	0.00331	0.01661	0.01669	0.0164	0.00502	0.0	0.0	0.0	0.0	0.02744	0.02749	0.02681	0.01594	0.00959	0.00952	0.00927	0.0
nematode_0.01_2x	0.01014	0.00991	0.00984	0.00045	0.01112	0.01101	0.01071	0.00139	0.01305	0.01284	0.01253	0.0031	0.01439	0.01467	0.01434	0.00491	0.01666	0.01669	0.0163	0.00679	0.0	0.0	0.0	0.0	0.02762	0.02751	0.02674	0.01765	0.00941	0.0091	0.0089	0.0
nematode_0.01_4x	0.00983	0.00945	0.00928	0.00151	0.01065	0.0104	0.01018	0.00238	0.01247	0.01239	0.01207	0.00415	0.01412	0.01438	0.01393	0.00598	0.01632	0.01616	0.01582	0.0078	0.0	0.0	0.0	0.0	0.02735	0.02714	0.02641	0.01876	0.00891	0.00858	0.00841	0.0006
nematode_0.01_8x	0.0	0.0	0.00113	0.0	0.0	0.00082	0.00209	0.0	0.00131	0.00288	0.00402	0.0	0.00284	0.00491	0.00595	0.0	0.00511	0.00688	0.00805	0.0	0.0	0.0	0.0	0.0	0.01681	0.01844	0.01915	0.01146	0.0	0.0	0.0	0.0
nematode_0.02_1x	0.01978	0.02014	0.01977	0.00901	0.02079	0.02108	0.02083	0.00991	0.02252	0.02284	0.02233	0.01155	0.02412	0.02465	0.02407	0.01333	0.02584	0.02598	0.02569	0.0148	0.02743	0.02788	0.02756	0.01673	0.0	0.0	0.0	0.0	0.01901	0.01919	0.01907	0.00817
nematode_0.02_2x	0.01956	0.01966	0.01948	0.01064	0.0204	0.02056	0.02046	0.01147	0.02221	0.0224	0.02213	0.01316	0.02373	0.02431	0.02386	0.01492	0.02556	0.02584	0.02564	0.01651	0.02723	0.02751	0.0271	0.01819	0.0	0.0	0.0	0.0	0.01872	0.01873	0.01865	0.0098
nematode_0.02_4x	0.01871	0.01875	0.01871	0.01125	0.01964	0.01979	0.01968	0.01207	0.02125	0.02157	0.02134	0.01378	0.02296	0.02345	0.02304	0.01556	0.02495	0.02504	0.0249	0.01726	0.0266	0.02678	0.02641	0.01893	0.0	0.0	0.0	0.0	0.01793	0.01785	0.01783	0.01042
nematode_0.02_8x	0.00776	0.0094	0.01069	0.00343	0.00875	0.01044	0.01169	0.00436	0.01051	0.01237	0.01343	0.00609	0.01215	0.01435	0.01533	0.00793	0.01413	0.01594	0.01725	0.00963	0.01602	0.01789	0.01898	0.01146	0.0	0.0	0.0	0.0	0.00691	0.00842	0.00984	0.00254
nematode_0.0_1x	0.00095	0.00077	0.00064	0.0	0.00206	0.00175	0.00162	0.0	0.00382	0.00373	0.0034	0.0	0.00554	0.00581	0.00532	0.0	0.00766	0.00753	0.0073	0.0	0.0096	0.00951	0.00898	0.0	0.01903	0.01892	0.01808	0.00687	0.0	0.0	0.0	0.0
nematode_0.0_2x	0.00088	0.00052	0.0	0.0	0.00193	0.00152	0.00123	0.0	0.00382	0.00359	0.00309	0.0	0.00549	0.00563	0.00506	0.0	0.00754	0.00737	0.007	0.0	0.00945	0.00912	0.00858	0.0	0.01906	0.01878	0.01786	0.00832	0.0	0.0	0.0	0.0
nematode_0.0_4x	0.00064	0.0	0.0	0.0	0.00177	0.00134	0.00104	0.0	0.00365	0.00327	0.00294	0.0	0.00532	0.00549	0.00487	0.0	0.00743	0.00722	0.00688	0.0	0.00925	0.00896	0.00844	0.0	0.01901	0.01876	0.01791	0.00977	0.0	0.0	0.0	0.0
nematode_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.00827	0.01	0.0106	0.00255	0.0	0.0	0.0	0.0
