sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.008_4x	0.00882	0.00868	0.0088	0.00889	0.00969	0.00983	0.00994	0.0099	0.01192	0.01172	0.01188	0.01183	0.01337	0.01362	0.01356	0.01361	0.0	0.0	0.0	0.0	0.01769	0.01758	0.01765	0.01768	0.02721	0.02744	0.02758	0.02739	0.00777	0.00782	0.00791	0.00787
leech_0.008_8x	0.00879	0.00869	0.00882	0.00881	0.00956	0.00983	0.00994	0.00981	0.0119	0.01171	0.01183	0.01184	0.01337	0.01358	0.01351	0.01354	0.0	0.0	0.0	0.0	0.01758	0.01756	0.01762	0.01765	0.02733	0.02745	0.02751	0.02745	0.00771	0.00787	0.00789	0.00784
leech_0.01_1x	0.01054	0.01077	0.01102	0.01098	0.01143	0.01193	0.01209	0.01191	0.01376	0.01356	0.01391	0.01383	0.01532	0.01567	0.01556	0.01562	0.01761	0.01774	0.0179	0.01772	0.0	0.0	0.0	0.0	0.02885	0.02886	0.02928	0.02917	0.00956	0.0097	0.01002	0.00991
leech_0.01_2x	0.01067	0.01055	0.01073	0.01085	0.0115	0.0118	0.01195	0.01184	0.01373	0.01361	0.01369	0.01369	0.01522	0.01552	0.0154	0.01555	0.01733	0.01759	0.01764	0.01755	0.0	0.0	0.0	0.0	0.02888	0.02918	0.02936	0.02919	0.00964	0.00969	0.00983	0.00977
leech_0.01_4x	0.01077	0.01066	0.01079	0.01088	0.01147	0.01179	0.01188	0.01187	0.01394	0.0137	0.01378	0.01374	0.01552	0.01559	0.01548	0.01558	0.01726	0.01763	0.01765	0.01755	0.0	0.0	0.0	0.0	0.02887	0.02929	0.0294	0.0292	0.00977	0.00977	0.00985	0.00981
leech_0.01_8x	0.01079	0.0107	0.01092	0.01091	0.01148	0.0119	0.01203	0.0118	0.01398	0.01375	0.01388	0.01374	0.01556	0.01569	0.01557	0.01556	0.01733	0.01778	0.01775	0.01765	0.0	0.0	0.0	0.0	0.02925	0.02937	0.02936	0.02935	0.00985	0.00991	0.00997	0.0099
leech_0.02_1x	0.02058	0.02054	0.02061	0.02085	0.02136	0.02148	0.0218	0.02182	0.02356	0.02335	0.02367	0.02363	0.02464	0.02527	0.02529	0.02548	0.02696	0.02749	0.02752	0.02754	0.02885	0.02914	0.02921	0.02947	0.0	0.0	0.0	0.0	0.0196	0.01947	0.01977	0.01982
leech_0.02_2x	0.02038	0.02042	0.02063	0.02075	0.02143	0.02153	0.02183	0.02178	0.02321	0.02318	0.02352	0.02355	0.02463	0.02515	0.0253	0.02538	0.02669	0.02724	0.02752	0.02743	0.02861	0.02919	0.02938	0.02936	0.0	0.0	0.0	0.0	0.01944	0.01952	0.01983	0.01977
leech_0.02_4x	0.02047	0.02066	0.0207	0.02067	0.02168	0.0217	0.02189	0.02159	0.02368	0.02334	0.02377	0.02359	0.02496	0.02533	0.02535	0.02527	0.02707	0.02743	0.02759	0.02742	0.02895	0.02928	0.02941	0.02927	0.0	0.0	0.0	0.0	0.01962	0.01973	0.0199	0.01969
leech_0.02_8x	0.02056	0.02069	0.02068	0.02078	0.02163	0.02174	0.0219	0.02168	0.0238	0.02328	0.02364	0.02365	0.02503	0.02546	0.02534	0.02547	0.02706	0.02741	0.0275	0.02746	0.02896	0.02922	0.02932	0.02936	0.0	0.0	0.0	0.0	0.0198	0.01984	0.01987	0.01976
leech_0.0_1x	0.00075	0.00081	0.00075	0.00094	0.00179	0.00193	0.00207	0.00201	0.00389	0.0038	0.00381	0.0039	0.00565	0.00567	0.00568	0.00588	0.00782	0.00804	0.00786	0.00778	0.00957	0.00973	0.00989	0.00993	0.0196	0.01961	0.01985	0.01996	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00077	0.00067	0.00081	0.00092	0.00178	0.00187	0.00195	0.00192	0.00392	0.00373	0.00387	0.00381	0.00558	0.00575	0.00571	0.00577	0.00775	0.0079	0.00784	0.00787	0.0096	0.00969	0.0098	0.0099	0.01929	0.01951	0.01978	0.01982	0.0	0.0	0.0	0.0
leech_0.0_4x	0.00086	0.00076	0.00081	0.00092	0.00187	0.00189	0.00202	0.00196	0.00402	0.00375	0.00385	0.00385	0.00582	0.00575	0.00574	0.00585	0.00779	0.00791	0.00791	0.00786	0.0099	0.00979	0.00985	0.00993	0.01953	0.01976	0.01989	0.01979	0.0	0.0	0.0	0.0
leech_0.0_8x	0.00075	0.00069	0.00081	0.00091	0.00174	0.0019	0.00195	0.00189	0.00401	0.00371	0.00384	0.00386	0.00571	0.0058	0.00573	0.00579	0.00769	0.00783	0.0079	0.00784	0.00982	0.00977	0.00984	0.0099	0.01965	0.01978	0.01975	0.01975	0.0	0.0	0.0	0.0
