sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.004_4x	0.00898	0.00651	0.0069	0.00973	0.00961	0.00725	0.00728	0.00992	0.0056	0.00274	0.0	0.0	0.01246	0.01004	0.00963	0.01166	0.01436	0.01189	0.01075	0.01251	0.01564	0.01314	0.01189	0.01357	0.02358	0.02143	0.01821	0.01972	0.0078	0.00581	0.0063	0.00921
club-moss_0.004_8x	0.01293	0.01052	0.01017	0.01379	0.01381	0.01137	0.01036	0.0139	0.00938	0.00665	0.0	0.0	0.01664	0.01418	0.01237	0.01514	0.01835	0.01624	0.01336	0.01593	0.01988	0.0174	0.01446	0.01687	0.02804	0.02615	0.02073	0.02288	0.01175	0.00979	0.00997	0.01351
club-moss_0.006_1x	0.00539	0.00475	0.01028	0.01425	0.00609	0.00546	0.01109	0.01474	0.00801	0.007	0.01256	0.01582	0.0	0.0	0.00539	0.00843	0.01123	0.01021	0.01535	0.01815	0.01236	0.01146	0.01676	0.01947	0.02013	0.01956	0.02368	0.02578	0.00482	0.00401	0.00929	0.0135
club-moss_0.006_2x	0.00446	0.0038	0.00784	0.01173	0.00504	0.00445	0.00859	0.01221	0.007	0.00618	0.00994	0.01325	0.0	0.0	0.00227	0.00544	0.01017	0.00935	0.01264	0.01549	0.01165	0.0108	0.01394	0.01681	0.01972	0.01899	0.02093	0.02312	0.00357	0.00308	0.0071	0.01119
club-moss_0.006_4x	0.0106	0.00797	0.00813	0.01075	0.01123	0.00866	0.00854	0.01097	0.01298	0.01025	0.00966	0.01175	0.00538	0.00231	0.0	0.0	0.01575	0.01344	0.01176	0.01341	0.01711	0.0146	0.01296	0.01455	0.02503	0.0227	0.01907	0.02037	0.00941	0.00734	0.00766	0.01039
club-moss_0.006_8x	0.01427	0.01179	0.01113	0.01447	0.01511	0.01261	0.0112	0.01456	0.01667	0.01439	0.01227	0.01509	0.00889	0.00584	0.0	0.0	0.01964	0.01738	0.01418	0.01649	0.02105	0.01859	0.01536	0.01738	0.02919	0.02712	0.02139	0.02319	0.01306	0.01111	0.01097	0.01422
club-moss_0.008_1x	0.00738	0.00675	0.01225	0.01608	0.00785	0.00746	0.01307	0.01661	0.00955	0.00917	0.01453	0.01751	0.01126	0.01039	0.01589	0.01884	0.0	0.0	0.00574	0.00833	0.01391	0.01348	0.01886	0.02122	0.02175	0.02121	0.02554	0.02741	0.00645	0.00605	0.01135	0.01539
club-moss_0.008_2x	0.00639	0.00564	0.00974	0.0138	0.00701	0.00639	0.01048	0.01423	0.00871	0.00799	0.01181	0.01524	0.01005	0.00937	0.0133	0.01639	0.0	0.0	0.00237	0.00524	0.01313	0.01254	0.01594	0.01864	0.02117	0.0205	0.02269	0.0249	0.00542	0.00492	0.00898	0.01309
club-moss_0.008_4x	0.01194	0.00937	0.0093	0.01172	0.0128	0.01012	0.0097	0.01202	0.01435	0.01169	0.01081	0.01273	0.01529	0.01283	0.01179	0.01357	0.00574	0.00242	0.0	0.0	0.01845	0.01578	0.01403	0.01544	0.02612	0.02406	0.01985	0.02117	0.01093	0.00875	0.00886	0.01143
club-moss_0.008_8x	0.01547	0.01301	0.01208	0.01519	0.01635	0.01381	0.01225	0.01526	0.01765	0.01541	0.01311	0.01584	0.01891	0.01642	0.01402	0.01646	0.00873	0.0056	0.0	0.0	0.02219	0.01947	0.01606	0.01805	0.02985	0.02796	0.02199	0.02385	0.01433	0.01236	0.01188	0.01485
club-moss_0.01_1x	0.00874	0.0082	0.01358	0.01746	0.00938	0.00898	0.01439	0.01799	0.01088	0.01055	0.01587	0.01904	0.01242	0.01194	0.01731	0.02025	0.01395	0.01342	0.01862	0.02144	0.0	0.0	0.00561	0.00824	0.02318	0.0226	0.02694	0.0289	0.00783	0.00766	0.01275	0.0168
club-moss_0.01_2x	0.00767	0.00722	0.01107	0.01491	0.00848	0.00799	0.01179	0.01533	0.01003	0.0095	0.01308	0.01639	0.0113	0.01086	0.0145	0.01759	0.01326	0.01257	0.01564	0.01849	0.0	0.0	0.00201	0.00475	0.02261	0.02192	0.02381	0.02593	0.00665	0.00651	0.01035	0.01439
club-moss_0.01_4x	0.01352	0.01086	0.01063	0.013	0.01422	0.01161	0.01097	0.01326	0.01577	0.01306	0.01198	0.01382	0.01673	0.01417	0.01302	0.01473	0.01877	0.01617	0.01406	0.01545	0.00561	0.00204	0.0	0.0	0.02765	0.02538	0.02095	0.02206	0.01237	0.01025	0.01021	0.01268
club-moss_0.01_8x	0.01676	0.0143	0.0132	0.01614	0.01758	0.01518	0.01342	0.01629	0.01903	0.01665	0.01419	0.01674	0.02022	0.01777	0.01517	0.01731	0.02197	0.01963	0.01605	0.01802	0.0086	0.00504	0.0	0.0	0.03124	0.0291	0.02287	0.02462	0.01573	0.01366	0.01301	0.01602
club-moss_0.02_1x	0.01718	0.0171	0.02218	0.02563	0.01782	0.01769	0.02295	0.02611	0.01902	0.01909	0.02416	0.02721	0.02044	0.0204	0.02558	0.02846	0.02203	0.02185	0.02661	0.02918	0.02342	0.02327	0.02811	0.03061	0.0	0.0	0.00545	0.00733	0.01642	0.01645	0.02123	0.0249
club-moss_0.02_2x	0.01622	0.01606	0.01961	0.02349	0.01696	0.01649	0.02013	0.0239	0.01815	0.01815	0.02155	0.02497	0.01946	0.01926	0.02276	0.02601	0.02105	0.02074	0.02407	0.02689	0.02238	0.02212	0.02534	0.02806	0.0	0.0	0.00145	0.00366	0.01515	0.01525	0.01889	0.02292
club-moss_0.02_4x	0.02071	0.01819	0.01731	0.01922	0.02152	0.01885	0.01753	0.01937	0.02272	0.02049	0.01849	0.02002	0.02381	0.02143	0.01931	0.02074	0.02562	0.02318	0.02005	0.02138	0.02697	0.02425	0.02112	0.02227	0.00544	0.00148	0.0	0.0	0.01968	0.01759	0.01704	0.01893
club-moss_0.02_8x	0.02355	0.02119	0.01979	0.02223	0.02434	0.02189	0.0198	0.02229	0.02566	0.02364	0.02069	0.02283	0.02688	0.02451	0.02131	0.02321	0.02851	0.02632	0.02209	0.02393	0.02997	0.02733	0.02297	0.02474	0.00762	0.00387	0.0	0.0	0.02255	0.02058	0.01965	0.0221
club-moss_0.0_1x	0.00045	0.0	0.00537	0.00932	0.00118	0.0004	0.00627	0.00993	0.0029	0.002	0.00779	0.01103	0.00478	0.00361	0.00938	0.01233	0.00637	0.00546	0.01087	0.0136	0.00772	0.00668	0.01228	0.01499	0.01604	0.01511	0.01943	0.02143	0.0	0.0	0.00437	0.00867
club-moss_0.0_2x	0.0	0.0	0.0035	0.00744	0.00052	0.0	0.00424	0.00793	0.00241	0.00145	0.00567	0.00901	0.0039	0.00304	0.00716	0.01029	0.00585	0.00485	0.00852	0.0115	0.00739	0.00641	0.00996	0.01275	0.01573	0.01489	0.01701	0.01918	0.0	0.0	0.00254	0.00675
club-moss_0.0_4x	0.00565	0.00343	0.0047	0.00836	0.00645	0.00426	0.00515	0.00861	0.00815	0.0059	0.00638	0.00956	0.00936	0.00728	0.00773	0.01056	0.01139	0.00917	0.00892	0.01148	0.01275	0.01055	0.01026	0.0126	0.02098	0.01901	0.01698	0.01895	0.00446	0.00264	0.0	0.00735
club-moss_0.0_8x	0.01059	0.00823	0.00848	0.01285	0.01142	0.00911	0.00867	0.01299	0.01301	0.01086	0.00982	0.01359	0.01436	0.0121	0.01102	0.01435	0.0163	0.01409	0.01209	0.01502	0.01772	0.01543	0.01337	0.01623	0.02588	0.02419	0.01973	0.02227	0.00935	0.00743	0.00773	0.0
