sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.004_4x	0.00457	0.00449	0.00454	0.00458	0.00549	0.00563	0.00565	0.0056	0.0	0.0	0.0	0.0	0.00955	0.00952	0.0094	0.00943	0.01175	0.01154	0.01159	0.01148	0.01358	0.01342	0.01349	0.01352	0.02324	0.02322	0.02349	0.02324	0.00358	0.00362	0.00356	0.00351
leech_0.004_8x	0.00457	0.00443	0.0045	0.00458	0.00547	0.00567	0.00564	0.00553	0.0	0.0	0.0	0.0	0.00944	0.00953	0.00936	0.00942	0.0116	0.01158	0.01157	0.01152	0.01354	0.01345	0.01349	0.01342	0.02328	0.02333	0.02338	0.02333	0.00366	0.00357	0.00356	0.00353
leech_0.006_1x	0.00672	0.00647	0.00658	0.00662	0.0079	0.00759	0.0078	0.00759	0.00976	0.00943	0.00966	0.00951	0.0	0.0	0.0	0.0	0.01354	0.01355	0.01334	0.01327	0.01527	0.01524	0.01552	0.01547	0.02461	0.02473	0.02507	0.02501	0.00557	0.00551	0.0057	0.00554
leech_0.006_2x	0.00666	0.00645	0.00653	0.00657	0.0075	0.00761	0.00773	0.00756	0.00962	0.00958	0.00955	0.00951	0.0	0.0	0.0	0.0	0.01335	0.01347	0.01343	0.01331	0.01542	0.01535	0.01541	0.01543	0.02495	0.02497	0.02517	0.02518	0.0055	0.00558	0.00553	0.00553
leech_0.006_4x	0.00645	0.00634	0.00638	0.00645	0.0074	0.00755	0.00753	0.00747	0.00955	0.00938	0.0094	0.00932	0.0	0.0	0.0	0.0	0.01327	0.0133	0.01327	0.01315	0.01521	0.01512	0.0152	0.0152	0.02485	0.025	0.02507	0.02494	0.00543	0.00546	0.00545	0.0054
leech_0.006_8x	0.0065	0.00644	0.00653	0.00652	0.00749	0.0077	0.00764	0.00748	0.00961	0.00944	0.00947	0.00942	0.0	0.0	0.0	0.0	0.01331	0.01341	0.01336	0.01323	0.01532	0.01532	0.01533	0.01525	0.02512	0.02516	0.02506	0.02516	0.00563	0.00553	0.00556	0.00547
leech_0.008_1x	0.00888	0.00869	0.0087	0.00873	0.00978	0.00973	0.00994	0.00975	0.01223	0.01164	0.01188	0.01168	0.01354	0.01347	0.01342	0.0134	0.0	0.0	0.0	0.0	0.01765	0.01746	0.01738	0.01735	0.02701	0.0269	0.02729	0.02715	0.00784	0.00779	0.00779	0.00763
leech_0.008_2x	0.00877	0.00862	0.00855	0.00861	0.00948	0.00967	0.00977	0.00967	0.01174	0.01151	0.01157	0.01156	0.01343	0.01347	0.01333	0.01338	0.0	0.0	0.0	0.0	0.01747	0.01742	0.01745	0.01751	0.02716	0.02707	0.02728	0.02713	0.00784	0.00773	0.0077	0.00757
leech_0.008_4x	0.00864	0.00845	0.00851	0.00858	0.00951	0.0096	0.00965	0.00959	0.01174	0.01149	0.01159	0.01152	0.01319	0.01339	0.01327	0.0133	0.0	0.0	0.0	0.0	0.01753	0.01736	0.01736	0.01738	0.02706	0.02722	0.02731	0.0271	0.00759	0.00759	0.00762	0.00756
leech_0.008_8x	0.0086	0.00845	0.00851	0.00849	0.00937	0.00959	0.00964	0.00948	0.01171	0.01147	0.01153	0.01152	0.01318	0.01334	0.01321	0.01323	0.0	0.0	0.0	0.0	0.01741	0.01732	0.01732	0.01734	0.02718	0.02722	0.02722	0.02715	0.00751	0.00763	0.00758	0.00752
leech_0.01_1x	0.01049	0.01067	0.01085	0.01078	0.01137	0.01182	0.01191	0.01171	0.0137	0.01345	0.01373	0.01363	0.01527	0.01556	0.01538	0.01542	0.01765	0.01763	0.01773	0.01753	0.0	0.0	0.0	0.0	0.02883	0.02876	0.02912	0.02898	0.00951	0.00959	0.00985	0.00971
leech_0.01_2x	0.01054	0.01038	0.01049	0.01059	0.01137	0.01163	0.01171	0.01158	0.01361	0.01344	0.01346	0.01343	0.0151	0.01535	0.01516	0.0153	0.01731	0.01742	0.01741	0.01729	0.0	0.0	0.0	0.0	0.0288	0.02902	0.02913	0.02894	0.00951	0.00951	0.00959	0.00951
leech_0.01_4x	0.01059	0.01043	0.0105	0.01057	0.0113	0.01157	0.01159	0.01156	0.01377	0.01347	0.01349	0.01344	0.01534	0.01537	0.0152	0.01527	0.01719	0.01741	0.01737	0.01725	0.0	0.0	0.0	0.0	0.02874	0.02908	0.02913	0.02891	0.00959	0.00955	0.00956	0.0095
leech_0.01_8x	0.0106	0.01046	0.01061	0.01059	0.01129	0.01166	0.01173	0.01148	0.01378	0.0135	0.01358	0.01342	0.01537	0.01545	0.01527	0.01525	0.01724	0.01754	0.01745	0.01734	0.0	0.0	0.0	0.0	0.0291	0.02915	0.02908	0.02905	0.00966	0.00966	0.00966	0.00958
leech_0.02_1x	0.02053	0.02044	0.02044	0.02066	0.02131	0.02138	0.02163	0.02163	0.02352	0.02325	0.0235	0.02344	0.0246	0.02517	0.02513	0.02528	0.02701	0.0274	0.02736	0.02736	0.02884	0.02905	0.02905	0.02929	0.0	0.0	0.0	0.0	0.01956	0.01937	0.0196	0.01962
leech_0.02_2x	0.02027	0.02025	0.02039	0.02049	0.02131	0.02137	0.02159	0.02152	0.02309	0.02301	0.02329	0.0233	0.02452	0.02498	0.02507	0.02513	0.02668	0.02708	0.02729	0.02718	0.02852	0.02902	0.02915	0.02911	0.0	0.0	0.0	0.0	0.01932	0.01935	0.01959	0.01951
leech_0.02_4x	0.02031	0.02045	0.02042	0.02037	0.02152	0.02149	0.02161	0.02129	0.02352	0.02312	0.0235	0.0233	0.0248	0.02512	0.02508	0.02497	0.02701	0.02722	0.02732	0.02712	0.02882	0.02907	0.02914	0.02897	0.0	0.0	0.0	0.0	0.01946	0.01951	0.01961	0.01939
leech_0.02_8x	0.02038	0.02046	0.02039	0.02047	0.02146	0.02151	0.02161	0.02138	0.02362	0.02306	0.02335	0.02334	0.02486	0.02524	0.02505	0.02517	0.02699	0.02719	0.02722	0.02716	0.02881	0.029	0.02904	0.02907	0.0	0.0	0.0	0.0	0.01963	0.01961	0.01958	0.01945
leech_0.0_1x	0.00067	0.00068	0.00056	0.00073	0.00171	0.0018	0.00188	0.00179	0.00381	0.00367	0.00362	0.00369	0.00557	0.00555	0.00549	0.00567	0.00784	0.00791	0.00767	0.00756	0.00951	0.0096	0.0097	0.00972	0.01956	0.01949	0.01967	0.01975	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00064	0.0005	0.00057	0.00067	0.00166	0.0017	0.00171	0.00167	0.00379	0.00356	0.00363	0.00356	0.00546	0.00558	0.00548	0.00552	0.00772	0.00773	0.00761	0.00761	0.0095	0.00951	0.00957	0.00965	0.01919	0.01934	0.01955	0.01956	0.0	0.0	0.0	0.0
leech_0.0_4x	0.00067	0.00053	0.00052	0.00061	0.00168	0.00166	0.00173	0.00164	0.00384	0.00352	0.00356	0.00354	0.00563	0.00552	0.00545	0.00554	0.0077	0.00768	0.00762	0.00755	0.00974	0.00956	0.00956	0.00962	0.01938	0.01953	0.0196	0.01948	0.0	0.0	0.0	0.0
leech_0.0_8x	0.00054	0.00043	0.00049	0.00059	0.00153	0.00165	0.00164	0.00156	0.0038	0.00346	0.00353	0.00353	0.0055	0.00554	0.00542	0.00546	0.00758	0.00758	0.00759	0.00752	0.00964	0.00952	0.00954	0.00958	0.01949	0.01953	0.01945	0.01944	0.0	0.0	0.0	0.0
