sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.004_4x	0.00906	0.00593	0.00574	0.00798	0.00984	0.007	0.00623	0.00847	0.00502	0.00178	0.0	0.0	0.01369	0.01073	0.00855	0.01049	0.01553	0.01228	0.00997	0.01161	0.01757	0.01416	0.01105	0.01269	0.02604	0.02318	0.01805	0.01925	0.0081	0.00498	0.00507	0.00749
moss_0.004_8x	0.01355	0.01036	0.00867	0.01116	0.0144	0.0115	0.00913	0.01162	0.00927	0.0059	0.0	0.0	0.01849	0.01503	0.01097	0.01301	0.01977	0.01642	0.01218	0.01412	0.02197	0.01841	0.01315	0.01505	0.03042	0.02735	0.01964	0.02157	0.01266	0.00936	0.00825	0.01074
moss_0.006_1x	0.00621	0.0056	0.01081	0.01465	0.00725	0.00659	0.01158	0.01526	0.00936	0.00828	0.01339	0.01691	0.0	0.0	0.00533	0.00873	0.01309	0.0118	0.01698	0.01977	0.01454	0.01369	0.0185	0.02091	0.02291	0.02234	0.02684	0.02844	0.00564	0.00451	0.00995	0.01387
moss_0.006_2x	0.00529	0.00403	0.00786	0.0117	0.00615	0.00502	0.00862	0.01221	0.00809	0.00692	0.01032	0.01353	0.0	0.0	0.00172	0.00505	0.01186	0.01035	0.01357	0.01628	0.01343	0.01232	0.01493	0.0174	0.02222	0.02146	0.02257	0.02439	0.00413	0.00306	0.00704	0.01081
moss_0.006_4x	0.01075	0.00752	0.00692	0.00905	0.01157	0.00861	0.00741	0.00937	0.0134	0.01047	0.00853	0.01023	0.0055	0.00181	0.0	0.0	0.01695	0.01367	0.01092	0.01241	0.019	0.01555	0.01209	0.01332	0.02732	0.02439	0.01904	0.02015	0.00976	0.00658	0.00634	0.00861
moss_0.006_8x	0.01514	0.01186	0.01001	0.01223	0.01593	0.01294	0.01027	0.0124	0.0178	0.01482	0.01118	0.01298	0.00969	0.0057	0.0	0.0	0.02113	0.01779	0.01314	0.01482	0.02314	0.0198	0.014	0.01594	0.03189	0.02864	0.02078	0.02244	0.01437	0.01093	0.0096	0.0118
moss_0.008_1x	0.00826	0.0073	0.01257	0.01603	0.00906	0.00822	0.0134	0.01659	0.0111	0.01024	0.01522	0.01812	0.01308	0.01205	0.01669	0.01947	0.0	0.0	0.00554	0.0082	0.01599	0.01521	0.02002	0.02218	0.02462	0.02384	0.02776	0.02907	0.00727	0.00639	0.01148	0.01533
moss_0.008_2x	0.00669	0.00564	0.00927	0.01305	0.00763	0.00677	0.01005	0.01347	0.00963	0.00857	0.01182	0.01478	0.0116	0.01034	0.01321	0.01609	0.0	0.0	0.00174	0.00456	0.01466	0.01354	0.01619	0.01858	0.02327	0.02274	0.02381	0.02569	0.00575	0.00474	0.00839	0.01231
moss_0.008_4x	0.0127	0.00958	0.00832	0.01018	0.01346	0.01053	0.00879	0.01045	0.01536	0.01229	0.00992	0.01135	0.01719	0.01399	0.0109	0.01228	0.0057	0.00182	0.0	0.0	0.02078	0.01721	0.01338	0.01443	0.02887	0.02603	0.01991	0.0209	0.01192	0.0085	0.00796	0.0098
moss_0.008_8x	0.01659	0.0135	0.01115	0.01317	0.01752	0.01448	0.01145	0.01331	0.01941	0.01632	0.01233	0.01406	0.02139	0.01793	0.01321	0.01479	0.0091	0.00514	0.0	0.0	0.02481	0.02115	0.01517	0.01658	0.03283	0.02981	0.02155	0.02273	0.01594	0.01246	0.01095	0.01274
moss_0.01_1x	0.0102	0.00914	0.01442	0.01791	0.01084	0.01004	0.01529	0.01857	0.01275	0.01194	0.01725	0.0202	0.01453	0.01365	0.01874	0.02137	0.01599	0.01492	0.02057	0.02303	0.0	0.0	0.00537	0.00759	0.026	0.02528	0.02921	0.03088	0.00904	0.00822	0.01346	0.01718
moss_0.01_2x	0.00874	0.00771	0.01122	0.0148	0.00967	0.00873	0.01199	0.01539	0.01161	0.01066	0.01364	0.0166	0.01343	0.01229	0.01503	0.01793	0.01492	0.01353	0.0167	0.01924	0.0	0.0	0.00146	0.00405	0.02496	0.02434	0.02532	0.02708	0.00766	0.00678	0.01037	0.01426
moss_0.01_4x	0.01434	0.01098	0.00951	0.01115	0.01502	0.01193	0.01011	0.01155	0.01716	0.01371	0.01098	0.01225	0.01868	0.01536	0.01205	0.01308	0.0202	0.01666	0.01337	0.01421	0.00552	0.00153	0.0	0.0	0.02995	0.02732	0.02083	0.02167	0.01346	0.01004	0.00919	0.0108
moss_0.01_8x	0.01789	0.0147	0.0124	0.01401	0.01887	0.01582	0.01272	0.01444	0.02069	0.01754	0.01345	0.01497	0.02254	0.01909	0.01415	0.01588	0.02387	0.02038	0.01535	0.01656	0.00842	0.00457	0.0	0.0	0.03418	0.03108	0.02271	0.02362	0.01719	0.01372	0.01212	0.01379
moss_0.02_1x	0.01892	0.01876	0.02347	0.02668	0.01981	0.0195	0.02429	0.02724	0.02164	0.02116	0.02599	0.02856	0.02313	0.02288	0.02736	0.03007	0.02486	0.02399	0.029	0.03105	0.02626	0.02576	0.03012	0.03241	0.0	0.0	0.00454	0.00635	0.01842	0.01781	0.02248	0.02603
moss_0.02_2x	0.01765	0.01728	0.0205	0.02342	0.01825	0.01802	0.02117	0.02403	0.02014	0.0197	0.02256	0.02506	0.02198	0.02153	0.02381	0.02633	0.02345	0.02284	0.02548	0.02749	0.02486	0.02447	0.02678	0.02874	0.0	0.0	0.0	0.00235	0.01685	0.01642	0.01971	0.02288
moss_0.02_4x	0.02235	0.01922	0.01692	0.01764	0.02319	0.02008	0.01718	0.01779	0.02483	0.02176	0.01796	0.01839	0.02697	0.02315	0.01899	0.01951	0.02789	0.02443	0.01991	0.02029	0.02934	0.02599	0.02085	0.02142	0.00463	0.0	0.0	0.0	0.02159	0.0183	0.01648	0.01727
moss_0.02_8x	0.02567	0.02263	0.01946	0.02083	0.02648	0.02361	0.01965	0.02087	0.02816	0.02522	0.02028	0.02141	0.03031	0.0265	0.02128	0.02232	0.03096	0.02792	0.02211	0.02266	0.03284	0.02942	0.02294	0.02357	0.00696	0.00263	0.0	0.0	0.02512	0.0217	0.01922	0.02049
moss_0.0_1x	0.0	0.0	0.00504	0.00936	0.00143	0.0	0.00601	0.00998	0.00352	0.00229	0.00794	0.01157	0.00571	0.00423	0.00963	0.01322	0.00736	0.00589	0.01182	0.01475	0.00915	0.00788	0.01338	0.01597	0.01842	0.01727	0.0216	0.02367	0.0	0.0	0.00394	0.00852
moss_0.0_2x	0.0	0.0	0.00226	0.00644	0.0	0.0	0.00308	0.00705	0.00254	0.00108	0.00482	0.00845	0.00452	0.0031	0.0064	0.00992	0.00639	0.00481	0.0083	0.01137	0.00821	0.00688	0.00983	0.01257	0.01751	0.01654	0.01798	0.02009	0.0	0.0	0.00132	0.00585
moss_0.0_4x	0.00513	0.00233	0.00324	0.00639	0.00596	0.00349	0.0038	0.00682	0.00813	0.00536	0.00512	0.00779	0.01033	0.00742	0.00642	0.00909	0.01188	0.00883	0.00807	0.01039	0.0139	0.01091	0.00933	0.01153	0.02277	0.02046	0.0167	0.0184	0.0041	0.00139	0.0	0.00579
moss_0.0_8x	0.01048	0.00751	0.00677	0.00993	0.01126	0.00865	0.00722	0.01024	0.0133	0.01046	0.00807	0.0108	0.01537	0.01216	0.0093	0.01188	0.01694	0.01382	0.0106	0.01286	0.01892	0.01598	0.01168	0.01394	0.02798	0.02519	0.01857	0.02075	0.00947	0.00656	0.00619	0.0
