sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.006_2x_1	0.0268306	0.0220895	0.0218294	0.0156407	0.0277553	0.0230679	0.0229008	0.016692	0.0294928	0.0249474	0.0248731	0.0187229	0.0195922	0.0	0.0142413	0.00801532	0.0331918	0.0286493	0.0285743	0.0226075	0.0348683	0.0307002	0.030556	0.0247032	0.0432362	0.0391098	0.0392802	0.0336196	0.0259715	0.0211544	0.020832	0.0146348	
moss_0.006_4x_1	0.0283097	0.0221175	0.0209106	0.0156497	0.0291468	0.0231373	0.0218895	0.0166504	0.0307155	0.0249971	0.0238182	0.0185728	0.0206321	0.0142413	0.0	0.00748911	0.0343139	0.0285378	0.0273477	0.0223874	0.0361655	0.0305408	0.029338	0.02437	0.0442857	0.0389376	0.0381458	0.0332552	0.0274643	0.0212473	0.0198676	0.0145951	
moss_0.006_8x_1	0.0209395	0.0157863	0.0154649	0.00916893	0.0218555	0.0168452	0.0164331	0.0102228	0.0237098	0.0188296	0.0185568	0.0123005	0.0133948	0.00801532	0.00748911	0.0	0.0274055	0.0226155	0.0222802	0.0163382	0.0292635	0.0246599	0.0243475	0.0184229	0.0379564	0.033601	0.0335366	0.0278199	0.0199409	0.0148551	0.0143725	0.00804984	
moss_0.008_1x_1	0.0312255	0.0285457	0.0294764	0.0223729	0.0320511	0.0294025	0.0303708	0.0233057	0.0339546	0.0313272	0.0323751	0.0253493	0.0357258	0.0331918	0.0343139	0.0274055	0.0	0.0198409	0.0206281	0.0135464	0.0391775	0.0368766	0.0378563	0.0313149	0.0471648	0.0453833	0.0466179	0.040098	0.030432	0.0275046	0.0284837	0.0212816	
moss_0.008_2x_1	0.0287703	0.0239413	0.0237152	0.0177177	0.0295981	0.0250436	0.024646	0.0186513	0.0315037	0.0267058	0.0266068	0.0205633	0.0331164	0.0286493	0.0285378	0.0226155	0.0198409	0.0	0.014054	0.00794808	0.0366405	0.0324057	0.0322265	0.0265271	0.0446141	0.0407385	0.0407907	0.0351971	0.0278742	0.0230476	0.0227676	0.0166451	
moss_0.008_4x_1	0.0299263	0.0238166	0.0226177	0.0174735	0.0308684	0.0248434	0.0235348	0.0184211	0.0324669	0.0267591	0.0254933	0.0203786	0.0341647	0.0285743	0.0273477	0.0222802	0.0206281	0.014054	0.0	0.00726648	0.037831	0.0321846	0.0308926	0.0260211	0.0456095	0.040297	0.039498	0.0347402	0.0292157	0.0230296	0.0216362	0.0164667	
moss_0.008_8x_1	0.0228493	0.0177505	0.017328	0.0111904	0.0237479	0.0188471	0.0183068	0.012189	0.0256033	0.0206905	0.0204152	0.0142834	0.0273803	0.0226075	0.0223874	0.0163382	0.0135464	0.00794808	0.00726648	0.0	0.0311521	0.0264816	0.0261252	0.0203276	0.039546	0.0352171	0.0350632	0.0295237	0.0220046	0.0168113	0.0163058	0.0101062	
moss_0.01_1x_1	0.0329459	0.0302373	0.0313642	0.0243074	0.0339483	0.0313194	0.0322685	0.0252651	0.03585	0.0331249	0.0342935	0.0272809	0.0375762	0.0348683	0.0361655	0.0292635	0.0391775	0.0366405	0.037831	0.0311521	0.0	0.0199288	0.0205118	0.0134519	0.0489069	0.0467889	0.0481	0.0417847	0.0321079	0.0293912	0.0303815	0.0232236	
moss_0.01_2x_1	0.0307918	0.0261357	0.025799	0.0198587	0.0318667	0.0270083	0.0267338	0.0208059	0.0334933	0.0290306	0.0287097	0.0227951	0.0351785	0.0307002	0.0305408	0.0246599	0.0368766	0.0324057	0.0321846	0.0264816	0.0199288	0.0	0.0140805	0.00801501	0.0463763	0.0423511	0.0424285	0.0370373	0.0301671	0.0252424	0.0248229	0.0188681	
moss_0.01_4x_1	0.0319783	0.0259567	0.0246354	0.0196311	0.033097	0.0269635	0.0255325	0.0205633	0.0345183	0.0288331	0.0275168	0.0225085	0.0362544	0.030556	0.029338	0.0243475	0.0378563	0.0322265	0.0308926	0.0261252	0.0205118	0.0140805	0.0	0.00716242	0.0475485	0.0421954	0.0413722	0.0366221	0.0312144	0.0251419	0.0235719	0.018665	
moss_0.01_8x_1	0.0249524	0.0198606	0.019389	0.0133826	0.0259541	0.0208817	0.0203107	0.0143233	0.0277098	0.0228486	0.0224449	0.0164394	0.0294517	0.0247032	0.02437	0.0184229	0.0313149	0.0265271	0.0260211	0.0203276	0.0134519	0.00801501	0.00716242	0.0	0.0412998	0.0369024	0.0368995	0.0313328	0.0241533	0.0189672	0.0183413	0.0123161	
moss_0.02_1x_1	0.0416814	0.0391161	0.0398034	0.0333801	0.0425025	0.0398163	0.0405126	0.0342475	0.0440519	0.0417234	0.0425477	0.036153	0.0459122	0.0432362	0.0442857	0.0379564	0.0471648	0.0446141	0.0456095	0.039546	0.0489069	0.0463763	0.0475485	0.0412998	0.0	0.0200537	0.0204677	0.0136454	0.0411728	0.0382411	0.0389111	0.0324068	
moss_0.02_2x_1	0.0398568	0.0349524	0.0346348	0.0290942	0.0404278	0.0358377	0.0353358	0.0299316	0.0416395	0.037647	0.0372688	0.0317797	0.0435679	0.0391098	0.0389376	0.033601	0.0453833	0.0407385	0.040297	0.0352171	0.0467889	0.0423511	0.0421954	0.0369024	0.0200537	0.0	0.013577	0.0076979	0.0389547	0.0342309	0.0337103	0.0281188	
moss_0.02_4x_1	0.0412775	0.0351586	0.0337328	0.029289	0.0419697	0.0360148	0.0345002	0.0300886	0.043199	0.0378354	0.0364712	0.0318713	0.045131	0.0392802	0.0381458	0.0335366	0.0466179	0.0407907	0.039498	0.0350632	0.0481	0.0424285	0.0413722	0.0368995	0.0204677	0.013577	0.0	0.00671458	0.0404045	0.0345209	0.032839	0.0282922	
moss_0.02_8x_1	0.034614	0.0292931	0.0286642	0.0232016	0.035233	0.0301469	0.0295237	0.0240304	0.0366093	0.0320384	0.0315693	0.0259915	0.0385599	0.0336196	0.0332552	0.0278199	0.040098	0.0351971	0.0347402	0.0295237	0.0417847	0.0370373	0.0366221	0.0313328	0.0136454	0.0076979	0.00671458	0.0	0.0337315	0.0284936	0.0277724	0.0221979	
moss_0.0_1x_1	0.0237448	0.0210084	0.0221986	0.0145015	0.0248196	0.0220217	0.0231766	0.0155911	0.0267013	0.0239374	0.0253223	0.0177692	0.0285162	0.0259715	0.0274643	0.0199409	0.030432	0.0278742	0.0292157	0.0220046	0.0321079	0.0301671	0.0312144	0.0241533	0.0411728	0.0389547	0.0404045	0.0337315	0.0	0.0199237	0.021136	0.01332	
moss_0.0_2x_1	0.0209086	0.016148	0.0160773	0.00954419	0.0218414	0.0172898	0.017059	0.0105643	0.023716	0.0192119	0.0191573	0.0126945	0.0256889	0.0211544	0.0212473	0.0148551	0.0275046	0.0230476	0.0230296	0.0168113	0.0293912	0.0252424	0.0251419	0.0189672	0.0382411	0.0342309	0.0345209	0.0284936	0.0199237	0.0	0.0150271	0.00840947	
moss_0.0_4x_1	0.0221082	0.0159363	0.0148384	0.00919764	0.0229823	0.0170269	0.0158391	0.0102131	0.0248007	0.0189624	0.0179367	0.0122956	0.0265638	0.020832	0.0198676	0.0143725	0.0284837	0.0227676	0.0216362	0.0163058	0.0303815	0.0248229	0.0235719	0.0183413	0.0389111	0.0337103	0.032839	0.0277724	0.021136	0.0150271	0.0	0.00813432	
moss_0.0_8x_1	0.0144729	0.00945109	0.00925455	0.00251177	0.0153748	0.0106013	0.0102949	0.00361071	0.0174089	0.0126567	0.012495	0.00583573	0.0192993	0.0146348	0.0145951	0.00804984	0.0212816	0.0166451	0.0164667	0.0101062	0.0232236	0.0188681	0.018665	0.0123161	0.0324068	0.0281188	0.0282922	0.0221979	0.01332	0.00840947	0.00813432	0.0	
