sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.004_4x_1	0.0253207	0.0180515	0.0160861	0.0111637	0.026334	0.0190998	0.0170585	0.0122053	0.0202827	0.0129322	0.0	0.00613737	0.0300601	0.0229314	0.0209443	0.0161821	0.0321439	0.0248508	0.0229075	0.0181411	0.0340063	0.0267744	0.024781	0.0200524	0.0442159	0.0369296	0.0350579	0.0302532	0.0244126	0.0170476	0.0149744	0.0101606	
leech_0.004_8x_1	0.01896	0.0126166	0.0111904	0.00579667	0.0200473	0.0136276	0.0121915	0.00686593	0.0140412	0.00751374	0.00613737	0.0	0.0238088	0.0174958	0.0160819	0.0108612	0.0258864	0.0194088	0.0180464	0.0128227	0.0277601	0.0214483	0.0200422	0.0147696	0.038087	0.0316816	0.0303226	0.0250561	0.0180677	0.0115705	0.0101037	0.00479394	
leech_0.006_1x_1	0.0317044	0.0271884	0.0269471	0.0207618	0.0331991	0.0281429	0.0279717	0.0218279	0.034884	0.0302085	0.0300601	0.0238088	0.0	0.0202229	0.0200069	0.0138778	0.0386614	0.0340013	0.0337066	0.0276947	0.0405242	0.0359845	0.035913	0.0296861	0.0506326	0.0457985	0.045877	0.0396969	0.0308356	0.0261708	0.0258907	0.0197199	
leech_0.006_2x_1	0.0272744	0.0211265	0.0199129	0.0144518	0.0283956	0.0221871	0.0208703	0.0154992	0.0302192	0.024074	0.0229314	0.0174958	0.0202229	0.0	0.0128519	0.00750098	0.034048	0.0278723	0.0265988	0.021331	0.0359927	0.0298645	0.0286473	0.0232927	0.0463215	0.0400489	0.0388177	0.0336283	0.026389	0.0200659	0.0187277	0.0134194	
leech_0.006_4x_1	0.0271745	0.0199186	0.0179184	0.0130726	0.0284161	0.0209099	0.0189818	0.0141148	0.0300812	0.0228092	0.0209443	0.0160819	0.0200069	0.0128519	0.0	0.0060461	0.0339975	0.0267925	0.0246811	0.0199806	0.0359721	0.0287157	0.0267166	0.0219569	0.0458171	0.0388659	0.0368423	0.0320743	0.0262757	0.0189007	0.0167904	0.0120409	
leech_0.006_8x_1	0.0209847	0.0145376	0.0131537	0.00781454	0.0221268	0.0156036	0.0141782	0.00885715	0.0239154	0.017507	0.0161821	0.0108612	0.0138778	0.00750098	0.0060461	0.0	0.0278408	0.0214262	0.0199275	0.0147906	0.0298592	0.0234464	0.0220774	0.01677	0.0399771	0.0336183	0.0322452	0.0270202	0.0201033	0.0135712	0.0120433	0.00676766	
leech_0.008_1x_1	0.0340316	0.0295186	0.0292747	0.0229988	0.0351174	0.0304202	0.0302671	0.0240423	0.0368809	0.0322954	0.0321439	0.0258864	0.0386614	0.034048	0.0339975	0.0278408	0.0	0.0205006	0.0201704	0.0140375	0.0426529	0.0379085	0.0379654	0.0317626	0.0527673	0.0482357	0.0481022	0.041804	0.0329435	0.0283536	0.0281111	0.0219356	
leech_0.008_2x_1	0.0292819	0.0230664	0.0219327	0.0164715	0.030216	0.0241907	0.0229643	0.0175053	0.0322265	0.0260657	0.0248508	0.0194088	0.0340013	0.0278723	0.0267925	0.0214262	0.0205006	0.0	0.0128409	0.00755836	0.0380299	0.0319092	0.0306415	0.0252895	0.0483836	0.042344	0.0409972	0.0356511	0.0284602	0.0220667	0.020822	0.015455	
leech_0.008_4x_1	0.0292076	0.0219377	0.0198925	0.0150619	0.0301458	0.0229194	0.0209679	0.0161062	0.0320199	0.024878	0.0229075	0.0180464	0.0337066	0.0265988	0.0246811	0.0199275	0.0201704	0.0128409	0.0	0.00606799	0.0379983	0.0306654	0.0286642	0.0239586	0.0480932	0.0408362	0.0388893	0.0340303	0.0282981	0.0209355	0.0188344	0.0140243	
leech_0.008_8x_1	0.0230198	0.0165485	0.0151695	0.00983194	0.0240289	0.0175383	0.0161883	0.0108676	0.0258595	0.0195353	0.0181411	0.0128227	0.0276947	0.021331	0.0199806	0.0147906	0.0140375	0.00755836	0.00606799	0.0	0.0318587	0.025395	0.0240542	0.0187468	0.0421365	0.0356538	0.0341914	0.0289924	0.0221246	0.0155601	0.0140353	0.00879201	
leech_0.01_1x_1	0.0356592	0.0312891	0.0311576	0.024827	0.0367497	0.0322253	0.0320882	0.025876	0.0390753	0.0341164	0.0340063	0.0277601	0.0405242	0.0359927	0.0359721	0.0298592	0.0426529	0.0380299	0.0379983	0.0318587	0.0	0.0204244	0.0202612	0.0140494	0.0544002	0.0501812	0.0501934	0.0438316	0.0348316	0.0303698	0.0300369	0.0238424	
leech_0.01_2x_1	0.0313014	0.0251035	0.0238824	0.0184906	0.0322417	0.0261902	0.0249491	0.0195409	0.0341139	0.0280552	0.0267744	0.0214483	0.0359845	0.0298645	0.0287157	0.0234464	0.0379085	0.0319092	0.0306654	0.025395	0.0204244	0.0	0.0129161	0.00755568	0.0500446	0.0438678	0.0426293	0.0373738	0.0303194	0.0241764	0.0227929	0.0174612	
leech_0.01_4x_1	0.0311732	0.0239272	0.0218994	0.0171065	0.0322032	0.0250336	0.0229224	0.0181457	0.0340417	0.0269407	0.024781	0.0200422	0.035913	0.0286473	0.0267166	0.0220774	0.0379654	0.0306415	0.0286642	0.0240542	0.0202612	0.0129161	0.0	0.00610491	0.0497783	0.0427057	0.0406563	0.0358514	0.0303526	0.0230273	0.0207818	0.0161015	
leech_0.01_8x_1	0.024978	0.0185314	0.0171349	0.0117728	0.0260124	0.0196318	0.0181578	0.0128375	0.0278408	0.0214865	0.0200524	0.0147696	0.0296861	0.0232927	0.0219569	0.01677	0.0317626	0.0252895	0.0239586	0.0187468	0.0140494	0.00755568	0.00610491	0.0	0.043843	0.0374118	0.0360451	0.030817	0.0239602	0.0175949	0.0160454	0.0107685	
leech_0.02_1x_1	0.0458294	0.0413033	0.0413567	0.035273	0.0467996	0.042283	0.042249	0.0362127	0.0486774	0.044276	0.0442159	0.038087	0.0506326	0.0463215	0.0458171	0.0399771	0.0527673	0.0483836	0.0480932	0.0421365	0.0544002	0.0500446	0.0497783	0.043843	0.0	0.0205712	0.020412	0.0141644	0.0449449	0.040586	0.0403532	0.0342577	
leech_0.02_2x_1	0.0411968	0.0353921	0.0341558	0.0288192	0.0423493	0.0362293	0.0349695	0.0297829	0.044309	0.0382305	0.0369296	0.0316816	0.0457985	0.0400489	0.0388659	0.0336183	0.0482357	0.042344	0.0408362	0.0356538	0.0501812	0.0438678	0.0427057	0.0374118	0.0205712	0.0	0.0129557	0.00760402	0.0404261	0.034468	0.0330231	0.0277629	
leech_0.02_4x_1	0.0413326	0.0342169	0.0321415	0.0274083	0.0425079	0.0350685	0.0331796	0.0284641	0.0441966	0.0370273	0.0350579	0.0303226	0.045877	0.0388177	0.0368423	0.0322452	0.0481022	0.0409972	0.0388893	0.0341914	0.0501934	0.0426293	0.0406563	0.0360451	0.020412	0.0129557	0.0	0.006121	0.0404178	0.0331905	0.0310756	0.0264513	
leech_0.02_8x_1	0.0350843	0.0288152	0.0273626	0.0221046	0.0361599	0.0297642	0.0282708	0.0231539	0.0379774	0.0317021	0.0302532	0.0250561	0.0396969	0.0336283	0.0320743	0.0270202	0.041804	0.0356511	0.0340303	0.0289924	0.0438316	0.0373738	0.0358514	0.030817	0.0141644	0.00760402	0.006121	0.0	0.0341787	0.0278504	0.0262386	0.0210931	
leech_0.0_1x_1	0.026098	0.0216061	0.0214145	0.0150522	0.0271967	0.0225898	0.0223962	0.0161005	0.0289392	0.0245209	0.0244126	0.0180677	0.0308356	0.026389	0.0262757	0.0201033	0.0329435	0.0284602	0.0282981	0.0221246	0.0348316	0.0303194	0.0303526	0.0239602	0.0449449	0.0404261	0.0404178	0.0341787	0.0	0.0205547	0.0202807	0.0140398	
leech_0.0_2x_1	0.0215434	0.0153294	0.0140353	0.00859514	0.0225268	0.0162985	0.0150314	0.00962377	0.024411	0.0182025	0.0170476	0.0115705	0.0261708	0.0200659	0.0189007	0.0135712	0.0283536	0.0220667	0.0209355	0.0155601	0.0303698	0.0241764	0.0230273	0.0175949	0.040586	0.034468	0.0331905	0.0278504	0.0205547	0.0	0.0129647	0.0075864	
leech_0.0_4x_1	0.0212658	0.0140106	0.0119789	0.00710982	0.0223736	0.0150421	0.0130044	0.00815078	0.0241812	0.0169385	0.0149744	0.0101037	0.0258907	0.0187277	0.0167904	0.0120433	0.0281111	0.020822	0.0188344	0.0140353	0.0300369	0.0227929	0.0207818	0.0160454	0.0403532	0.0330231	0.0310756	0.0262386	0.0202807	0.0129647	0.0	0.00606933	
leech_0.0_8x_1	0.0149353	0.00860348	0.00715113	0.00176034	0.0160392	0.00959697	0.00815979	0.00281371	0.0179327	0.0115381	0.0101606	0.00479394	0.0197199	0.0134194	0.0120409	0.00676766	0.0219356	0.015455	0.0140243	0.00879201	0.0238424	0.0174612	0.0161015	0.0107685	0.0342577	0.0277629	0.0264513	0.0210931	0.0140398	0.0075864	0.00606933	0.0	
