sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.004_4x	0.00197	0.00087	0.0	0.00041	0.00276	0.00193	0.00097	0.00118	0.0	0.0	0.0	0.0	0.00701	0.00565	0.00463	0.00485	0.00898	0.0078	0.00664	0.00687	0.01101	0.00987	0.0086	0.00876	0.02033	0.01927	0.01833	0.0181	0.00075	0.0	0.0	0.0
moss_0.004_8x	0.00207	0.00087	0.00051	0.00186	0.0027	0.00178	0.00139	0.00268	0.0	0.0	0.0	0.0	0.00717	0.00575	0.00524	0.00613	0.00911	0.00814	0.0073	0.00825	0.01133	0.01002	0.00924	0.01005	0.02095	0.01998	0.01913	0.0198	0.0006	0.0	0.0	0.00089
moss_0.006_1x	0.00628	0.00539	0.00418	0.00386	0.00703	0.00639	0.00508	0.00467	0.00911	0.00835	0.00678	0.00638	0.0	0.0	0.0	0.0	0.01279	0.01166	0.01053	0.00988	0.01457	0.01356	0.01231	0.0117	0.02275	0.02214	0.02131	0.02055	0.00531	0.00445	0.00331	0.00293
moss_0.006_2x	0.0048	0.00388	0.00277	0.00258	0.00562	0.00482	0.00364	0.0034	0.00778	0.00678	0.00541	0.00509	0.0	0.0	0.0	0.0	0.01149	0.01024	0.00916	0.00867	0.0133	0.01227	0.01103	0.01041	0.02194	0.02119	0.0201	0.01932	0.00379	0.00298	0.00183	0.00162
moss_0.006_4x	0.0039	0.00286	0.00197	0.00217	0.00459	0.00381	0.00286	0.00302	0.00696	0.00575	0.00461	0.00487	0.0	0.0	0.0	0.0	0.01075	0.00951	0.0084	0.00844	0.01244	0.01152	0.01025	0.01032	0.02162	0.02072	0.01983	0.01947	0.00263	0.00181	0.00101	0.00127
moss_0.006_8x	0.00392	0.00293	0.00242	0.00352	0.0047	0.00386	0.00335	0.00439	0.00719	0.00595	0.00518	0.00612	0.0	0.0	0.0	0.0	0.01107	0.00995	0.00899	0.0099	0.01289	0.01167	0.01097	0.01163	0.02224	0.02142	0.0207	0.02117	0.00267	0.00185	0.00151	0.00269
moss_0.008_1x	0.00819	0.00739	0.00623	0.00589	0.00914	0.00835	0.0071	0.00659	0.01083	0.01022	0.00872	0.00816	0.01279	0.01167	0.01051	0.01	0.0	0.0	0.0	0.0	0.01652	0.01548	0.01409	0.01342	0.02431	0.02382	0.0228	0.02233	0.00715	0.00654	0.0053	0.00478
moss_0.008_2x	0.00666	0.00579	0.00479	0.0046	0.00758	0.00679	0.00563	0.00541	0.00953	0.00881	0.00747	0.00723	0.01146	0.01022	0.00915	0.00889	0.0	0.0	0.0	0.0	0.01515	0.01412	0.01275	0.01237	0.02351	0.0228	0.02195	0.02141	0.00568	0.0049	0.00386	0.00372
moss_0.008_4x	0.00585	0.00497	0.00394	0.00404	0.00655	0.00576	0.00478	0.00498	0.00864	0.0079	0.00661	0.00678	0.01076	0.00949	0.00838	0.00838	0.0	0.0	0.0	0.0	0.01428	0.01333	0.01207	0.01198	0.02322	0.02238	0.02135	0.02137	0.0046	0.00384	0.00304	0.00315
moss_0.008_8x	0.00613	0.00515	0.00461	0.0055	0.00666	0.00592	0.00538	0.00649	0.00899	0.00813	0.00733	0.00822	0.01092	0.00967	0.00902	0.00988	0.0	0.0	0.0	0.0	0.01469	0.01363	0.01275	0.01347	0.02385	0.02326	0.02258	0.02298	0.00464	0.00399	0.00362	0.00474
moss_0.01_1x	0.00983	0.00919	0.00818	0.00758	0.01081	0.01006	0.009	0.00844	0.01274	0.01207	0.01072	0.01021	0.01456	0.01352	0.01218	0.01169	0.01652	0.01544	0.01405	0.01341	0.0	0.0	0.0	0.0	0.02561	0.02534	0.02436	0.0238	0.0089	0.0083	0.0073	0.00669
moss_0.01_2x	0.00879	0.00801	0.00686	0.00637	0.00943	0.0087	0.00761	0.0072	0.01158	0.01079	0.00947	0.00892	0.0133	0.01225	0.01111	0.01045	0.01518	0.01411	0.01289	0.01227	0.0	0.0	0.0	0.0	0.02481	0.02458	0.02349	0.0228	0.00756	0.00689	0.00585	0.00544
moss_0.01_4x	0.00783	0.00689	0.00588	0.00602	0.00843	0.00767	0.00678	0.00688	0.01055	0.00976	0.00855	0.00858	0.01251	0.01138	0.01021	0.01023	0.0143	0.01315	0.01206	0.01192	0.0	0.0	0.0	0.0	0.02463	0.02387	0.02295	0.02288	0.00644	0.00584	0.00496	0.00507
moss_0.01_8x	0.008	0.0071	0.00663	0.00744	0.0086	0.0078	0.00735	0.00833	0.01087	0.01	0.00931	0.01	0.01284	0.01155	0.01099	0.01159	0.01468	0.0137	0.01276	0.01345	0.0	0.0	0.0	0.0	0.02528	0.0246	0.02428	0.0247	0.00649	0.00598	0.00561	0.00652
moss_0.02_1x	0.01911	0.01899	0.0179	0.01716	0.01968	0.01971	0.01861	0.01776	0.02152	0.02145	0.02022	0.01945	0.02297	0.02259	0.02158	0.02074	0.02455	0.02425	0.02325	0.02233	0.02588	0.02561	0.02471	0.02376	0.0	0.0	0.0	0.0	0.01822	0.01798	0.01712	0.01625
moss_0.02_2x	0.0179	0.01737	0.01638	0.01579	0.01848	0.01823	0.0172	0.01654	0.02021	0.01985	0.01872	0.01817	0.02179	0.02127	0.0202	0.01956	0.02343	0.02291	0.02187	0.02132	0.02492	0.02471	0.02337	0.02261	0.0	0.0	0.0	0.0	0.01682	0.01641	0.01555	0.015
moss_0.02_4x	0.01728	0.01665	0.01594	0.01572	0.01788	0.01747	0.01659	0.01632	0.01986	0.01919	0.01825	0.01791	0.0215	0.02065	0.01979	0.01945	0.02298	0.02256	0.02134	0.02127	0.02454	0.02414	0.02297	0.02292	0.0	0.0	0.0	0.0	0.01613	0.01563	0.01491	0.01479
moss_0.02_8x	0.0178	0.01731	0.0168	0.01735	0.01824	0.01812	0.01761	0.01804	0.02061	0.0199	0.01908	0.01967	0.02212	0.0211	0.02057	0.02106	0.02397	0.02338	0.0226	0.0229	0.02551	0.02487	0.02421	0.02465	0.0	0.0	0.0	0.0	0.01672	0.01626	0.01592	0.01657
moss_0.0_1x	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.00329	0.00201	0.00072	0.00053	0.00537	0.00387	0.00256	0.00238	0.00724	0.00583	0.00451	0.00417	0.00901	0.00777	0.00634	0.00588	0.01822	0.01724	0.01607	0.01556	0.0	0.0	0.0	0.0
moss_0.0_2x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.0011	0.0	0.0	0.00446	0.00302	0.00175	0.00165	0.00654	0.00497	0.00373	0.00358	0.00829	0.00699	0.0057	0.0054	0.01766	0.01652	0.01533	0.01497	0.0	0.0	0.0	0.0
moss_0.0_4x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.00348	0.00195	0.00102	0.00142	0.00556	0.00409	0.00308	0.00342	0.00761	0.00619	0.00504	0.00531	0.01741	0.01618	0.01511	0.01521	0.0	0.0	0.0	0.0
moss_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.00089	0.00337	0.00186	0.00138	0.00271	0.00545	0.00427	0.00343	0.00479	0.00757	0.00621	0.00551	0.0066	0.01773	0.01669	0.01594	0.01678	0.0	0.0	0.0	0.0
