sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.004_4x	0.0089	0.00651	0.00687	0.00958	0.00948	0.00748	0.00737	0.01008	0.00542	0.0027	0.0	0.0	0.01281	0.01025	0.00967	0.0116	0.01405	0.01173	0.01075	0.01256	0.01614	0.01322	0.01199	0.01355	0.02419	0.02141	0.01849	0.0197	0.00797	0.00596	0.0065	0.00912
club-moss_0.004_8x	0.01288	0.01059	0.01009	0.01378	0.01345	0.01158	0.01036	0.01414	0.00909	0.00658	0.0	0.0	0.01695	0.01446	0.01237	0.01524	0.01808	0.01592	0.0134	0.01598	0.0203	0.01758	0.01457	0.01688	0.02875	0.02601	0.02107	0.02275	0.01181	0.00997	0.01	0.01346
club-moss_0.006_1x	0.00545	0.00488	0.01063	0.0143	0.00629	0.0058	0.01146	0.01513	0.00765	0.00715	0.01292	0.01613	0.0	0.0	0.00581	0.0087	0.01056	0.01018	0.01596	0.01863	0.01245	0.01165	0.01729	0.01965	0.02061	0.01986	0.02418	0.02616	0.00448	0.00431	0.00967	0.01364
club-moss_0.006_2x	0.00451	0.00396	0.00805	0.01192	0.00516	0.00482	0.00882	0.01257	0.00681	0.00628	0.01015	0.01352	0.0	0.0	0.00243	0.00554	0.01002	0.00934	0.01298	0.01597	0.01179	0.01088	0.01431	0.017	0.02007	0.01918	0.02137	0.02357	0.00365	0.00323	0.00735	0.01124
club-moss_0.006_4x	0.01053	0.00802	0.00809	0.01071	0.01102	0.00888	0.00856	0.01099	0.01264	0.01027	0.0097	0.01176	0.0058	0.00248	0.0	0.0	0.01554	0.01318	0.01184	0.01358	0.01736	0.01462	0.01294	0.01452	0.02563	0.02293	0.0195	0.02066	0.0096	0.00748	0.00782	0.01022
club-moss_0.006_8x	0.01432	0.01186	0.01107	0.01444	0.01486	0.0129	0.01138	0.01462	0.01627	0.0143	0.0122	0.01519	0.00917	0.00595	0.0	0.0	0.01943	0.01717	0.01424	0.01657	0.02165	0.01871	0.01542	0.01737	0.02985	0.02711	0.02159	0.02345	0.01324	0.01133	0.01111	0.01413
club-moss_0.008_1x	0.00684	0.00643	0.01178	0.01566	0.0075	0.0073	0.01265	0.01628	0.0091	0.0086	0.01422	0.01726	0.01059	0.01025	0.01568	0.01864	0.0	0.0	0.00557	0.00826	0.0138	0.01314	0.01859	0.02096	0.022	0.02133	0.02559	0.02736	0.00609	0.00597	0.01095	0.01494
club-moss_0.008_2x	0.00591	0.00548	0.00949	0.01344	0.00649	0.00641	0.01023	0.01398	0.00817	0.00767	0.01165	0.01494	0.01001	0.00936	0.01305	0.0162	0.0	0.0	0.00219	0.00505	0.01313	0.01231	0.01576	0.01854	0.02131	0.02062	0.02286	0.02504	0.00519	0.00484	0.00881	0.01278
club-moss_0.008_4x	0.01199	0.00953	0.00938	0.01181	0.01253	0.01049	0.00983	0.01211	0.01396	0.01178	0.01081	0.01277	0.01589	0.01318	0.01187	0.01363	0.00556	0.00223	0.0	0.0	0.01893	0.01601	0.01418	0.01551	0.02692	0.02426	0.02031	0.02134	0.01105	0.00897	0.00903	0.01146
club-moss_0.008_8x	0.01574	0.01312	0.01197	0.01513	0.01607	0.01407	0.01231	0.01538	0.01748	0.01538	0.01317	0.0159	0.01941	0.01692	0.01419	0.01653	0.00867	0.00538	0.0	0.0	0.02277	0.01981	0.01621	0.01792	0.03107	0.02809	0.02222	0.02371	0.01456	0.01259	0.01201	0.01501
club-moss_0.01_1x	0.00859	0.00852	0.01395	0.01778	0.0093	0.00928	0.01474	0.01853	0.01106	0.01056	0.01637	0.01944	0.01251	0.01208	0.01756	0.02084	0.01383	0.01342	0.0191	0.022	0.0	0.0	0.00603	0.00852	0.02355	0.02291	0.0275	0.02948	0.0081	0.00785	0.01314	0.01701
club-moss_0.01_2x	0.00759	0.0071	0.01109	0.01494	0.00833	0.00803	0.01175	0.01556	0.00974	0.00938	0.01316	0.01657	0.01148	0.01094	0.01452	0.0177	0.01292	0.01234	0.01586	0.01882	0.0	0.0	0.00206	0.00463	0.02276	0.02204	0.02409	0.02644	0.00679	0.00662	0.01044	0.01432
club-moss_0.01_4x	0.01356	0.01096	0.01076	0.01296	0.01393	0.01183	0.01107	0.0132	0.01548	0.01314	0.01208	0.01393	0.01725	0.01455	0.013	0.01479	0.01849	0.01597	0.01421	0.0156	0.00602	0.0021	0.0	0.0	0.02819	0.02552	0.02142	0.02219	0.01252	0.01044	0.01038	0.01254
club-moss_0.01_8x	0.01681	0.01419	0.01307	0.01597	0.01724	0.01515	0.01329	0.01623	0.01867	0.01649	0.01417	0.01675	0.02041	0.01797	0.01513	0.0173	0.02171	0.01953	0.01612	0.01789	0.00889	0.00492	0.0	0.0	0.0319	0.0291	0.02292	0.02421	0.01571	0.01382	0.01303	0.01585
club-moss_0.02_1x	0.0175	0.01732	0.02264	0.02625	0.01807	0.01833	0.02345	0.02682	0.01924	0.01958	0.02479	0.02792	0.02093	0.02077	0.02618	0.0291	0.02228	0.02198	0.02743	0.03038	0.0238	0.02343	0.02866	0.03126	0.0	0.0	0.00576	0.00762	0.01697	0.01682	0.0219	0.02534
club-moss_0.02_2x	0.01642	0.01619	0.01973	0.02356	0.0169	0.01694	0.02039	0.0241	0.01832	0.01804	0.02153	0.02484	0.01976	0.01945	0.02299	0.026	0.02118	0.02085	0.02427	0.02702	0.0227	0.02224	0.02549	0.02806	0.0	0.0	0.00142	0.00351	0.01565	0.01559	0.01921	0.02278
club-moss_0.02_4x	0.02089	0.01852	0.01776	0.01955	0.02154	0.01947	0.01808	0.01971	0.02291	0.02078	0.01877	0.02037	0.02431	0.02188	0.01975	0.02094	0.02567	0.02335	0.02051	0.0216	0.02753	0.02454	0.0216	0.02233	0.00575	0.00144	0.0	0.0	0.02014	0.01814	0.01754	0.01907
club-moss_0.02_8x	0.02384	0.02144	0.01996	0.02236	0.02435	0.02242	0.02007	0.02249	0.02568	0.02381	0.02068	0.0227	0.02727	0.02498	0.02161	0.02347	0.02845	0.02645	0.02227	0.02379	0.03057	0.02786	0.0231	0.02433	0.00792	0.00372	0.0	0.0	0.02284	0.02101	0.01985	0.02198
club-moss_0.0_1x	0.0	0.0	0.0054	0.00929	0.00104	0.00047	0.00635	0.01005	0.0027	0.00196	0.00795	0.01108	0.00443	0.00367	0.00956	0.0125	0.00601	0.00522	0.01099	0.01381	0.00798	0.00682	0.01243	0.01495	0.01656	0.0156	0.01986	0.02169	0.0	0.0	0.0045	0.00858
club-moss_0.0_2x	0.0	0.0	0.00351	0.00746	0.00068	0.0	0.00427	0.00814	0.00244	0.00156	0.00582	0.00918	0.00419	0.00319	0.00729	0.0105	0.00578	0.00477	0.00873	0.01172	0.00758	0.00651	0.01016	0.0129	0.01609	0.01522	0.01754	0.01959	0.0	0.0	0.00268	0.00678
club-moss_0.0_4x	0.00558	0.00347	0.00477	0.00834	0.00621	0.00444	0.00525	0.00878	0.00785	0.00583	0.00658	0.00959	0.00974	0.00754	0.00789	0.0107	0.01099	0.009	0.0091	0.01161	0.01315	0.01064	0.01043	0.01262	0.02165	0.01934	0.01748	0.01915	0.00459	0.00279	0.0	0.00739
club-moss_0.0_8x	0.01044	0.00812	0.00842	0.01265	0.01086	0.0091	0.00855	0.01294	0.01257	0.01068	0.00972	0.01355	0.01451	0.01215	0.01084	0.01427	0.01583	0.01376	0.01212	0.01519	0.01795	0.01536	0.01323	0.01607	0.02633	0.02405	0.01988	0.02216	0.00927	0.00746	0.00777	0.0
