sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.01_2x	0.01045	0.01031	0.01029	0.0	0.01139	0.01134	0.0112	0.00081	0.01329	0.01332	0.01297	0.00261	0.015	0.0151	0.01464	0.00433	0.01689	0.01692	0.01646	0.00628	0.0	0.0	0.0	0.0	0.02716	0.02723	0.0265	0.01694	0.00941	0.00929	0.00926	0.0
oyster_0.01_4x	0.00995	0.00975	0.00957	0.00109	0.01091	0.01074	0.01052	0.002	0.01264	0.01263	0.01222	0.00377	0.01439	0.01454	0.01399	0.00545	0.01653	0.01632	0.01579	0.00742	0.0	0.0	0.0	0.0	0.02705	0.02669	0.02606	0.01803	0.00885	0.00873	0.0086	0.0
oyster_0.01_8x	0.0	0.0	0.00072	0.0	0.0	0.0	0.00172	0.0	0.0	0.00216	0.00353	0.0	0.00214	0.00424	0.00544	0.0	0.00443	0.00629	0.00751	0.0	0.0	0.0	0.0	0.0	0.01572	0.01754	0.01859	0.0105	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.0197	0.02011	0.02022	0.00802	0.0205	0.02089	0.02106	0.00877	0.02209	0.0227	0.02265	0.01059	0.02421	0.02436	0.02422	0.01217	0.02576	0.02629	0.02606	0.01405	0.02722	0.02781	0.02773	0.01585	0.0	0.0	0.0	0.0	0.01868	0.01898	0.01919	0.00707
oyster_0.02_2x	0.01895	0.01926	0.01926	0.00944	0.01985	0.02016	0.02011	0.01026	0.02159	0.02207	0.02184	0.01206	0.02343	0.02386	0.02338	0.01365	0.02497	0.02552	0.02527	0.01554	0.02666	0.02725	0.02675	0.01729	0.0	0.0	0.0	0.0	0.01796	0.01832	0.0183	0.00863
oyster_0.02_4x	0.01856	0.01865	0.01861	0.0107	0.01964	0.01962	0.0195	0.01155	0.02121	0.02154	0.02116	0.01334	0.02294	0.02325	0.02269	0.01483	0.02472	0.02505	0.02477	0.01678	0.02626	0.02646	0.02607	0.0183	0.0	0.0	0.0	0.0	0.01761	0.01777	0.01764	0.00993
oyster_0.02_8x	0.00655	0.00863	0.01017	0.00224	0.00769	0.00959	0.01119	0.00311	0.00943	0.01176	0.01301	0.00506	0.0114	0.01359	0.01467	0.00662	0.01329	0.01551	0.01672	0.00871	0.01503	0.0172	0.01832	0.01049	0.0	0.0	0.0	0.0	0.00551	0.00758	0.00919	0.00137
oyster_0.0_1x	0.00115	0.00092	0.00071	0.0	0.00201	0.00178	0.00163	0.0	0.00397	0.00392	0.00345	0.0	0.00569	0.00583	0.00531	0.0	0.00796	0.00785	0.00722	0.0	0.00981	0.00966	0.00909	0.0	0.01872	0.01843	0.01809	0.00555	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.0007	0.00043	0.0	0.0	0.00164	0.0014	0.00113	0.0	0.00366	0.0035	0.00302	0.0	0.00554	0.00546	0.00485	0.0	0.00791	0.00758	0.00688	0.0	0.00959	0.00934	0.00879	0.0	0.01863	0.01842	0.0179	0.0075	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.00055	0.0	0.0	0.0	0.00159	0.0012	0.00094	0.0	0.00363	0.00334	0.00282	0.0	0.00547	0.00528	0.00472	0.0	0.00787	0.00739	0.00681	0.0	0.0095	0.00931	0.00867	0.0	0.01885	0.01839	0.01776	0.00911	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709	0.00884	0.01018	0.00138	0.0	0.0	0.0	0.0
