sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.008_2x	0.00661	0.00659	0.01086	0.01485	0.00719	0.00752	0.01163	0.0154	0.00887	0.00877	0.01306	0.01636	0.0107	0.01047	0.01446	0.01762	0.0	0.0	0.00355	0.00645	0.01381	0.01341	0.01715	0.01999	0.02194	0.02166	0.02421	0.02645	0.00601	0.00594	0.01017	0.01419
club-moss_0.008_4x	0.01286	0.01086	0.01098	0.01332	0.0134	0.01181	0.01148	0.01362	0.01481	0.01308	0.01242	0.01429	0.01672	0.01447	0.01347	0.01516	0.00651	0.00357	0.0	0.0	0.01973	0.01727	0.01575	0.01707	0.02762	0.02542	0.02181	0.02285	0.01203	0.0103	0.01059	0.01297
club-moss_0.008_8x	0.01656	0.01443	0.01356	0.01628	0.01689	0.01536	0.01403	0.01655	0.01827	0.01664	0.01472	0.01708	0.02016	0.01815	0.0157	0.01773	0.00962	0.00676	0.0	0.0	0.02347	0.02098	0.01767	0.0192	0.03159	0.02909	0.02355	0.02489	0.0155	0.01391	0.01351	0.01616
club-moss_0.01_1x	0.00903	0.00937	0.01508	0.01903	0.00975	0.01013	0.01589	0.01978	0.01151	0.01142	0.01756	0.0207	0.01296	0.01294	0.01875	0.02209	0.01428	0.01428	0.02029	0.02325	0.0	0.0	0.00714	0.00975	0.02398	0.02376	0.02865	0.03073	0.00865	0.00869	0.01428	0.01825
club-moss_0.01_2x	0.00828	0.00821	0.01246	0.01634	0.00903	0.00914	0.01314	0.01697	0.01043	0.01048	0.01457	0.01797	0.01216	0.01203	0.01592	0.01911	0.01359	0.01343	0.01725	0.02023	0.0	0.0	0.00341	0.00605	0.02337	0.02307	0.02542	0.02783	0.0076	0.00772	0.0118	0.01572
club-moss_0.01_4x	0.0144	0.01227	0.01235	0.01445	0.01477	0.01314	0.01272	0.0147	0.0163	0.01443	0.01368	0.01543	0.01806	0.01583	0.01458	0.0163	0.01929	0.01724	0.01578	0.01711	0.00697	0.00344	0.0	0.0	0.02886	0.02667	0.0229	0.02368	0.01348	0.01176	0.01193	0.01403
club-moss_0.01_8x	0.01764	0.01552	0.01471	0.01721	0.01807	0.01647	0.01503	0.01748	0.01948	0.01777	0.01576	0.01802	0.02118	0.01923	0.01669	0.01859	0.02246	0.02076	0.01765	0.01918	0.00987	0.00631	0.0	0.0	0.03247	0.03014	0.02431	0.02548	0.01666	0.01516	0.01457	0.01709
club-moss_0.02_1x	0.01791	0.01818	0.02378	0.02745	0.01848	0.01919	0.0246	0.02801	0.01965	0.02044	0.02596	0.02911	0.02133	0.02162	0.02735	0.0303	0.02267	0.02283	0.02859	0.03156	0.02419	0.02427	0.02981	0.03246	0.0	0.0	0.00685	0.00881	0.01748	0.01768	0.02303	0.02654
club-moss_0.02_2x	0.01703	0.01726	0.02106	0.02487	0.01751	0.018	0.02175	0.02541	0.01891	0.01909	0.02289	0.02616	0.02035	0.02049	0.02433	0.02732	0.02175	0.02188	0.0256	0.02833	0.02327	0.02326	0.0268	0.02939	0.0	0.0	0.00271	0.00487	0.01637	0.01666	0.02053	0.0241
club-moss_0.02_4x	0.02162	0.01976	0.0193	0.02094	0.02226	0.0207	0.01967	0.02111	0.02362	0.02198	0.02031	0.02177	0.025	0.02306	0.02126	0.02235	0.02635	0.02452	0.02201	0.02301	0.02818	0.02569	0.02308	0.02378	0.00669	0.00273	0.0	0.0	0.02098	0.01938	0.01903	0.02047
club-moss_0.02_8x	0.02455	0.02268	0.02153	0.02353	0.02505	0.02364	0.02176	0.02366	0.02636	0.025	0.0222	0.02389	0.02793	0.02614	0.0231	0.02468	0.02908	0.02759	0.02373	0.025	0.03117	0.02896	0.02454	0.02561	0.00891	0.00508	0.0	0.0	0.02366	0.02226	0.02133	0.02315
club-moss_0.0_1x	0.00063	0.0005	0.00655	0.01059	0.00157	0.00134	0.00751	0.01136	0.00324	0.00284	0.00918	0.0124	0.00497	0.00457	0.0108	0.01383	0.00656	0.00613	0.01223	0.01515	0.00853	0.00774	0.01368	0.01631	0.01711	0.01653	0.02112	0.02305	0.0	0.0	0.00564	0.00988
club-moss_0.0_2x	0.00055	0.0	0.00487	0.00893	0.00142	0.00116	0.00565	0.00961	0.00317	0.00266	0.00724	0.01066	0.00492	0.0043	0.00871	0.01198	0.00651	0.00588	0.01015	0.01321	0.00831	0.00762	0.01158	0.01441	0.0168	0.01632	0.01895	0.02109	0.0	0.0	0.00402	0.00824
club-moss_0.0_4x	0.00651	0.00482	0.00638	0.00987	0.00713	0.00578	0.00692	0.01032	0.00876	0.00716	0.00819	0.01114	0.01063	0.00885	0.00949	0.01225	0.01187	0.01031	0.01069	0.01316	0.01401	0.01193	0.01201	0.01421	0.02242	0.02056	0.01901	0.02071	0.00563	0.00414	0.0	0.00893
club-moss_0.0_8x	0.01137	0.00951	0.01007	0.01376	0.01178	0.01047	0.01035	0.01406	0.01346	0.01201	0.0113	0.01468	0.01535	0.01345	0.01238	0.01543	0.01664	0.01502	0.01363	0.01635	0.01873	0.01659	0.01471	0.01731	0.02694	0.0251	0.02122	0.02331	0.01032	0.00887	0.0093	0.0
