sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.008_8x	0.00749	0.00757	0.00767	0.00909	0.00806	0.00831	0.00836	0.00999	0.01036	0.01038	0.01018	0.01159	0.01241	0.01182	0.01176	0.01303	0.0	0.0	0.0	0.0	0.01595	0.01547	0.0152	0.01637	0.02456	0.02432	0.02416	0.02509	0.00603	0.00648	0.00674	0.00838
moss_0.01_1x	0.01016	0.01068	0.0102	0.01001	0.01117	0.01152	0.01105	0.01082	0.0132	0.01346	0.01268	0.01248	0.01524	0.01486	0.01406	0.01386	0.01715	0.01669	0.01583	0.01547	0.0	0.0	0.0	0.0	0.02612	0.02614	0.02551	0.0252	0.00916	0.0098	0.00932	0.00917
moss_0.01_2x	0.00958	0.00985	0.00921	0.00916	0.01028	0.01054	0.00999	0.00995	0.01251	0.01255	0.01176	0.01157	0.01446	0.01397	0.01332	0.01299	0.01629	0.01576	0.01502	0.01471	0.0	0.0	0.0	0.0	0.02577	0.02576	0.02501	0.02462	0.0083	0.00876	0.00822	0.00827
moss_0.01_4x	0.0089	0.009	0.00854	0.00917	0.00956	0.00976	0.00942	0.00996	0.01173	0.01176	0.0111	0.01156	0.01388	0.01332	0.01268	0.01306	0.0156	0.015	0.01442	0.01466	0.0	0.0	0.0	0.0	0.02559	0.02512	0.02459	0.0249	0.00749	0.00798	0.00764	0.00826
moss_0.01_8x	0.00916	0.00934	0.00954	0.01091	0.0098	0.01001	0.01018	0.01172	0.01205	0.01207	0.01201	0.01326	0.01415	0.01353	0.01358	0.01463	0.01587	0.01552	0.01522	0.01635	0.0	0.0	0.0	0.0	0.02588	0.02557	0.02574	0.02669	0.00767	0.00828	0.00857	0.01005
moss_0.02_1x	0.01901	0.02003	0.01949	0.01913	0.01963	0.02073	0.02023	0.01969	0.02157	0.02241	0.02175	0.02126	0.02327	0.02352	0.02303	0.02245	0.02481	0.0251	0.02459	0.02393	0.02612	0.0264	0.02596	0.02525	0.0	0.0	0.0	0.0	0.01804	0.01905	0.01872	0.01828
moss_0.02_2x	0.01813	0.01866	0.01821	0.01803	0.01876	0.0195	0.01904	0.01873	0.02061	0.02107	0.02048	0.02026	0.02241	0.02245	0.02189	0.02153	0.02402	0.02403	0.02347	0.02319	0.0255	0.02574	0.02487	0.0244	0.0	0.0	0.0	0.0	0.01699	0.01772	0.01739	0.01729
moss_0.02_4x	0.01759	0.01802	0.0179	0.01819	0.01824	0.01882	0.01855	0.01874	0.02029	0.02048	0.02012	0.02022	0.02215	0.02188	0.02158	0.0216	0.02359	0.02369	0.02303	0.02331	0.02511	0.0252	0.02455	0.02485	0.0	0.0	0.0	0.0	0.01639	0.01704	0.01691	0.01732
moss_0.02_8x	0.01797	0.0186	0.01886	0.02004	0.01847	0.01938	0.01958	0.02066	0.02084	0.02106	0.02096	0.02214	0.02253	0.02222	0.02235	0.02333	0.02429	0.02433	0.02422	0.02503	0.02577	0.02572	0.0257	0.02665	0.0	0.0	0.0	0.0	0.01685	0.01761	0.01803	0.01932
moss_0.0_1x	0.0	0.0	0.0	0.0	0.00132	0.00122	0.00064	0.00075	0.00346	0.00308	0.00231	0.00244	0.00574	0.00488	0.00406	0.00418	0.00756	0.00675	0.00592	0.00589	0.00929	0.00861	0.00766	0.00751	0.01828	0.01764	0.01684	0.01664	0.0	0.0	0.0	0.0
moss_0.0_2x	0.00038	0.0	0.0	0.0	0.0014	0.0012	0.00053	0.00089	0.00365	0.00321	0.00231	0.00258	0.00596	0.00505	0.0042	0.00435	0.00796	0.00692	0.00609	0.00619	0.00965	0.00884	0.00795	0.00792	0.01874	0.01788	0.01702	0.01695	0.0	0.0	0.0	0.0
moss_0.0_4x	0.0	0.0	0.0	0.0	0.00074	0.00067	0.0	0.00115	0.00315	0.00265	0.00209	0.00292	0.00544	0.00444	0.00394	0.00466	0.00739	0.00644	0.00588	0.00656	0.00934	0.00841	0.00772	0.00835	0.01869	0.01777	0.01711	0.01763	0.0	0.0	0.0	0.0
moss_0.0_8x	0.0	0.0	0.0	0.0023	0.00098	0.00107	0.00111	0.00312	0.00348	0.00307	0.00296	0.00491	0.00575	0.00487	0.00485	0.0065	0.00764	0.00704	0.00673	0.00844	0.00959	0.00881	0.00865	0.01013	0.01899	0.01834	0.01811	0.01949	0.0	0.0	0.0	0.0
